UTC time,creation_time (UTC),version,coal,nat_gas,hydro,solar,wind,other
2023-08-20 00:00:00,2023-08-21 21:40:21,3.0,425.0,1800.0,57.0,203.0,96.0,219.0
2023-08-20 01:00:00,2023-08-21 21:40:21,3.0,422.0,1797.0,57.0,115.0,70.0,227.0
2023-08-20 02:00:00,2023-08-21 21:40:21,3.0,421.0,1828.0,58.0,37.0,34.0,233.0
2023-08-20 03:00:00,2023-08-21 21:40:21,3.0,423.0,1779.0,59.0,1.0,34.0,216.0
2023-08-20 04:00:00,2023-08-21 21:40:21,3.0,432.0,1564.0,58.0,0.0,90.0,219.0
2023-08-20 05:00:00,2023-08-21 21:40:21,3.0,429.0,1573.0,56.0,0.0,188.0,215.0
2023-08-20 06:00:00,2023-08-21 21:40:21,3.0,416.0,1491.0,57.0,0.0,86.0,233.0
2023-08-20 07:00:00,2023-08-21 21:40:21,3.0,417.0,1387.0,57.0,4.0,4.0,229.0
2023-08-20 08:00:00,2023-08-21 21:40:21,3.0,516.0,1355.0,57.0,0.0,1.0,211.0
2023-08-20 09:00:00,2023-08-21 21:40:21,3.0,405.0,1302.0,57.0,0.0,8.0,213.0
2023-08-20 10:00:00,2023-08-21 21:40:21,3.0,374.0,1279.0,57.0,0.0,1.0,211.0
2023-08-20 11:00:00,2023-08-21 21:40:21,3.0,371.0,1278.0,57.0,0.0,3.0,203.0
2023-08-20 12:00:00,2023-08-21 21:40:21,3.0,370.0,1277.0,57.0,0.0,1.0,201.0
2023-08-20 13:00:00,2023-08-21 21:40:21,3.0,366.0,1259.0,58.0,0.0,2.0,201.0
2023-08-20 14:00:00,2023-08-21 21:40:21,3.0,366.0,1259.0,59.0,3.0,1.0,201.0
2023-08-20 15:00:00,2023-08-21 21:40:21,3.0,363.0,1279.0,59.0,27.0,6.0,198.0
2023-08-20 16:00:00,2023-08-21 21:40:21,3.0,370.0,1325.0,60.0,57.0,5.0,198.0
2023-08-20 17:00:00,2023-08-21 21:40:21,3.0,408.0,1349.0,59.0,105.0,0.0,198.0
2023-08-20 18:00:00,2023-08-21 21:40:21,3.0,378.0,1644.0,57.0,130.0,0.0,197.0
2023-08-20 19:00:00,2023-08-21 21:40:21,3.0,374.0,1745.0,58.0,203.0,12.0,196.0
2023-08-20 20:00:00,2023-08-21 21:40:21,3.0,372.0,1725.0,283.0,162.0,36.0,196.0
2023-08-20 21:00:00,2023-08-21 21:40:21,3.0,375.0,1638.0,297.0,155.0,35.0,209.0
2023-08-20 22:00:00,2023-08-21 21:40:21,3.0,377.0,1632.0,299.0,126.0,14.0,215.0
2023-08-20 23:00:00,2023-08-21 21:40:21,3.0,378.0,1607.0,296.0,141.0,1.0,220.0
