UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-07-01 00:00:00,0.0,690.0,0.0,132.0,62.0,22.0,15.0
2023-07-01 01:00:00,0.0,689.0,0.0,135.0,105.0,20.0,13.0
2023-07-01 02:00:00,0.0,691.0,0.0,135.0,184.0,22.0,12.0
2023-07-01 03:00:00,0.0,694.0,0.0,122.0,212.0,25.0,6.0
2023-07-01 04:00:00,0.0,697.0,0.0,27.0,234.0,26.0,0.0
2023-07-01 05:00:00,0.0,702.0,0.0,25.0,244.0,25.0,0.0
2023-07-01 06:00:00,0.0,714.0,0.0,25.0,259.0,25.0,0.0
2023-07-01 07:00:00,0.0,714.0,0.0,25.0,233.0,27.0,0.0
2023-07-01 08:00:00,0.0,719.0,0.0,24.0,212.0,26.0,0.0
2023-07-01 09:00:00,0.0,721.0,0.0,22.0,282.0,26.0,0.0
2023-07-01 10:00:00,0.0,721.0,0.0,24.0,311.0,27.0,0.0
2023-07-01 11:00:00,0.0,721.0,0.0,24.0,305.0,27.0,0.0
2023-07-01 12:00:00,0.0,723.0,0.0,23.0,314.0,25.0,0.0
2023-07-01 13:00:00,0.0,717.0,0.0,25.0,317.0,24.0,0.0
2023-07-01 14:00:00,0.0,600.0,0.0,24.0,316.0,25.0,5.0
2023-07-01 15:00:00,0.0,491.0,0.0,25.0,323.0,24.0,12.0
2023-07-01 16:00:00,0.0,508.0,0.0,28.0,326.0,24.0,14.0
2023-07-01 17:00:00,0.0,586.0,0.0,28.0,271.0,23.0,15.0
2023-07-01 18:00:00,0.0,708.0,0.0,28.0,291.0,23.0,15.0
2023-07-01 19:00:00,0.0,706.0,0.0,29.0,296.0,23.0,15.0
2023-07-01 20:00:00,0.0,703.0,0.0,29.0,309.0,25.0,15.0
2023-07-01 21:00:00,0.0,699.0,0.0,31.0,329.0,23.0,15.0
2023-07-01 22:00:00,0.0,700.0,0.0,30.0,322.0,23.0,15.0
2023-07-01 23:00:00,0.0,694.0,0.0,133.0,324.0,23.0,15.0
