Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,other
40176,2023-08-02 00:00:00,2024-07-17 00:00:00,3.1,313.73,0.0,945.0,0.0,130.0,26.0,26.0,15.0
40177,2023-08-02 01:00:00,2024-07-17 00:00:00,3.1,310.44,0.0,981.0,0.0,129.0,46.0,26.0,15.0
40178,2023-08-02 02:00:00,2024-07-17 00:00:00,3.1,302.98,0.0,986.0,0.0,129.0,73.0,26.0,11.0
40179,2023-08-02 03:00:00,2024-07-17 00:00:00,3.1,285.99,0.0,994.0,0.0,128.0,141.0,26.0,3.0
40180,2023-08-02 04:00:00,2024-07-17 00:00:00,3.1,295.0,0.0,999.0,0.0,112.0,116.0,26.0,0.0
40181,2023-08-02 05:00:00,2024-07-17 00:00:00,3.1,321.05,0.0,1010.0,0.0,46.0,81.0,27.0,0.0
40182,2023-08-02 06:00:00,2024-07-17 00:00:00,3.1,315.98,0.0,1012.0,0.0,45.0,102.0,26.0,0.0
40183,2023-08-02 07:00:00,2024-07-17 00:00:00,3.1,312.7,0.0,1015.0,0.0,30.0,128.0,28.0,0.0
40184,2023-08-02 08:00:00,2024-07-17 00:00:00,3.1,314.26,0.0,998.0,0.0,30.0,119.0,28.0,0.0
40185,2023-08-02 09:00:00,2024-07-17 00:00:00,3.1,315.79,0.0,1002.0,0.0,30.0,115.0,27.0,0.0
40186,2023-08-02 10:00:00,2024-07-17 00:00:00,3.1,321.35,0.0,1004.0,0.0,32.0,93.0,27.0,0.0
40187,2023-08-02 11:00:00,2024-07-17 00:00:00,3.1,326.3,0.0,1008.0,0.0,21.0,86.0,28.0,0.0
40188,2023-08-02 12:00:00,2024-07-17 00:00:00,3.1,332.37,0.0,1007.0,0.0,21.0,66.0,27.0,0.0
40189,2023-08-02 13:00:00,2024-07-17 00:00:00,3.1,334.56,0.0,1010.0,0.0,20.0,60.0,27.0,0.0
40190,2023-08-02 14:00:00,2024-07-17 00:00:00,3.1,343.43,0.0,1008.0,0.0,20.0,34.0,26.0,3.0
40191,2023-08-02 15:00:00,2024-07-17 00:00:00,3.1,348.49,0.0,948.0,0.0,20.0,18.0,27.0,10.0
40192,2023-08-02 16:00:00,2024-07-17 00:00:00,3.1,354.38,0.0,982.0,0.0,20.0,6.0,26.0,14.0
40193,2023-08-02 17:00:00,2024-07-17 00:00:00,3.1,354.92,0.0,1005.0,0.0,21.0,4.0,27.0,15.0
40194,2023-08-02 18:00:00,2024-07-17 00:00:00,3.1,356.34,0.0,1012.0,0.0,21.0,2.0,25.0,15.0
40195,2023-08-02 19:00:00,2024-07-17 00:00:00,3.1,356.53,0.0,1001.0,0.0,21.0,1.0,25.0,15.0
40196,2023-08-02 20:00:00,2024-07-17 00:00:00,3.1,354.78,0.0,995.0,0.0,21.0,5.0,26.0,15.0
40197,2023-08-02 21:00:00,2024-07-17 00:00:00,3.1,353.05,0.0,991.0,0.0,19.0,12.0,26.0,15.0
40198,2023-08-02 22:00:00,2024-07-17 00:00:00,3.1,342.13,0.0,906.0,0.0,19.0,39.0,26.0,15.0
40199,2023-08-02 23:00:00,2024-07-17 00:00:00,3.1,314.76,0.0,972.0,0.0,112.0,46.0,25.0,15.0
