UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-02-21 00:00:00,0.0,170.0,0.0,148.0,249.0,27.0,3.0
2023-02-21 01:00:00,0.0,213.0,0.0,148.0,257.0,28.0,3.0
2023-02-21 02:00:00,0.0,304.0,0.0,146.0,347.0,26.0,0.0
2023-02-21 03:00:00,0.0,300.0,0.0,147.0,374.0,27.0,0.0
2023-02-21 04:00:00,0.0,310.0,0.0,147.0,378.0,26.0,0.0
2023-02-21 05:00:00,0.0,309.0,0.0,150.0,339.0,26.0,0.0
2023-02-21 06:00:00,0.0,305.0,0.0,146.0,374.0,26.0,0.0
2023-02-21 07:00:00,0.0,310.0,0.0,149.0,369.0,26.0,0.0
2023-02-21 08:00:00,0.0,296.0,0.0,141.0,387.0,24.0,0.0
2023-02-21 09:00:00,0.0,317.0,0.0,97.0,377.0,26.0,0.0
2023-02-21 10:00:00,0.0,318.0,0.0,96.0,350.0,26.0,0.0
2023-02-21 11:00:00,0.0,273.0,0.0,98.0,334.0,26.0,0.0
2023-02-21 12:00:00,0.0,190.0,0.0,97.0,340.0,26.0,0.0
2023-02-21 13:00:00,0.0,186.0,0.0,98.0,220.0,27.0,0.0
2023-02-21 14:00:00,0.0,186.0,0.0,143.0,331.0,26.0,0.0
2023-02-21 15:00:00,0.0,201.0,0.0,151.0,322.0,25.0,0.0
2023-02-21 16:00:00,0.0,297.0,0.0,148.0,319.0,27.0,2.0
2023-02-21 17:00:00,0.0,260.0,0.0,143.0,319.0,26.0,8.0
2023-02-21 18:00:00,0.0,270.0,0.0,96.0,327.0,27.0,11.0
2023-02-21 19:00:00,0.0,217.0,0.0,97.0,337.0,26.0,7.0
2023-02-21 20:00:00,0.0,227.0,0.0,95.0,347.0,27.0,7.0
2023-02-21 21:00:00,0.0,223.0,0.0,99.0,331.0,28.0,8.0
2023-02-21 22:00:00,0.0,246.0,0.0,98.0,348.0,28.0,10.0
2023-02-21 23:00:00,0.0,305.0,0.0,95.0,370.0,27.0,13.0
