UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-10-27 00:00:00,0.0,755.0,0.0,29.0,14.0,28.0,0.0
2023-10-27 01:00:00,0.0,754.0,0.0,130.0,10.0,27.0,0.0
2023-10-27 02:00:00,0.0,757.0,0.0,130.0,11.0,27.0,0.0
2023-10-27 03:00:00,0.0,761.0,0.0,132.0,28.0,28.0,0.0
2023-10-27 04:00:00,0.0,764.0,0.0,122.0,56.0,27.0,0.0
2023-10-27 05:00:00,0.0,764.0,0.0,29.0,89.0,27.0,0.0
2023-10-27 06:00:00,0.0,768.0,0.0,28.0,119.0,28.0,0.0
2023-10-27 07:00:00,0.0,771.0,0.0,27.0,149.0,28.0,0.0
2023-10-27 08:00:00,0.0,771.0,0.0,28.0,213.0,28.0,0.0
2023-10-27 09:00:00,0.0,770.0,0.0,28.0,164.0,27.0,0.0
2023-10-27 10:00:00,0.0,769.0,0.0,27.0,126.0,29.0,0.0
2023-10-27 11:00:00,0.0,770.0,0.0,27.0,166.0,27.0,0.0
2023-10-27 12:00:00,0.0,771.0,0.0,28.0,168.0,28.0,0.0
2023-10-27 13:00:00,0.0,771.0,0.0,26.0,182.0,28.0,0.0
2023-10-27 14:00:00,0.0,774.0,0.0,127.0,182.0,26.0,0.0
2023-10-27 15:00:00,0.0,773.0,0.0,129.0,138.0,28.0,0.0
2023-10-27 16:00:00,0.0,773.0,0.0,129.0,76.0,29.0,0.0
2023-10-27 17:00:00,0.0,829.0,0.0,129.0,94.0,28.0,3.0
2023-10-27 18:00:00,0.0,845.0,0.0,130.0,107.0,28.0,11.0
2023-10-27 19:00:00,0.0,805.0,0.0,119.0,101.0,26.0,11.0
2023-10-27 20:00:00,0.0,813.0,0.0,26.0,110.0,29.0,9.0
2023-10-27 21:00:00,0.0,815.0,0.0,28.0,121.0,28.0,10.0
2023-10-27 22:00:00,0.0,770.0,0.0,28.0,123.0,27.0,8.0
2023-10-27 23:00:00,0.0,773.0,0.0,28.0,119.0,29.0,12.0
