UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-07-16 00:00:00,0.0,969.0,0.0,136.0,71.0,25.0,14.0
2023-07-16 01:00:00,0.0,971.0,0.0,133.0,70.0,25.0,13.0
2023-07-16 02:00:00,0.0,986.0,0.0,135.0,76.0,25.0,9.0
2023-07-16 03:00:00,0.0,1028.0,0.0,133.0,150.0,25.0,5.0
2023-07-16 04:00:00,0.0,1042.0,0.0,129.0,145.0,23.0,0.0
2023-07-16 05:00:00,0.0,1051.0,0.0,38.0,64.0,25.0,0.0
2023-07-16 06:00:00,0.0,1056.0,0.0,126.0,52.0,25.0,0.0
2023-07-16 07:00:00,0.0,1063.0,0.0,36.0,58.0,25.0,0.0
2023-07-16 08:00:00,0.0,977.0,0.0,25.0,87.0,25.0,0.0
2023-07-16 09:00:00,0.0,972.0,0.0,27.0,105.0,24.0,0.0
2023-07-16 10:00:00,0.0,974.0,0.0,25.0,96.0,25.0,0.0
2023-07-16 11:00:00,0.0,976.0,0.0,26.0,94.0,24.0,0.0
2023-07-16 12:00:00,0.0,978.0,0.0,24.0,96.0,25.0,0.0
2023-07-16 13:00:00,0.0,981.0,0.0,26.0,68.0,24.0,0.0
2023-07-16 14:00:00,0.0,973.0,0.0,24.0,44.0,24.0,4.0
2023-07-16 15:00:00,0.0,971.0,0.0,23.0,18.0,24.0,10.0
2023-07-16 16:00:00,0.0,969.0,0.0,26.0,14.0,25.0,14.0
2023-07-16 17:00:00,0.0,964.0,0.0,26.0,12.0,25.0,13.0
2023-07-16 18:00:00,0.0,953.0,0.0,25.0,3.0,26.0,13.0
2023-07-16 19:00:00,0.0,953.0,0.0,28.0,3.0,24.0,13.0
2023-07-16 20:00:00,0.0,945.0,0.0,26.0,9.0,25.0,15.0
2023-07-16 21:00:00,0.0,1025.0,0.0,25.0,17.0,25.0,15.0
2023-07-16 22:00:00,0.0,1028.0,0.0,27.0,20.0,25.0,15.0
2023-07-16 23:00:00,0.0,1027.0,0.0,131.0,40.0,24.0,15.0
