Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,other
35904,2023-02-05 00:00:00,2024-07-17 00:00:00,3.1,358.99,0.0,378.0,0.0,45.0,82.0,25.0,0.0
35905,2023-02-05 01:00:00,2024-07-17 00:00:00,3.1,350.77,0.0,378.0,0.0,47.0,93.0,26.0,0.0
35906,2023-02-05 02:00:00,2024-07-17 00:00:00,3.1,300.27,0.0,379.0,0.0,135.0,105.0,27.0,0.0
35907,2023-02-05 03:00:00,2024-07-17 00:00:00,3.1,325.31,0.0,376.0,0.0,65.0,123.0,25.0,0.0
35908,2023-02-05 04:00:00,2024-07-17 00:00:00,3.1,328.38,0.0,359.0,0.0,49.0,123.0,26.0,0.0
35909,2023-02-05 05:00:00,2024-07-17 00:00:00,3.1,344.06,0.0,357.0,0.0,48.0,95.0,25.0,0.0
35910,2023-02-05 06:00:00,2024-07-17 00:00:00,3.1,355.5,0.0,358.0,0.0,46.0,76.0,27.0,0.0
35911,2023-02-05 07:00:00,2024-07-17 00:00:00,3.1,336.58,0.0,359.0,0.0,137.0,13.0,26.0,0.0
35912,2023-02-05 08:00:00,2024-07-17 00:00:00,3.1,385.39,0.0,359.0,0.0,46.0,34.0,25.0,0.0
35913,2023-02-05 09:00:00,2024-07-17 00:00:00,3.1,308.43,0.0,359.0,0.0,139.0,68.0,26.0,0.0
35914,2023-02-05 10:00:00,2024-07-17 00:00:00,3.1,293.06,0.0,359.0,0.0,147.0,96.0,26.0,0.0
35915,2023-02-05 11:00:00,2024-07-17 00:00:00,3.1,317.3,0.0,359.0,0.0,137.0,52.0,25.0,0.0
35916,2023-02-05 12:00:00,2024-07-17 00:00:00,3.1,330.07,0.0,360.0,0.0,146.0,15.0,27.0,0.0
35917,2023-02-05 13:00:00,2024-07-17 00:00:00,3.1,327.29,0.0,360.0,0.0,141.0,28.0,25.0,0.0
35918,2023-02-05 14:00:00,2024-07-17 00:00:00,3.1,331.21,0.0,360.0,0.0,133.0,29.0,25.0,0.0
35919,2023-02-05 15:00:00,2024-07-17 00:00:00,3.1,382.59,0.0,360.0,0.0,47.0,36.0,26.0,0.0
35920,2023-02-05 16:00:00,2024-07-17 00:00:00,3.1,374.25,0.0,360.0,0.0,45.0,50.0,26.0,0.0
35921,2023-02-05 17:00:00,2024-07-17 00:00:00,3.1,348.38,0.0,360.0,0.0,47.0,90.0,25.0,0.0
35922,2023-02-05 18:00:00,2024-07-17 00:00:00,3.1,336.22,0.0,336.0,0.0,47.0,98.0,26.0,0.0
35923,2023-02-05 19:00:00,2024-07-17 00:00:00,3.1,332.57,0.0,375.0,0.0,48.0,126.0,26.0,1.0
35924,2023-02-05 20:00:00,2024-07-17 00:00:00,3.1,308.32,0.0,377.0,0.0,48.0,186.0,25.0,4.0
35925,2023-02-05 21:00:00,2024-07-17 00:00:00,3.1,262.82,0.0,358.0,0.0,47.0,307.0,25.0,7.0
35926,2023-02-05 22:00:00,2024-07-17 00:00:00,3.1,227.67,0.0,310.0,0.0,49.0,375.0,24.0,5.0
35927,2023-02-05 23:00:00,2024-07-17 00:00:00,3.1,230.87,0.0,321.0,0.0,49.0,371.0,25.0,3.0
