UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-06-25 00:00:00,0.0,611.0,0.0,40.0,30.0,27.0,13.0
2023-06-25 01:00:00,0.0,653.0,0.0,151.0,90.0,26.0,10.0
2023-06-25 02:00:00,0.0,675.0,0.0,152.0,128.0,26.0,11.0
2023-06-25 03:00:00,0.0,671.0,0.0,152.0,74.0,26.0,6.0
2023-06-25 04:00:00,0.0,671.0,0.0,147.0,54.0,27.0,0.0
2023-06-25 05:00:00,0.0,665.0,0.0,50.0,74.0,26.0,0.0
2023-06-25 06:00:00,0.0,633.0,0.0,45.0,85.0,26.0,0.0
2023-06-25 07:00:00,0.0,695.0,0.0,43.0,89.0,25.0,0.0
2023-06-25 08:00:00,0.0,695.0,0.0,43.0,67.0,26.0,0.0
2023-06-25 09:00:00,0.0,696.0,0.0,43.0,56.0,26.0,0.0
2023-06-25 10:00:00,0.0,698.0,0.0,40.0,41.0,26.0,0.0
2023-06-25 11:00:00,0.0,697.0,0.0,40.0,36.0,25.0,0.0
2023-06-25 12:00:00,0.0,699.0,0.0,42.0,24.0,27.0,0.0
2023-06-25 13:00:00,0.0,698.0,0.0,39.0,28.0,25.0,0.0
2023-06-25 14:00:00,0.0,693.0,0.0,39.0,26.0,26.0,5.0
2023-06-25 15:00:00,0.0,581.0,0.0,40.0,23.0,26.0,11.0
2023-06-25 16:00:00,0.0,551.0,0.0,38.0,16.0,25.0,15.0
2023-06-25 17:00:00,0.0,629.0,0.0,37.0,11.0,26.0,15.0
2023-06-25 18:00:00,0.0,679.0,0.0,39.0,11.0,26.0,15.0
2023-06-25 19:00:00,0.0,688.0,0.0,38.0,16.0,26.0,15.0
2023-06-25 20:00:00,0.0,682.0,0.0,39.0,23.0,25.0,14.0
2023-06-25 21:00:00,0.0,677.0,0.0,39.0,49.0,27.0,14.0
2023-06-25 22:00:00,0.0,676.0,0.0,36.0,70.0,26.0,13.0
2023-06-25 23:00:00,0.0,675.0,0.0,43.0,70.0,26.0,12.0
