UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-08-23 00:00:00,0.0,919.0,0.0,144.0,63.0,27.0,9.0
2023-08-23 01:00:00,0.0,921.0,0.0,151.0,91.0,26.0,8.0
2023-08-23 02:00:00,0.0,923.0,0.0,150.0,143.0,26.0,6.0
2023-08-23 03:00:00,0.0,956.0,0.0,149.0,211.0,27.0,0.0
2023-08-23 04:00:00,0.0,962.0,0.0,139.0,275.0,26.0,0.0
2023-08-23 05:00:00,0.0,965.0,0.0,43.0,264.0,27.0,0.0
2023-08-23 06:00:00,0.0,880.0,0.0,42.0,282.0,26.0,0.0
2023-08-23 07:00:00,0.0,784.0,0.0,43.0,320.0,27.0,0.0
2023-08-23 08:00:00,0.0,748.0,0.0,41.0,286.0,28.0,0.0
2023-08-23 09:00:00,0.0,749.0,0.0,37.0,241.0,27.0,0.0
2023-08-23 10:00:00,0.0,735.0,0.0,36.0,297.0,28.0,0.0
2023-08-23 11:00:00,0.0,694.0,0.0,32.0,385.0,27.0,0.0
2023-08-23 12:00:00,0.0,726.0,0.0,29.0,317.0,27.0,0.0
2023-08-23 13:00:00,0.0,765.0,0.0,28.0,291.0,26.0,0.0
2023-08-23 14:00:00,0.0,813.0,0.0,24.0,241.0,27.0,0.0
2023-08-23 15:00:00,0.0,814.0,0.0,22.0,268.0,26.0,5.0
2023-08-23 16:00:00,0.0,812.0,0.0,21.0,234.0,26.0,13.0
2023-08-23 17:00:00,0.0,805.0,0.0,19.0,206.0,25.0,15.0
2023-08-23 18:00:00,0.0,933.0,0.0,17.0,227.0,25.0,15.0
2023-08-23 19:00:00,0.0,962.0,0.0,14.0,177.0,25.0,15.0
2023-08-23 20:00:00,0.0,957.0,0.0,16.0,163.0,26.0,15.0
2023-08-23 21:00:00,0.0,954.0,0.0,14.0,127.0,25.0,14.0
2023-08-23 22:00:00,0.0,937.0,0.0,15.0,112.0,25.0,15.0
2023-08-23 23:00:00,0.0,853.0,0.0,88.0,62.0,26.0,15.0
