Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,other
38832,2023-06-07 00:00:00,2024-07-17 00:00:00,3.1,311.78,0.0,446.0,0.0,206.0,66.0,28.0,15.0
38833,2023-06-07 01:00:00,2024-07-17 00:00:00,3.1,307.54,0.0,444.0,0.0,208.0,77.0,26.0,15.0
38834,2023-06-07 02:00:00,2024-07-17 00:00:00,3.1,304.47,0.0,446.0,0.0,206.0,84.0,27.0,12.0
38835,2023-06-07 03:00:00,2024-07-17 00:00:00,3.1,301.61,0.0,447.0,0.0,205.0,84.0,28.0,6.0
38836,2023-06-07 04:00:00,2024-07-17 00:00:00,3.1,301.0,0.0,450.0,0.0,203.0,82.0,27.0,0.0
38837,2023-06-07 05:00:00,2024-07-17 00:00:00,3.1,297.13,0.0,450.0,0.0,208.0,86.0,29.0,0.0
38838,2023-06-07 06:00:00,2024-07-17 00:00:00,3.1,298.95,0.0,458.0,0.0,205.0,92.0,27.0,0.0
38839,2023-06-07 07:00:00,2024-07-17 00:00:00,3.1,306.87,0.0,457.0,0.0,188.0,86.0,27.0,0.0
38840,2023-06-07 08:00:00,2024-07-17 00:00:00,3.1,344.24,0.0,384.0,0.0,82.0,67.0,29.0,0.0
38841,2023-06-07 09:00:00,2024-07-17 00:00:00,3.1,350.53,0.0,326.0,0.0,70.0,44.0,27.0,0.0
38842,2023-06-07 10:00:00,2024-07-17 00:00:00,3.1,377.15,0.0,329.0,0.0,62.0,15.0,28.0,0.0
38843,2023-06-07 11:00:00,2024-07-17 00:00:00,3.1,391.12,0.0,329.0,0.0,55.0,6.0,27.0,0.0
38844,2023-06-07 12:00:00,2024-07-17 00:00:00,3.1,401.26,0.0,331.0,0.0,47.0,2.0,28.0,0.0
38845,2023-06-07 13:00:00,2024-07-17 00:00:00,3.1,402.19,0.0,331.0,0.0,46.0,2.0,28.0,0.0
38846,2023-06-07 14:00:00,2024-07-17 00:00:00,3.1,400.71,0.0,330.0,0.0,47.0,6.0,27.0,3.0
38847,2023-06-07 15:00:00,2024-07-17 00:00:00,3.1,397.34,0.0,330.0,0.0,52.0,7.0,28.0,7.0
38848,2023-06-07 16:00:00,2024-07-17 00:00:00,3.1,355.19,0.0,326.0,0.0,101.0,15.0,27.0,10.0
38849,2023-06-07 17:00:00,2024-07-17 00:00:00,3.1,354.92,0.0,325.0,0.0,99.0,16.0,28.0,10.0
38850,2023-06-07 18:00:00,2024-07-17 00:00:00,3.1,354.59,0.0,324.0,0.0,100.0,15.0,27.0,9.0
38851,2023-06-07 19:00:00,2024-07-17 00:00:00,3.1,382.87,0.0,413.0,0.0,101.0,6.0,28.0,14.0
38852,2023-06-07 20:00:00,2024-07-17 00:00:00,3.1,388.39,0.0,447.0,0.0,103.0,6.0,27.0,14.0
38853,2023-06-07 21:00:00,2024-07-17 00:00:00,3.1,384.42,0.0,446.0,0.0,111.0,4.0,28.0,15.0
38854,2023-06-07 22:00:00,2024-07-17 00:00:00,3.1,328.04,0.0,416.0,0.0,209.0,3.0,27.0,15.0
38855,2023-06-07 23:00:00,2024-07-17 00:00:00,3.1,328.06,0.0,426.0,0.0,214.0,2.0,27.0,14.0
