Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,other
40944,2023-09-03 00:00:00,2024-07-17 00:00:00,3.1,437.84,0.0,869.0,0.0,73.0,20.0,25.0,13.0
40945,2023-09-03 01:00:00,2024-07-17 00:00:00,3.1,417.94,0.0,870.0,0.0,125.0,16.0,26.0,11.0
40946,2023-09-03 02:00:00,2024-07-17 00:00:00,3.1,415.41,0.0,873.0,0.0,126.0,18.0,24.0,2.0
40947,2023-09-03 03:00:00,2024-07-17 00:00:00,3.1,422.93,0.0,916.0,0.0,115.0,15.0,24.0,0.0
40948,2023-09-03 04:00:00,2024-07-17 00:00:00,3.1,461.63,0.0,923.0,0.0,16.0,19.0,25.0,0.0
40949,2023-09-03 05:00:00,2024-07-17 00:00:00,3.1,439.22,0.0,924.0,0.0,16.0,75.0,25.0,0.0
40950,2023-09-03 06:00:00,2024-07-17 00:00:00,3.1,418.63,0.0,917.0,0.0,16.0,131.0,25.0,0.0
40951,2023-09-03 07:00:00,2024-07-17 00:00:00,3.1,371.98,0.0,921.0,0.0,13.0,291.0,25.0,0.0
40952,2023-09-03 08:00:00,2024-07-17 00:00:00,3.1,342.99,0.0,782.0,0.0,15.0,343.0,24.0,0.0
40953,2023-09-03 09:00:00,2024-07-17 00:00:00,3.1,341.42,0.0,744.0,0.0,15.0,329.0,25.0,0.0
40954,2023-09-03 10:00:00,2024-07-17 00:00:00,3.1,323.71,0.0,622.0,0.0,14.0,328.0,25.0,0.0
40955,2023-09-03 11:00:00,2024-07-17 00:00:00,3.1,326.69,0.0,621.0,0.0,15.0,317.0,24.0,0.0
40956,2023-09-03 12:00:00,2024-07-17 00:00:00,3.1,322.98,0.0,621.0,0.0,14.0,330.0,25.0,0.0
40957,2023-09-03 13:00:00,2024-07-17 00:00:00,3.1,310.91,0.0,621.0,0.0,13.0,376.0,25.0,0.0
40958,2023-09-03 14:00:00,2024-07-17 00:00:00,3.1,314.36,0.0,618.0,0.0,12.0,363.0,24.0,0.0
40959,2023-09-03 15:00:00,2024-07-17 00:00:00,3.1,317.29,0.0,618.0,0.0,13.0,351.0,24.0,0.0
40960,2023-09-03 16:00:00,2024-07-17 00:00:00,3.1,313.55,0.0,616.0,0.0,13.0,368.0,24.0,3.0
40961,2023-09-03 17:00:00,2024-07-17 00:00:00,3.1,322.17,0.0,613.0,0.0,14.0,336.0,24.0,5.0
40962,2023-09-03 18:00:00,2024-07-17 00:00:00,3.1,311.71,0.0,613.0,0.0,14.0,372.0,24.0,3.0
40963,2023-09-03 19:00:00,2024-07-17 00:00:00,3.1,300.75,0.0,611.0,0.0,12.0,424.0,23.0,7.0
40964,2023-09-03 20:00:00,2024-07-17 00:00:00,3.1,300.41,0.0,611.0,0.0,14.0,421.0,25.0,7.0
40965,2023-09-03 21:00:00,2024-07-17 00:00:00,3.1,297.54,0.0,608.0,0.0,14.0,431.0,25.0,7.0
40966,2023-09-03 22:00:00,2024-07-17 00:00:00,3.1,301.83,0.0,608.0,0.0,14.0,414.0,24.0,7.0
40967,2023-09-03 23:00:00,2024-07-17 00:00:00,3.1,297.96,0.0,609.0,0.0,16.0,423.0,25.0,4.0
