Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,other
38232,2023-05-13 00:00:00,2024-07-17 00:00:00,3.1,145.26,0.0,151.0,0.0,226.0,48.0,4.0,15.0
38233,2023-05-13 01:00:00,2024-07-17 00:00:00,3.1,151.54,0.0,170.0,0.0,224.0,59.0,4.0,15.0
38234,2023-05-13 02:00:00,2024-07-17 00:00:00,3.1,164.83,0.0,217.0,0.0,231.0,59.0,5.0,10.0
38235,2023-05-13 03:00:00,2024-07-17 00:00:00,3.1,176.22,0.0,253.0,0.0,223.0,58.0,4.0,3.0
38236,2023-05-13 04:00:00,2024-07-17 00:00:00,3.1,154.47,0.0,215.0,0.0,231.0,65.0,4.0,0.0
38237,2023-05-13 05:00:00,2024-07-17 00:00:00,3.1,144.68,0.0,192.0,0.0,226.0,69.0,4.0,0.0
38238,2023-05-13 06:00:00,2024-07-17 00:00:00,3.1,160.26,0.0,230.0,0.0,231.0,66.0,4.0,0.0
38239,2023-05-13 07:00:00,2024-07-17 00:00:00,3.1,152.4,0.0,201.0,0.0,230.0,53.0,4.0,0.0
38240,2023-05-13 08:00:00,2024-07-17 00:00:00,3.1,163.28,0.0,203.0,0.0,227.0,26.0,4.0,0.0
38241,2023-05-13 09:00:00,2024-07-17 00:00:00,3.1,163.62,0.0,199.0,0.0,231.0,16.0,4.0,0.0
38242,2023-05-13 10:00:00,2024-07-17 00:00:00,3.1,167.64,0.0,198.0,0.0,208.0,26.0,5.0,0.0
38243,2023-05-13 11:00:00,2024-07-17 00:00:00,3.1,203.4,0.0,199.0,0.0,120.0,39.0,4.0,0.0
38244,2023-05-13 12:00:00,2024-07-17 00:00:00,3.1,182.24,0.0,165.0,0.0,123.0,43.0,4.0,0.0
38245,2023-05-13 13:00:00,2024-07-17 00:00:00,3.1,172.74,0.0,148.0,0.0,120.0,45.0,4.0,0.0
38246,2023-05-13 14:00:00,2024-07-17 00:00:00,3.1,171.43,0.0,149.0,0.0,121.0,57.0,4.0,4.0
38247,2023-05-13 15:00:00,2024-07-17 00:00:00,3.1,162.15,0.0,149.0,0.0,123.0,92.0,4.0,11.0
38248,2023-05-13 16:00:00,2024-07-17 00:00:00,3.1,160.19,0.0,149.0,0.0,122.0,108.0,4.0,15.0
38249,2023-05-13 17:00:00,2024-07-17 00:00:00,3.1,185.33,0.0,150.0,0.0,122.0,55.0,4.0,15.0
38250,2023-05-13 18:00:00,2024-07-17 00:00:00,3.1,180.61,0.0,149.0,0.0,135.0,50.0,4.0,15.0
38251,2023-05-13 19:00:00,2024-07-17 00:00:00,3.1,171.6,0.0,152.0,0.0,134.0,73.0,4.0,15.0
38252,2023-05-13 20:00:00,2024-07-17 00:00:00,3.1,164.42,0.0,150.0,0.0,135.0,85.0,5.0,15.0
38253,2023-05-13 21:00:00,2024-07-17 00:00:00,3.1,148.26,0.0,151.0,0.0,133.0,132.0,4.0,15.0
38254,2023-05-13 22:00:00,2024-07-17 00:00:00,3.1,131.4,0.0,150.0,0.0,137.0,182.0,4.0,15.0
38255,2023-05-13 23:00:00,2024-07-17 00:00:00,3.1,115.33,0.0,150.0,0.0,134.0,253.0,4.0,15.0
