UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-05-02 00:00:00,0.0,443.0,0.0,120.0,240.0,27.0,4.0
2023-05-02 01:00:00,0.0,499.0,0.0,216.0,181.0,26.0,9.0
2023-05-02 02:00:00,0.0,506.0,0.0,219.0,167.0,28.0,5.0
2023-05-02 03:00:00,0.0,474.0,0.0,220.0,197.0,27.0,0.0
2023-05-02 04:00:00,0.0,417.0,0.0,209.0,192.0,27.0,0.0
2023-05-02 05:00:00,0.0,319.0,0.0,119.0,193.0,26.0,0.0
2023-05-02 06:00:00,0.0,382.0,0.0,118.0,232.0,27.0,0.0
2023-05-02 07:00:00,0.0,237.0,0.0,115.0,229.0,26.0,0.0
2023-05-02 08:00:00,0.0,273.0,0.0,110.0,137.0,27.0,0.0
2023-05-02 09:00:00,0.0,325.0,0.0,111.0,156.0,27.0,0.0
2023-05-02 10:00:00,0.0,271.0,0.0,111.0,149.0,26.0,0.0
2023-05-02 11:00:00,0.0,296.0,0.0,109.0,140.0,28.0,0.0
2023-05-02 12:00:00,0.0,465.0,0.0,110.0,109.0,28.0,0.0
2023-05-02 13:00:00,0.0,504.0,0.0,110.0,118.0,26.0,0.0
2023-05-02 14:00:00,0.0,505.0,0.0,116.0,215.0,26.0,2.0
2023-05-02 15:00:00,0.0,499.0,0.0,114.0,279.0,26.0,8.0
2023-05-02 16:00:00,0.0,495.0,0.0,144.0,297.0,23.0,10.0
2023-05-02 17:00:00,0.0,499.0,0.0,161.0,345.0,23.0,12.0
2023-05-02 18:00:00,0.0,377.0,0.0,138.0,296.0,22.0,10.0
2023-05-02 19:00:00,0.0,267.0,0.0,115.0,250.0,23.0,9.0
2023-05-02 20:00:00,0.0,407.0,0.0,111.0,160.0,23.0,15.0
2023-05-02 21:00:00,0.0,318.0,0.0,113.0,117.0,24.0,13.0
2023-05-02 22:00:00,0.0,299.0,0.0,148.0,73.0,23.0,10.0
2023-05-02 23:00:00,0.0,338.0,0.0,153.0,10.0,23.0,11.0
