Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,other
42768,2023-11-18 00:00:00,2024-07-17 00:00:00,3.1,321.15,0.0,835.0,0.0,98.0,1.0,28.0,0.0
42769,2023-11-18 01:00:00,2024-07-17 00:00:00,3.1,321.98,0.0,865.0,0.0,101.0,1.0,27.0,0.0
42770,2023-11-18 02:00:00,2024-07-17 00:00:00,3.1,326.35,0.0,942.0,0.0,98.0,1.0,27.0,0.0
42771,2023-11-18 03:00:00,2024-07-17 00:00:00,3.1,326.47,0.0,945.0,0.0,97.0,1.0,28.0,0.0
42772,2023-11-18 04:00:00,2024-07-17 00:00:00,3.1,326.9,0.0,948.0,0.0,96.0,2.0,27.0,0.0
42773,2023-11-18 05:00:00,2024-07-17 00:00:00,3.1,323.28,0.0,948.0,0.0,97.0,13.0,27.0,0.0
42774,2023-11-18 06:00:00,2024-07-17 00:00:00,3.1,322.48,0.0,950.0,0.0,96.0,18.0,26.0,0.0
42775,2023-11-18 07:00:00,2024-07-17 00:00:00,3.1,322.18,0.0,950.0,0.0,95.0,19.0,27.0,0.0
42776,2023-11-18 08:00:00,2024-07-17 00:00:00,3.1,324.09,0.0,946.0,0.0,98.0,10.0,26.0,0.0
42777,2023-11-18 09:00:00,2024-07-17 00:00:00,3.1,318.79,0.0,828.0,0.0,93.0,13.0,27.0,0.0
42778,2023-11-18 10:00:00,2024-07-17 00:00:00,3.1,316.82,0.0,834.0,0.0,97.0,16.0,27.0,0.0
42779,2023-11-18 11:00:00,2024-07-17 00:00:00,3.1,312.9,0.0,833.0,0.0,96.0,28.0,28.0,0.0
42780,2023-11-18 12:00:00,2024-07-17 00:00:00,3.1,313.28,0.0,834.0,0.0,96.0,28.0,27.0,0.0
42781,2023-11-18 13:00:00,2024-07-17 00:00:00,3.1,315.14,0.0,833.0,0.0,96.0,23.0,26.0,0.0
42782,2023-11-18 14:00:00,2024-07-17 00:00:00,3.1,311.01,0.0,833.0,0.0,95.0,37.0,26.0,0.0
42783,2023-11-18 15:00:00,2024-07-17 00:00:00,3.1,305.46,0.0,833.0,0.0,96.0,54.0,26.0,0.0
42784,2023-11-18 16:00:00,2024-07-17 00:00:00,3.1,307.04,0.0,834.0,0.0,87.0,59.0,25.0,0.0
42785,2023-11-18 17:00:00,2024-07-17 00:00:00,3.1,318.9,0.0,830.0,0.0,79.0,28.0,26.0,0.0
42786,2023-11-18 18:00:00,2024-07-17 00:00:00,3.1,314.58,0.0,823.0,0.0,70.0,49.0,26.0,0.0
42787,2023-11-18 19:00:00,2024-07-17 00:00:00,3.1,321.2,0.0,819.0,0.0,62.0,39.0,25.0,2.0
42788,2023-11-18 20:00:00,2024-07-17 00:00:00,3.1,317.4,0.0,812.0,0.0,57.0,54.0,26.0,3.0
42789,2023-11-18 21:00:00,2024-07-17 00:00:00,3.1,312.09,0.0,811.0,0.0,49.0,78.0,26.0,3.0
42790,2023-11-18 22:00:00,2024-07-17 00:00:00,3.1,308.27,0.0,861.0,0.0,49.0,100.0,26.0,3.0
42791,2023-11-18 23:00:00,2024-07-17 00:00:00,3.1,307.07,0.0,860.0,0.0,51.0,101.0,26.0,2.0
