Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,other
37104,2023-03-27 00:00:00,2024-07-17 00:00:00,3.1,425.38,0.0,742.0,0.0,50.0,54.0,25.0,11.0
37105,2023-03-27 01:00:00,2024-07-17 00:00:00,3.1,411.99,0.0,830.0,0.0,53.0,97.0,25.0,5.0
37106,2023-03-27 02:00:00,2024-07-17 00:00:00,3.1,410.0,0.0,979.0,0.0,51.0,136.0,24.0,2.0
37107,2023-03-27 03:00:00,2024-07-17 00:00:00,3.1,411.63,0.0,988.0,0.0,50.0,131.0,25.0,0.0
37108,2023-03-27 04:00:00,2024-07-17 00:00:00,3.1,406.69,0.0,1004.0,0.0,50.0,151.0,25.0,0.0
37109,2023-03-27 05:00:00,2024-07-17 00:00:00,3.1,416.95,0.0,998.0,0.0,50.0,117.0,24.0,0.0
37110,2023-03-27 06:00:00,2024-07-17 00:00:00,3.1,382.96,0.0,926.0,0.0,141.0,116.0,25.0,0.0
37111,2023-03-27 07:00:00,2024-07-17 00:00:00,3.1,425.1,0.0,979.0,0.0,56.0,83.0,23.0,0.0
37112,2023-03-27 08:00:00,2024-07-17 00:00:00,3.1,437.4,0.0,991.0,0.0,50.0,53.0,25.0,0.0
37113,2023-03-27 09:00:00,2024-07-17 00:00:00,3.1,444.86,0.0,989.0,0.0,48.0,34.0,25.0,0.0
37114,2023-03-27 10:00:00,2024-07-17 00:00:00,3.1,450.74,0.0,987.0,0.0,48.0,19.0,24.0,0.0
37115,2023-03-27 11:00:00,2024-07-17 00:00:00,3.1,453.2,0.0,994.0,0.0,49.0,11.0,25.0,0.0
37116,2023-03-27 12:00:00,2024-07-17 00:00:00,3.1,455.94,0.0,1009.0,0.0,50.0,4.0,25.0,0.0
37117,2023-03-27 13:00:00,2024-07-17 00:00:00,3.1,418.25,0.0,1012.0,0.0,147.0,12.0,25.0,0.0
37118,2023-03-27 14:00:00,2024-07-17 00:00:00,3.1,414.35,0.0,1010.0,0.0,149.0,21.0,26.0,0.0
37119,2023-03-27 15:00:00,2024-07-17 00:00:00,3.1,414.7,0.0,1009.0,0.0,150.0,22.0,25.0,3.0
37120,2023-03-27 16:00:00,2024-07-17 00:00:00,3.1,417.2,0.0,1009.0,0.0,137.0,30.0,27.0,9.0
37121,2023-03-27 17:00:00,2024-07-17 00:00:00,3.1,446.19,0.0,1007.0,0.0,50.0,38.0,26.0,14.0
37122,2023-03-27 18:00:00,2024-07-17 00:00:00,3.1,443.2,0.0,1002.0,0.0,49.0,47.0,26.0,14.0
37123,2023-03-27 19:00:00,2024-07-17 00:00:00,3.1,446.35,0.0,1001.0,0.0,48.0,39.0,26.0,14.0
37124,2023-03-27 20:00:00,2024-07-17 00:00:00,3.1,439.52,0.0,982.0,0.0,50.0,52.0,26.0,11.0
37125,2023-03-27 21:00:00,2024-07-17 00:00:00,3.1,440.45,0.0,979.0,0.0,49.0,47.0,27.0,8.0
37126,2023-03-27 22:00:00,2024-07-17 00:00:00,3.1,440.26,0.0,953.0,0.0,49.0,46.0,26.0,9.0
37127,2023-03-27 23:00:00,2024-07-17 00:00:00,3.1,433.47,0.0,941.0,0.0,48.0,60.0,28.0,6.0
