Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,other
36912,2023-03-19 00:00:00,2024-07-17 00:00:00,3.1,330.3,0.0,623.0,0.0,35.0,27.0,24.0,15.0
36913,2023-03-19 01:00:00,2024-07-17 00:00:00,3.1,328.31,0.0,624.0,0.0,37.0,23.0,26.0,9.0
36914,2023-03-19 02:00:00,2024-07-17 00:00:00,3.1,331.29,0.0,623.0,0.0,37.0,13.0,25.0,3.0
36915,2023-03-19 03:00:00,2024-07-17 00:00:00,3.1,330.77,0.0,624.0,0.0,37.0,12.0,25.0,0.0
36916,2023-03-19 04:00:00,2024-07-17 00:00:00,3.1,332.73,0.0,625.0,0.0,36.0,8.0,26.0,0.0
36917,2023-03-19 05:00:00,2024-07-17 00:00:00,3.1,331.89,0.0,627.0,0.0,36.0,12.0,24.0,0.0
36918,2023-03-19 06:00:00,2024-07-17 00:00:00,3.1,331.89,0.0,627.0,0.0,37.0,9.0,26.0,0.0
36919,2023-03-19 07:00:00,2024-07-17 00:00:00,3.1,330.53,0.0,628.0,0.0,37.0,13.0,25.0,0.0
36920,2023-03-19 08:00:00,2024-07-17 00:00:00,3.1,328.79,0.0,718.0,0.0,36.0,29.0,25.0,0.0
36921,2023-03-19 09:00:00,2024-07-17 00:00:00,3.1,322.32,0.0,730.0,0.0,36.0,47.0,25.0,0.0
36922,2023-03-19 10:00:00,2024-07-17 00:00:00,3.1,328.24,0.0,731.0,0.0,36.0,31.0,26.0,0.0
36923,2023-03-19 11:00:00,2024-07-17 00:00:00,3.1,319.33,0.0,731.0,0.0,38.0,53.0,25.0,0.0
36924,2023-03-19 12:00:00,2024-07-17 00:00:00,3.1,312.03,0.0,732.0,0.0,35.0,76.0,25.0,0.0
36925,2023-03-19 13:00:00,2024-07-17 00:00:00,3.1,305.85,0.0,820.0,0.0,37.0,110.0,25.0,0.0
36926,2023-03-19 14:00:00,2024-07-17 00:00:00,3.1,304.92,0.0,834.0,0.0,36.0,118.0,24.0,0.0
36927,2023-03-19 15:00:00,2024-07-17 00:00:00,3.1,289.99,0.0,888.0,0.0,37.0,183.0,25.0,0.0
36928,2023-03-19 16:00:00,2024-07-17 00:00:00,3.1,276.33,0.0,905.0,0.0,85.0,202.0,23.0,3.0
36929,2023-03-19 17:00:00,2024-07-17 00:00:00,3.1,271.09,0.0,909.0,0.0,87.0,223.0,25.0,3.0
36930,2023-03-19 18:00:00,2024-07-17 00:00:00,3.1,289.71,0.0,895.0,0.0,36.0,191.0,24.0,3.0
36931,2023-03-19 19:00:00,2024-07-17 00:00:00,3.1,288.99,0.0,892.0,0.0,37.0,193.0,25.0,5.0
36932,2023-03-19 20:00:00,2024-07-17 00:00:00,3.1,291.67,0.0,891.0,0.0,38.0,186.0,25.0,10.0
36933,2023-03-19 21:00:00,2024-07-17 00:00:00,3.1,295.83,0.0,888.0,0.0,37.0,172.0,24.0,11.0
36934,2023-03-19 22:00:00,2024-07-17 00:00:00,3.1,287.7,0.0,888.0,0.0,37.0,202.0,25.0,10.0
36935,2023-03-19 23:00:00,2024-07-17 00:00:00,3.1,286.05,0.0,889.0,0.0,37.0,209.0,25.0,10.0
