UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-12-04 00:00:00,0.0,635.0,0.0,107.0,382.0,25.0,1.0
2023-12-04 01:00:00,0.0,633.0,0.0,108.0,336.0,26.0,0.0
2023-12-04 02:00:00,0.0,635.0,0.0,201.0,343.0,27.0,0.0
2023-12-04 03:00:00,0.0,637.0,0.0,205.0,331.0,26.0,0.0
2023-12-04 04:00:00,0.0,637.0,0.0,204.0,330.0,25.0,0.0
2023-12-04 05:00:00,0.0,638.0,0.0,197.0,362.0,25.0,0.0
2023-12-04 06:00:00,0.0,635.0,0.0,108.0,356.0,25.0,0.0
2023-12-04 07:00:00,0.0,638.0,0.0,109.0,241.0,26.0,0.0
2023-12-04 08:00:00,0.0,639.0,0.0,111.0,172.0,26.0,0.0
2023-12-04 09:00:00,0.0,641.0,0.0,101.0,152.0,26.0,0.0
2023-12-04 10:00:00,0.0,639.0,0.0,93.0,147.0,26.0,0.0
2023-12-04 11:00:00,0.0,642.0,0.0,87.0,129.0,25.0,0.0
2023-12-04 12:00:00,0.0,647.0,0.0,75.0,245.0,26.0,0.0
2023-12-04 13:00:00,0.0,758.0,0.0,68.0,361.0,25.0,0.0
2023-12-04 14:00:00,0.0,933.0,0.0,70.0,288.0,26.0,0.0
2023-12-04 15:00:00,0.0,945.0,0.0,163.0,150.0,28.0,0.0
2023-12-04 16:00:00,0.0,942.0,0.0,165.0,137.0,28.0,0.0
2023-12-04 17:00:00,0.0,944.0,0.0,164.0,124.0,26.0,0.0
2023-12-04 18:00:00,0.0,944.0,0.0,164.0,117.0,27.0,0.0
2023-12-04 19:00:00,0.0,946.0,0.0,139.0,130.0,27.0,1.0
2023-12-04 20:00:00,0.0,942.0,0.0,144.0,132.0,26.0,3.0
2023-12-04 21:00:00,0.0,936.0,0.0,208.0,134.0,26.0,3.0
2023-12-04 22:00:00,0.0,928.0,0.0,200.0,129.0,28.0,1.0
2023-12-04 23:00:00,0.0,924.0,0.0,216.0,124.0,28.0,0.0
