UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-03-15 00:00:00,0.0,853.0,0.0,33.0,13.0,27.0,11.0
2023-03-15 01:00:00,0.0,858.0,0.0,76.0,22.0,26.0,5.0
2023-03-15 02:00:00,0.0,877.0,0.0,75.0,17.0,27.0,0.0
2023-03-15 03:00:00,0.0,877.0,0.0,75.0,3.0,25.0,0.0
2023-03-15 04:00:00,0.0,879.0,0.0,77.0,14.0,26.0,0.0
2023-03-15 05:00:00,0.0,879.0,0.0,75.0,29.0,26.0,0.0
2023-03-15 06:00:00,0.0,882.0,0.0,75.0,27.0,26.0,0.0
2023-03-15 07:00:00,0.0,879.0,0.0,83.0,27.0,26.0,0.0
2023-03-15 08:00:00,0.0,783.0,0.0,32.0,111.0,26.0,0.0
2023-03-15 09:00:00,0.0,730.0,0.0,35.0,162.0,26.0,0.0
2023-03-15 10:00:00,0.0,732.0,0.0,35.0,213.0,26.0,0.0
2023-03-15 11:00:00,0.0,731.0,0.0,35.0,246.0,25.0,0.0
2023-03-15 12:00:00,0.0,733.0,0.0,39.0,306.0,25.0,0.0
2023-03-15 13:00:00,0.0,733.0,0.0,39.0,319.0,25.0,0.0
2023-03-15 14:00:00,0.0,732.0,0.0,91.0,283.0,25.0,0.0
2023-03-15 15:00:00,0.0,732.0,0.0,90.0,301.0,25.0,0.0
2023-03-15 16:00:00,0.0,732.0,0.0,91.0,308.0,25.0,7.0
2023-03-15 17:00:00,0.0,732.0,0.0,88.0,340.0,25.0,14.0
2023-03-15 18:00:00,0.0,788.0,0.0,39.0,342.0,25.0,13.0
2023-03-15 19:00:00,0.0,648.0,0.0,40.0,326.0,25.0,13.0
2023-03-15 20:00:00,0.0,726.0,0.0,39.0,313.0,25.0,13.0
2023-03-15 21:00:00,0.0,618.0,0.0,40.0,270.0,22.0,13.0
2023-03-15 22:00:00,0.0,674.0,0.0,41.0,249.0,17.0,13.0
2023-03-15 23:00:00,0.0,680.0,0.0,39.0,283.0,20.0,15.0
