Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
40248,2023-08-05 00:00:00,2024-07-17 00:00:00,3.1,735.97,2368.0,484.0,0.0,72.0,38.0,67.0
40249,2023-08-05 01:00:00,2024-07-17 00:00:00,3.1,749.06,2354.0,425.0,0.0,74.0,0.0,66.0
40250,2023-08-05 02:00:00,2024-07-17 00:00:00,3.1,746.56,2258.0,428.0,0.0,73.0,0.0,70.0
40251,2023-08-05 03:00:00,2024-07-17 00:00:00,3.1,743.68,2074.0,405.0,0.0,73.0,0.0,69.0
40252,2023-08-05 04:00:00,2024-07-17 00:00:00,3.1,748.21,1833.0,393.0,0.0,37.0,0.0,69.0
40253,2023-08-05 05:00:00,2024-07-17 00:00:00,3.1,755.18,1694.0,394.0,0.0,2.0,0.0,70.0
40254,2023-08-05 06:00:00,2024-07-17 00:00:00,3.1,748.33,1492.0,396.0,0.0,2.0,0.0,66.0
40255,2023-08-05 07:00:00,2024-07-17 00:00:00,3.1,743.09,1390.0,405.0,0.0,2.0,0.0,69.0
40256,2023-08-05 08:00:00,2024-07-17 00:00:00,3.1,735.15,1286.0,432.0,0.0,1.0,0.0,71.0
40257,2023-08-05 09:00:00,2024-07-17 00:00:00,3.1,734.63,1220.0,410.0,0.0,2.0,0.0,70.0
40258,2023-08-05 10:00:00,2024-07-17 00:00:00,3.1,735.81,1220.0,402.0,0.0,2.0,0.0,69.0
40259,2023-08-05 11:00:00,2024-07-17 00:00:00,3.1,733.7,1223.0,418.0,0.0,2.0,0.0,67.0
40260,2023-08-05 12:00:00,2024-07-17 00:00:00,3.1,716.31,1267.0,457.0,0.0,2.0,38.0,65.0
40261,2023-08-05 13:00:00,2024-07-17 00:00:00,3.1,686.99,1293.0,418.0,0.0,1.0,140.0,69.0
40262,2023-08-05 14:00:00,2024-07-17 00:00:00,3.1,676.22,1459.0,464.0,0.0,2.0,196.0,70.0
40263,2023-08-05 15:00:00,2024-07-17 00:00:00,3.1,692.19,1726.0,479.0,0.0,2.0,190.0,70.0
40264,2023-08-05 16:00:00,2024-07-17 00:00:00,3.1,702.46,1902.0,454.0,0.0,2.0,191.0,69.0
40265,2023-08-05 17:00:00,2024-07-17 00:00:00,3.1,692.34,1922.0,572.0,0.0,2.0,199.0,69.0
40266,2023-08-05 18:00:00,2024-07-17 00:00:00,3.1,689.47,2007.0,591.0,0.0,21.0,203.0,68.0
40267,2023-08-05 19:00:00,2024-07-17 00:00:00,3.1,682.32,2128.0,644.0,0.0,71.0,194.0,71.0
40268,2023-08-05 20:00:00,2024-07-17 00:00:00,3.1,683.62,2189.0,679.0,0.0,74.0,187.0,72.0
40269,2023-08-05 21:00:00,2024-07-17 00:00:00,3.1,681.96,2200.0,708.0,0.0,72.0,191.0,69.0
40270,2023-08-05 22:00:00,2024-07-17 00:00:00,3.1,686.95,2282.0,691.0,0.0,72.0,188.0,69.0
40271,2023-08-05 23:00:00,2024-07-17 00:00:00,3.1,699.17,2268.0,659.0,0.0,72.0,134.0,69.0
