,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
0,2023-09-09 00:00:00,2023-09-11 16:15:59,3.0,340.92,11704.0,48720.0,4931.0,205.0,6830.0,6872.0,431.0
1,2023-09-09 01:00:00,2023-09-11 16:15:59,3.0,356.05,11639.0,48522.0,4930.0,229.0,1237.0,9132.0,687.0
2,2023-09-09 02:00:00,2023-09-11 16:15:59,3.0,344.16,11378.0,45197.0,4933.0,222.0,1.0,12305.0,478.0
3,2023-09-09 03:00:00,2023-09-11 16:15:59,3.0,324.44,11128.0,40234.0,4936.0,32.0,1.0,15725.0,136.0
4,2023-09-09 04:00:00,2023-09-11 16:15:59,3.0,308.46,10221.0,35582.0,4936.0,4.0,0.0,17282.0,186.0
5,2023-09-09 05:00:00,2023-09-11 16:15:59,3.0,295.59,9542.0,30922.0,4935.0,4.0,0.0,17986.0,158.0
6,2023-09-09 06:00:00,2023-09-11 16:15:59,3.0,288.72,8464.0,29437.0,4938.0,4.0,0.0,17241.0,81.0
7,2023-09-09 07:00:00,2023-09-11 16:15:59,3.0,292.84,7821.0,28718.0,4940.0,5.0,0.0,15210.0,115.0
8,2023-09-09 08:00:00,2023-09-11 16:15:59,3.0,307.22,7821.0,28984.0,4942.0,6.0,0.0,12554.0,61.0
9,2023-09-09 09:00:00,2023-09-11 16:15:59,3.0,311.05,7417.0,28629.0,4944.0,23.0,0.0,11218.0,63.0
10,2023-09-09 10:00:00,2023-09-11 16:15:59,3.0,318.23,7318.0,28832.0,4947.0,5.0,0.0,9941.0,54.0
11,2023-09-09 11:00:00,2023-09-11 16:15:59,3.0,322.77,7288.0,28914.0,4949.0,5.0,0.0,9194.0,58.0
12,2023-09-09 12:00:00,2023-09-11 16:15:59,3.0,338.22,7754.0,29569.0,4948.0,5.0,0.0,7559.0,92.0
13,2023-09-09 13:00:00,2023-09-11 16:15:59,3.0,344.42,7709.0,30060.0,4950.0,5.0,295.0,6364.0,118.0
14,2023-09-09 14:00:00,2023-09-11 16:15:59,3.0,322.95,7476.0,29261.0,4950.0,5.0,4948.0,4521.0,57.0
15,2023-09-09 15:00:00,2023-09-11 16:15:59,3.0,298.55,7214.0,29171.0,4950.0,5.0,10343.0,2950.0,126.0
16,2023-09-09 16:00:00,2023-09-11 16:15:59,3.0,306.92,9096.0,30128.0,4949.0,23.0,12374.0,2354.0,92.0
17,2023-09-09 17:00:00,2023-09-11 16:15:59,3.0,318.97,10556.0,32410.0,4950.0,24.0,12895.0,1999.0,108.0
18,2023-09-09 18:00:00,2023-09-11 16:15:59,3.0,319.63,10814.0,35299.0,4950.0,25.0,13091.0,2511.0,144.0
19,2023-09-09 19:00:00,2023-09-11 16:15:59,3.0,321.84,10946.0,38463.0,4948.0,57.0,13137.0,2629.0,145.0
20,2023-09-09 20:00:00,2023-09-11 16:15:59,3.0,323.07,10996.0,41053.0,4947.0,136.0,12941.0,2941.0,167.0
21,2023-09-09 21:00:00,2023-09-11 16:15:59,3.0,325.74,11180.0,43159.0,4947.0,146.0,12619.0,3237.0,234.0
22,2023-09-09 22:00:00,2023-09-11 16:15:59,3.0,330.51,11449.0,44618.0,4948.0,146.0,11112.0,4205.0,272.0
23,2023-09-09 23:00:00,2023-09-11 16:15:59,3.0,329.05,11482.0,44504.0,4948.0,146.0,9565.0,6042.0,166.0
