Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
35472,2023-01-18 00:00:00,2024-07-17 00:00:00,3.1,296.09,6103.0,22797.0,5084.0,8.0,588.0,9817.0,259.0
35473,2023-01-18 01:00:00,2024-07-17 00:00:00,3.1,301.11,6470.0,23308.0,5084.0,9.0,2.0,10303.0,226.0
35474,2023-01-18 02:00:00,2024-07-17 00:00:00,3.1,290.86,6251.0,22171.0,5083.0,8.0,0.0,11199.0,179.0
35475,2023-01-18 03:00:00,2024-07-17 00:00:00,3.1,270.85,5783.0,20567.0,5082.0,7.0,0.0,13036.0,135.0
35476,2023-01-18 04:00:00,2024-07-17 00:00:00,3.1,261.55,5781.0,18299.0,5082.0,7.0,0.0,13880.0,304.0
35477,2023-01-18 05:00:00,2024-07-17 00:00:00,3.1,234.72,5684.0,13943.0,5082.0,7.0,0.0,15969.0,208.0
35478,2023-01-18 06:00:00,2024-07-17 00:00:00,3.1,219.31,5401.0,11392.0,5082.0,7.0,0.0,16385.0,204.0
35479,2023-01-18 07:00:00,2024-07-17 00:00:00,3.1,210.42,5361.0,9763.0,5083.0,7.0,0.0,16538.0,128.0
35480,2023-01-18 08:00:00,2024-07-17 00:00:00,3.1,186.24,4725.0,8309.0,5083.0,7.0,0.0,17842.0,85.0
35481,2023-01-18 09:00:00,2024-07-17 00:00:00,3.1,151.26,3872.0,6503.0,5084.0,6.0,0.0,20319.0,151.0
35482,2023-01-18 10:00:00,2024-07-17 00:00:00,3.1,143.46,3594.0,6302.0,5084.0,7.0,0.0,20724.0,139.0
35483,2023-01-18 11:00:00,2024-07-17 00:00:00,3.1,147.08,3612.0,6835.0,5084.0,6.0,0.0,20737.0,143.0
35484,2023-01-18 12:00:00,2024-07-17 00:00:00,3.1,165.47,4024.0,8423.0,5084.0,6.0,0.0,20119.0,137.0
35485,2023-01-18 13:00:00,2024-07-17 00:00:00,3.1,175.69,4279.0,10080.0,5084.0,7.0,0.0,20758.0,207.0
35486,2023-01-18 14:00:00,2024-07-17 00:00:00,3.1,190.47,4930.0,11062.0,5084.0,72.0,28.0,20525.0,268.0
35487,2023-01-18 15:00:00,2024-07-17 00:00:00,3.1,182.38,4994.0,10310.0,5084.0,71.0,1691.0,20017.0,204.0
35488,2023-01-18 16:00:00,2024-07-17 00:00:00,3.1,173.61,4944.0,9758.0,5085.0,20.0,3707.0,19361.0,188.0
35489,2023-01-18 17:00:00,2024-07-17 00:00:00,3.1,168.77,4826.0,9597.0,5085.0,7.0,3825.0,20018.0,243.0
35490,2023-01-18 18:00:00,2024-07-17 00:00:00,3.1,167.07,4766.0,9638.0,5088.0,7.0,4003.0,20054.0,217.0
35491,2023-01-18 19:00:00,2024-07-17 00:00:00,3.1,167.62,4857.0,9675.0,5091.0,0.0,4207.0,19977.0,176.0
35492,2023-01-18 20:00:00,2024-07-17 00:00:00,3.1,161.71,4822.0,9250.0,5086.0,2.0,4260.0,20805.0,156.0
35493,2023-01-18 21:00:00,2024-07-17 00:00:00,3.1,153.29,4483.0,8631.0,5084.0,0.0,4100.0,21392.0,229.0
35494,2023-01-18 22:00:00,2024-07-17 00:00:00,3.1,152.18,4209.0,9152.0,5083.0,45.0,4183.0,21109.0,183.0
35495,2023-01-18 23:00:00,2024-07-17 00:00:00,3.1,162.44,4262.0,10243.0,5084.0,54.0,3497.0,20766.0,250.0
