,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
0,2023-08-20 00:00:00,2023-08-21 21:40:21,3.0,291.81,11270.0,41676.0,4915.0,169.0,9577.0,14829.0,248.0
1,2023-08-20 01:00:00,2023-08-21 21:40:21,3.0,321.23,11649.0,44323.0,4916.0,187.0,3319.0,14687.0,594.0
2,2023-08-20 02:00:00,2023-08-21 21:40:21,3.0,342.75,11917.0,45252.0,4917.0,158.0,68.0,13356.0,582.0
3,2023-08-20 03:00:00,2023-08-21 21:40:21,3.0,334.26,11595.0,42340.0,4919.0,71.0,0.0,14416.0,154.0
4,2023-08-20 04:00:00,2023-08-21 21:40:21,3.0,319.96,11123.0,37746.0,4921.0,4.0,0.0,16363.0,110.0
5,2023-08-20 05:00:00,2023-08-21 21:40:21,3.0,308.87,10853.0,33155.0,4924.0,3.0,0.0,17552.0,77.0
6,2023-08-20 06:00:00,2023-08-21 21:40:21,3.0,296.74,9638.0,30549.0,4924.0,3.0,0.0,17736.0,79.0
7,2023-08-20 07:00:00,2023-08-21 21:40:21,3.0,284.93,7896.0,29569.0,4925.0,4.0,0.0,17134.0,69.0
8,2023-08-20 08:00:00,2023-08-21 21:40:21,3.0,283.98,7017.0,29170.0,4927.0,4.0,0.0,15743.0,74.0
9,2023-08-20 09:00:00,2023-08-21 21:40:21,3.0,291.79,6908.0,28980.0,4929.0,4.0,0.0,13991.0,74.0
10,2023-08-20 10:00:00,2023-08-21 21:40:21,3.0,302.87,6898.0,29299.0,4930.0,4.0,0.0,12030.0,66.0
11,2023-08-20 11:00:00,2023-08-21 21:40:21,3.0,321.78,7555.0,29928.0,4932.0,4.0,0.0,9896.0,74.0
12,2023-08-20 12:00:00,2023-08-21 21:40:21,3.0,343.25,8429.0,30413.0,4933.0,4.0,1.0,7710.0,66.0
13,2023-08-20 13:00:00,2023-08-21 21:40:21,3.0,348.93,8571.0,30549.0,4934.0,4.0,882.0,6171.0,75.0
14,2023-08-20 14:00:00,2023-08-21 21:40:21,3.0,325.16,8315.0,30348.0,4935.0,4.0,6641.0,3796.0,92.0
15,2023-08-20 15:00:00,2023-08-21 21:40:21,3.0,315.91,9285.0,31352.0,4935.0,4.0,11286.0,2252.0,69.0
16,2023-08-20 16:00:00,2023-08-21 21:40:21,3.0,316.77,10568.0,33628.0,4938.0,4.0,12831.0,2746.0,99.0
17,2023-08-20 17:00:00,2023-08-21 21:40:21,3.0,313.9,10971.0,36926.0,4944.0,3.0,13192.0,4071.0,24.0
18,2023-08-20 18:00:00,2023-08-21 21:40:21,3.0,301.99,11073.0,38346.0,4944.0,4.0,12996.0,7613.0,141.0
19,2023-08-20 19:00:00,2023-08-21 21:40:21,3.0,302.3,11213.0,41247.0,4944.0,25.0,12848.0,8536.0,153.0
20,2023-08-20 20:00:00,2023-08-21 21:40:21,3.0,303.52,11616.0,43077.0,4939.0,130.0,12523.0,9476.0,182.0
21,2023-08-20 21:00:00,2023-08-21 21:40:21,3.0,300.48,11636.0,43890.0,4936.0,139.0,12392.0,10665.0,199.0
22,2023-08-20 22:00:00,2023-08-21 21:40:21,3.0,297.61,11512.0,43874.0,4929.0,146.0,12037.0,11623.0,189.0
23,2023-08-20 23:00:00,2023-08-21 21:40:21,3.0,296.59,11565.0,43407.0,4925.0,185.0,11098.0,12808.0,217.0
