Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
40896,2023-09-01 00:00:00,2024-07-17 00:00:00,3.1,334.84,10040.0,46517.0,4946.0,209.0,7967.0,4740.0,319.0
40897,2023-09-01 01:00:00,2024-07-17 00:00:00,3.1,359.66,10386.0,46658.0,4947.0,225.0,2053.0,6262.0,976.0
40898,2023-09-01 02:00:00,2024-07-17 00:00:00,3.1,354.59,10128.0,44961.0,4947.0,196.0,12.0,8777.0,640.0
40899,2023-09-01 03:00:00,2024-07-17 00:00:00,3.1,336.73,9509.0,40947.0,4948.0,41.0,0.0,11214.0,290.0
40900,2023-09-01 04:00:00,2024-07-17 00:00:00,3.1,320.05,9082.0,35910.0,4950.0,0.0,0.0,13298.0,201.0
40901,2023-09-01 05:00:00,2024-07-17 00:00:00,3.1,292.77,7602.0,31044.0,4951.0,0.0,0.0,15481.0,116.0
40902,2023-09-01 06:00:00,2024-07-17 00:00:00,3.1,272.17,6266.0,27784.0,4952.0,0.0,0.0,16398.0,118.0
40903,2023-09-01 07:00:00,2024-07-17 00:00:00,3.1,259.45,5039.0,26571.0,4953.0,5.0,0.0,16177.0,75.0
40904,2023-09-01 08:00:00,2024-07-17 00:00:00,3.1,256.9,4789.0,25075.0,4954.0,6.0,0.0,15539.0,66.0
40905,2023-09-01 09:00:00,2024-07-17 00:00:00,3.1,259.17,4804.0,24450.0,4954.0,6.0,0.0,14859.0,65.0
40906,2023-09-01 10:00:00,2024-07-17 00:00:00,3.1,264.99,4736.0,24587.0,4955.0,6.0,0.0,13730.0,86.0
40907,2023-09-01 11:00:00,2024-07-17 00:00:00,3.1,277.58,4797.0,26435.0,4956.0,6.0,0.0,12299.0,114.0
40908,2023-09-01 12:00:00,2024-07-17 00:00:00,3.1,292.91,5231.0,28755.0,4957.0,6.0,0.0,11043.0,101.0
40909,2023-09-01 13:00:00,2024-07-17 00:00:00,3.1,296.81,5482.0,28879.0,4959.0,6.0,716.0,10079.0,89.0
40910,2023-09-01 14:00:00,2024-07-17 00:00:00,3.1,266.7,4909.0,27151.0,4960.0,6.0,6953.0,7818.0,122.0
40911,2023-09-01 15:00:00,2024-07-17 00:00:00,3.1,262.17,5342.0,28639.0,4960.0,6.0,11959.0,5089.0,77.0
40912,2023-09-01 16:00:00,2024-07-17 00:00:00,3.1,278.15,7271.0,30216.0,4958.0,6.0,13401.0,4320.0,105.0
40913,2023-09-01 17:00:00,2024-07-17 00:00:00,3.1,302.07,9114.0,34096.0,4959.0,6.0,13452.0,3172.0,115.0
40914,2023-09-01 18:00:00,2024-07-17 00:00:00,3.1,317.57,9584.0,39212.0,4958.0,6.0,13286.0,1692.0,142.0
40915,2023-09-01 19:00:00,2024-07-17 00:00:00,3.1,322.21,9728.0,42731.0,4956.0,19.0,13124.0,1592.0,172.0
40916,2023-09-01 20:00:00,2024-07-17 00:00:00,3.1,319.2,9792.0,44047.0,4954.0,52.0,13104.0,2683.0,324.0
40917,2023-09-01 21:00:00,2024-07-17 00:00:00,3.1,315.23,9779.0,43627.0,4952.0,141.0,12754.0,3806.0,334.0
40918,2023-09-01 22:00:00,2024-07-17 00:00:00,3.1,315.28,10064.0,43667.0,4952.0,183.0,12567.0,4256.0,224.0
40919,2023-09-01 23:00:00,2024-07-17 00:00:00,3.1,318.89,10113.0,44063.0,4953.0,182.0,11640.0,4406.0,163.0
