Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
35352,2023-01-13 00:00:00,561.52,2772.0,224.0,1220.0,0.0,30.0,27.0,0.0,0.0,0.0,0.0
35353,2023-01-13 01:00:00,607.05,2801.0,221.0,904.0,0.0,30.0,27.0,0.0,0.0,0.0,0.0
35354,2023-01-13 02:00:00,656.26,2848.0,220.0,612.0,0.0,30.0,27.0,0.0,0.0,0.0,0.0
35355,2023-01-13 03:00:00,665.84,2834.0,216.0,555.0,0.0,30.0,27.0,0.0,0.0,0.0,0.0
35356,2023-01-13 04:00:00,644.75,2850.0,218.0,681.0,0.0,30.0,27.0,0.0,0.0,0.0,0.0
35357,2023-01-13 05:00:00,592.24,2985.0,215.0,1079.0,0.0,30.0,27.0,0.0,0.0,0.0,0.0
35358,2023-01-13 06:00:00,537.89,3075.0,219.0,1575.0,0.0,30.0,27.0,0.0,0.0,0.0,0.0
35359,2023-01-13 07:00:00,539.49,3124.0,220.0,1586.0,0.0,30.0,27.0,0.0,0.0,0.0,0.0
35360,2023-01-13 08:00:00,542.37,3180.0,219.0,1591.0,13.0,30.0,27.0,0.0,0.0,0.0,0.0
35361,2023-01-13 09:00:00,548.67,3191.0,224.0,1537.0,15.0,30.0,27.0,0.0,0.0,0.0,0.0
35362,2023-01-13 10:00:00,561.06,3244.0,224.0,1448.0,11.0,30.0,27.0,0.0,0.0,0.0,0.0
35363,2023-01-13 11:00:00,578.71,3247.0,225.0,1295.0,20.0,30.0,27.0,0.0,0.0,0.0,0.0
35364,2023-01-13 12:00:00,584.04,3253.0,228.0,1254.0,39.0,30.0,27.0,0.0,0.0,0.0,0.0
35365,2023-01-13 13:00:00,599.91,3250.0,223.0,1125.0,57.0,30.0,27.0,0.0,0.0,0.0,0.0
35366,2023-01-13 14:00:00,576.01,3195.0,227.0,1301.0,63.0,30.0,27.0,0.0,0.0,0.0,0.0
35367,2023-01-13 15:00:00,548.85,3196.0,228.0,1553.0,98.0,30.0,27.0,0.0,0.0,0.0,0.0
35368,2023-01-13 16:00:00,550.48,3214.0,225.0,1560.0,169.0,30.0,27.0,0.0,0.0,0.0,0.0
35369,2023-01-13 17:00:00,569.95,3238.0,224.0,1409.0,312.0,30.0,27.0,0.0,0.0,0.0,0.0
35370,2023-01-13 18:00:00,546.47,3019.0,228.0,1536.0,360.0,30.0,27.0,0.0,0.0,0.0,0.0
35371,2023-01-13 19:00:00,565.0,3065.0,226.0,1381.0,345.0,30.0,27.0,0.0,0.0,0.0,0.0
35372,2023-01-13 20:00:00,566.14,2900.0,228.0,1283.0,268.0,30.0,27.0,0.0,0.0,0.0,0.0
35373,2023-01-13 21:00:00,572.02,2935.0,226.0,1240.0,203.0,30.0,27.0,0.0,0.0,0.0,0.0
35374,2023-01-13 22:00:00,564.04,2865.0,226.0,1263.0,126.0,30.0,27.0,0.0,0.0,0.0,0.0
35375,2023-01-13 23:00:00,572.63,2894.0,227.0,1205.0,118.0,30.0,27.0,0.0,0.0,0.0,0.0
