,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
0,2023-08-17 00:00:00,2023-08-18 22:28:40,3.0,586.41,4414.0,1821.0,186.0,801.0,574.0,115.0
1,2023-08-17 01:00:00,2023-08-18 22:28:40,3.0,613.23,4591.0,1936.0,177.0,452.0,597.0,115.0
2,2023-08-17 02:00:00,2023-08-18 22:28:40,3.0,617.74,4489.0,1991.0,177.0,265.0,670.0,119.0
3,2023-08-17 03:00:00,2023-08-18 22:28:40,3.0,634.8,4477.0,1986.0,178.0,12.0,695.0,119.0
4,2023-08-17 04:00:00,2023-08-18 22:28:40,3.0,633.47,4279.0,1996.0,174.0,0.0,665.0,123.0
5,2023-08-17 05:00:00,2023-08-18 22:28:40,3.0,655.39,4520.0,1982.0,177.0,0.0,481.0,123.0
6,2023-08-17 06:00:00,2023-08-18 22:28:40,3.0,655.23,4638.0,1902.0,242.0,0.0,470.0,126.0
7,2023-08-17 07:00:00,2023-08-18 22:28:40,3.0,672.0,4617.0,1685.0,187.0,0.0,392.0,130.0
8,2023-08-17 08:00:00,2023-08-18 22:28:40,3.0,683.26,4590.0,1671.0,187.0,0.0,273.0,127.0
9,2023-08-17 09:00:00,2023-08-18 22:28:40,3.0,684.21,4464.0,1692.0,189.0,0.0,230.0,132.0
10,2023-08-17 10:00:00,2023-08-18 22:28:40,3.0,685.2,4386.0,1635.0,187.0,0.0,223.0,131.0
11,2023-08-17 11:00:00,2023-08-18 22:28:40,3.0,682.14,4391.0,1621.0,189.0,0.0,256.0,131.0
12,2023-08-17 12:00:00,2023-08-18 22:28:40,3.0,689.38,4438.0,1610.0,187.0,0.0,200.0,134.0
13,2023-08-17 13:00:00,2023-08-18 22:28:40,3.0,679.6,4354.0,1580.0,188.0,2.0,284.0,131.0
14,2023-08-17 14:00:00,2023-08-18 22:28:40,3.0,644.55,4273.0,1596.0,186.0,272.0,366.0,132.0
15,2023-08-17 15:00:00,2023-08-18 22:28:40,3.0,586.98,4198.0,1501.0,185.0,946.0,400.0,129.0
16,2023-08-17 16:00:00,2023-08-18 22:28:40,3.0,556.77,4116.0,1499.0,186.0,1303.0,431.0,124.0
17,2023-08-17 17:00:00,2023-08-18 22:28:40,3.0,546.44,4103.0,1561.0,192.0,1492.0,381.0,118.0
18,2023-08-17 18:00:00,2023-08-18 22:28:40,3.0,527.82,4089.0,1612.0,197.0,1560.0,583.0,116.0
19,2023-08-17 19:00:00,2023-08-18 22:28:40,3.0,545.43,4153.0,1621.0,196.0,1244.0,643.0,116.0
20,2023-08-17 20:00:00,2023-08-18 22:28:40,3.0,568.43,4262.0,1648.0,198.0,1014.0,573.0,114.0
21,2023-08-17 21:00:00,2023-08-18 22:28:40,3.0,577.36,4296.0,1684.0,196.0,815.0,648.0,115.0
22,2023-08-17 22:00:00,2023-08-18 22:28:40,3.0,611.64,4523.0,1565.0,197.0,446.0,655.0,112.0
23,2023-08-17 23:00:00,2023-08-18 22:28:40,3.0,607.53,4575.0,1850.0,184.0,436.0,692.0,117.0
