Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
35592,2023-01-23 00:00:00,2024-07-17 00:00:00,3.1,665.82,4737.0,1493.0,36.0,185.0,509.0,99.0
35593,2023-01-23 01:00:00,2024-07-17 00:00:00,3.1,702.86,4998.0,1542.0,36.0,18.0,319.0,100.0
35594,2023-01-23 02:00:00,2024-07-17 00:00:00,3.1,706.51,5092.0,1528.0,34.0,0.0,321.0,94.0
35595,2023-01-23 03:00:00,2024-07-17 00:00:00,3.1,698.43,5072.0,1576.0,36.0,0.0,384.0,97.0
35596,2023-01-23 04:00:00,2024-07-17 00:00:00,3.1,697.51,4892.0,1591.0,35.0,0.0,358.0,95.0
35597,2023-01-23 05:00:00,2024-07-17 00:00:00,3.1,693.76,4761.0,1658.0,34.0,0.0,353.0,90.0
35598,2023-01-23 06:00:00,2024-07-17 00:00:00,3.1,698.09,4687.0,1372.0,34.0,0.0,383.0,91.0
35599,2023-01-23 07:00:00,2024-07-17 00:00:00,3.1,696.96,4653.0,1232.0,35.0,0.0,429.0,96.0
35600,2023-01-23 08:00:00,2024-07-17 00:00:00,3.1,688.05,4662.0,1227.0,33.0,0.0,519.0,96.0
35601,2023-01-23 09:00:00,2024-07-17 00:00:00,3.1,679.33,4721.0,1226.0,36.0,0.0,614.0,95.0
35602,2023-01-23 10:00:00,2024-07-17 00:00:00,3.1,681.65,4779.0,1229.0,37.0,0.0,601.0,95.0
35603,2023-01-23 11:00:00,2024-07-17 00:00:00,3.1,689.37,4849.0,1255.0,33.0,0.0,534.0,95.0
35604,2023-01-23 12:00:00,2024-07-17 00:00:00,3.1,692.62,4881.0,1335.0,36.0,0.0,481.0,94.0
35605,2023-01-23 13:00:00,2024-07-17 00:00:00,3.1,696.38,4812.0,1385.0,35.0,0.0,417.0,94.0
35606,2023-01-23 14:00:00,2024-07-17 00:00:00,3.1,696.8,4750.0,1414.0,33.0,0.0,395.0,93.0
35607,2023-01-23 15:00:00,2024-07-17 00:00:00,3.1,702.82,4795.0,1445.0,34.0,2.0,332.0,92.0
35608,2023-01-23 16:00:00,2024-07-17 00:00:00,3.1,698.72,4841.0,1470.0,36.0,132.0,247.0,93.0
35609,2023-01-23 17:00:00,2024-07-17 00:00:00,3.1,666.05,4856.0,1298.0,39.0,543.0,244.0,89.0
35610,2023-01-23 18:00:00,2024-07-17 00:00:00,3.1,633.74,4981.0,1164.0,39.0,941.0,302.0,82.0
35611,2023-01-23 19:00:00,2024-07-17 00:00:00,3.1,628.49,4918.0,1169.0,37.0,991.0,300.0,83.0
35612,2023-01-23 20:00:00,2024-07-17 00:00:00,3.1,621.76,4771.0,1165.0,37.0,992.0,335.0,84.0
35613,2023-01-23 21:00:00,2024-07-17 00:00:00,3.1,605.57,4528.0,1159.0,37.0,1087.0,361.0,90.0
35614,2023-01-23 22:00:00,2024-07-17 00:00:00,3.1,590.7,4200.0,1163.0,37.0,1211.0,301.0,95.0
35615,2023-01-23 23:00:00,2024-07-17 00:00:00,3.1,589.96,4256.0,1165.0,36.0,1246.0,300.0,95.0
