UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2023-07-04 00:00:00,0.0,0.0,10.0,102.0,3305.0,209.0,13499.0,3773.0
2023-07-04 01:00:00,0.0,0.0,3.0,70.0,3316.0,197.0,13296.0,3294.0
2023-07-04 02:00:00,0.0,0.0,3.0,59.0,3314.0,193.0,12559.0,3248.0
2023-07-04 03:00:00,0.0,0.0,6.0,53.0,3322.0,196.0,12012.0,2894.0
2023-07-04 04:00:00,0.0,0.0,3.0,49.0,3317.0,201.0,11294.0,2379.0
2023-07-04 05:00:00,0.0,0.0,0.0,30.0,3244.0,196.0,10391.0,2114.0
2023-07-04 06:00:00,0.0,0.0,0.0,0.0,3228.0,195.0,9682.0,2134.0
2023-07-04 07:00:00,0.0,0.0,0.0,0.0,3230.0,197.0,9013.0,2042.0
2023-07-04 08:00:00,0.0,0.0,0.0,0.0,3155.0,191.0,8572.0,2012.0
2023-07-04 09:00:00,0.0,0.0,1.0,0.0,3153.0,190.0,8442.0,2025.0
2023-07-04 10:00:00,0.0,0.0,0.0,0.0,3161.0,195.0,8478.0,2077.0
2023-07-04 11:00:00,0.0,0.0,5.0,0.0,3234.0,204.0,8805.0,2264.0
2023-07-04 12:00:00,0.0,0.0,6.0,0.0,3270.0,214.0,8801.0,2770.0
2023-07-04 13:00:00,0.0,0.0,2.0,0.0,3267.0,227.0,9276.0,2907.0
2023-07-04 14:00:00,0.0,0.0,0.0,37.0,3271.0,249.0,9932.0,3110.0
2023-07-04 15:00:00,0.0,0.0,2.0,52.0,3287.0,271.0,10227.0,3289.0
2023-07-04 16:00:00,0.0,0.0,6.0,49.0,3298.0,322.0,10822.0,3423.0
2023-07-04 17:00:00,0.0,0.0,33.0,52.0,3309.0,312.0,11179.0,3342.0
2023-07-04 18:00:00,0.0,0.0,55.0,65.0,3309.0,303.0,11732.0,3460.0
2023-07-04 19:00:00,0.0,0.0,98.0,62.0,3298.0,323.0,12354.0,3495.0
2023-07-04 20:00:00,0.0,0.0,173.0,53.0,3298.0,313.0,12878.0,3625.0
2023-07-04 21:00:00,0.0,0.0,141.0,53.0,3296.0,292.0,13168.0,3743.0
2023-07-04 22:00:00,0.0,0.0,113.0,53.0,3305.0,261.0,13030.0,3900.0
2023-07-04 23:00:00,0.0,0.0,73.0,53.0,3309.0,236.0,13367.0,3904.0
