UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2023-04-16 00:00:00,0.0,0.0,178.0,47.0,0.0,2217.0,6234.0,4001.0
2023-04-16 01:00:00,0.0,0.0,163.0,35.0,0.0,2215.0,6018.0,3831.0
2023-04-16 02:00:00,0.0,0.0,166.0,34.0,0.0,2216.0,5635.0,3317.0
2023-04-16 03:00:00,0.0,0.0,224.0,61.0,0.0,2224.0,5573.0,2741.0
2023-04-16 04:00:00,0.0,0.0,277.0,11.0,0.0,2236.0,5076.0,2365.0
2023-04-16 05:00:00,0.0,0.0,374.0,10.0,0.0,2221.0,4669.0,2093.0
2023-04-16 06:00:00,0.0,0.0,393.0,11.0,0.0,2149.0,4080.0,2072.0
2023-04-16 07:00:00,0.0,0.0,420.0,11.0,0.0,2144.0,3860.0,1976.0
2023-04-16 08:00:00,0.0,0.0,361.0,11.0,0.0,2151.0,3757.0,2200.0
2023-04-16 09:00:00,0.0,0.0,260.0,10.0,0.0,2136.0,3807.0,2139.0
2023-04-16 10:00:00,0.0,0.0,272.0,11.0,0.0,2137.0,3884.0,2158.0
2023-04-16 11:00:00,0.0,0.0,197.0,10.0,0.0,2207.0,3798.0,2429.0
2023-04-16 12:00:00,0.0,0.0,122.0,10.0,0.0,2208.0,4003.0,2579.0
2023-04-16 13:00:00,0.0,0.0,57.0,10.0,0.0,2220.0,4485.0,2900.0
2023-04-16 14:00:00,0.0,0.0,16.0,10.0,0.0,2234.0,4876.0,3025.0
2023-04-16 15:00:00,0.0,0.0,12.0,10.0,0.0,2232.0,5009.0,3077.0
2023-04-16 16:00:00,0.0,0.0,67.0,10.0,0.0,2247.0,4709.0,3003.0
2023-04-16 17:00:00,0.0,0.0,111.0,10.0,0.0,2234.0,4583.0,3052.0
2023-04-16 18:00:00,0.0,0.0,137.0,10.0,0.0,2236.0,4705.0,3133.0
2023-04-16 19:00:00,0.0,0.0,164.0,10.0,0.0,2246.0,4696.0,3288.0
2023-04-16 20:00:00,0.0,0.0,234.0,77.0,0.0,2256.0,5015.0,3216.0
2023-04-16 21:00:00,0.0,0.0,338.0,142.0,0.0,2257.0,5209.0,3121.0
2023-04-16 22:00:00,0.0,0.0,417.0,143.0,0.0,2253.0,5426.0,3273.0
2023-04-16 23:00:00,0.0,0.0,429.0,168.0,0.0,2228.0,5676.0,3710.0
