UTC time,coal,nat_gas,nuclear,oil,hydro,solar,other
2023-08-07 00:00:00,0,10333.0,3226.0,203.0,3641.0,224.0,206.0
2023-08-07 01:00:00,0,10491.0,3222.0,135.0,3518.0,257.0,205.0
2023-08-07 02:00:00,0,10020.0,3224.0,130.0,3300.0,348.0,199.0
2023-08-07 03:00:00,0,8994.0,3226.0,58.0,2903.0,479.0,197.0
2023-08-07 04:00:00,0,8333.0,3223.0,34.0,2584.0,579.0,198.0
2023-08-07 05:00:00,0,7857.0,3236.0,22.0,2177.0,666.0,198.0
2023-08-07 06:00:00,0,7488.0,3170.0,0.0,2197.0,660.0,197.0
2023-08-07 07:00:00,0,7246.0,3104.0,0.0,2054.0,597.0,193.0
2023-08-07 08:00:00,0,7214.0,3121.0,4.0,2094.0,593.0,190.0
2023-08-07 09:00:00,0,7498.0,3142.0,4.0,2199.0,582.0,189.0
2023-08-07 10:00:00,0,8300.0,3149.0,4.0,2284.0,568.0,188.0
2023-08-07 11:00:00,0,8778.0,3265.0,5.0,2515.0,631.0,195.0
2023-08-07 12:00:00,0,9217.0,3238.0,4.0,2948.0,671.0,194.0
2023-08-07 13:00:00,0,9761.0,3227.0,4.0,3300.0,697.0,204.0
2023-08-07 14:00:00,0,10094.0,3239.0,4.0,3241.0,794.0,207.0
2023-08-07 15:00:00,0,10995.0,3236.0,4.0,3447.0,815.0,217.0
2023-08-07 16:00:00,0,11308.0,3249.0,4.0,3400.0,607.0,220.0
2023-08-07 17:00:00,0,11255.0,3243.0,0.0,3495.0,689.0,241.0
2023-08-07 18:00:00,0,11565.0,3237.0,6.0,3466.0,910.0,266.0
2023-08-07 19:00:00,0,11720.0,3246.0,83.0,3449.0,1134.0,256.0
2023-08-07 20:00:00,0,12016.0,3229.0,126.0,3648.0,1243.0,237.0
2023-08-07 21:00:00,0,12164.0,3243.0,157.0,3467.0,1056.0,232.0
2023-08-07 22:00:00,0,12135.0,3245.0,100.0,3698.0,863.0,235.0
2023-08-07 23:00:00,0,12237.0,3260.0,153.0,3561.0,720.0,204.0
