Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
36816,2023-03-15 00:00:00,2024-07-17 00:00:00,3.1,303.13,3419.0,3207.0,6176.0,2044.0,12.0,13.0
36817,2023-03-15 01:00:00,2024-07-17 00:00:00,3.1,317.41,3598.0,3680.0,6179.0,1913.0,0.0,13.0
36818,2023-03-15 02:00:00,2024-07-17 00:00:00,3.1,320.75,3606.0,3655.0,6178.0,1740.0,0.0,13.0
36819,2023-03-15 03:00:00,2024-07-17 00:00:00,3.1,314.57,3538.0,3253.0,6178.0,1702.0,0.0,13.0
36820,2023-03-15 04:00:00,2024-07-17 00:00:00,3.1,314.92,3489.0,3118.0,6181.0,1515.0,0.0,13.0
36821,2023-03-15 05:00:00,2024-07-17 00:00:00,3.1,338.62,3611.0,2984.0,6180.0,560.0,0.0,13.0
36822,2023-03-15 06:00:00,2024-07-17 00:00:00,3.1,340.01,3622.0,2980.0,6183.0,514.0,0.0,14.0
36823,2023-03-15 07:00:00,2024-07-17 00:00:00,3.1,336.71,3607.0,2981.0,6178.0,636.0,0.0,13.0
36824,2023-03-15 08:00:00,2024-07-17 00:00:00,3.1,334.51,3618.0,3169.0,6181.0,839.0,0.0,13.0
36825,2023-03-15 09:00:00,2024-07-17 00:00:00,3.1,344.49,3615.0,3772.0,6181.0,678.0,0.0,13.0
36826,2023-03-15 10:00:00,2024-07-17 00:00:00,3.1,337.65,3622.0,4285.0,6181.0,1249.0,0.0,13.0
36827,2023-03-15 11:00:00,2024-07-17 00:00:00,3.1,340.52,3615.0,5646.0,6181.0,1743.0,0.0,14.0
36828,2023-03-15 12:00:00,2024-07-17 00:00:00,3.1,332.99,3584.0,6058.0,6182.0,2318.0,3.0,13.0
36829,2023-03-15 13:00:00,2024-07-17 00:00:00,3.1,338.05,3564.0,5466.0,6179.0,1502.0,227.0,13.0
36830,2023-03-15 14:00:00,2024-07-17 00:00:00,3.1,338.26,3550.0,3948.0,6180.0,336.0,656.0,14.0
36831,2023-03-15 15:00:00,2024-07-17 00:00:00,3.1,323.6,3291.0,3241.0,6179.0,0.0,909.0,15.0
36832,2023-03-15 16:00:00,2024-07-17 00:00:00,3.1,303.06,2859.0,3081.0,6178.0,0.0,1011.0,13.0
36833,2023-03-15 17:00:00,2024-07-17 00:00:00,3.1,294.49,2680.0,3006.0,6178.0,0.0,1028.0,14.0
36834,2023-03-15 18:00:00,2024-07-17 00:00:00,3.1,262.82,2058.0,2730.0,6176.0,0.0,1028.0,14.0
36835,2023-03-15 19:00:00,2024-07-17 00:00:00,3.1,251.73,1849.0,2650.0,6172.0,0.0,1012.0,15.0
36836,2023-03-15 20:00:00,2024-07-17 00:00:00,3.1,247.14,1851.0,2406.0,6172.0,0.0,986.0,13.0
36837,2023-03-15 21:00:00,2024-07-17 00:00:00,3.1,252.06,1855.0,2536.0,6176.0,0.0,872.0,14.0
36838,2023-03-15 22:00:00,2024-07-17 00:00:00,3.1,272.83,2097.0,2764.0,6173.0,0.0,630.0,14.0
36839,2023-03-15 23:00:00,2024-07-17 00:00:00,3.1,312.79,2719.0,3018.0,6173.0,0.0,232.0,13.0
