Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
39048,2023-06-16 00:00:00,227.93,1824.0,33452.0,20656.0,160.0,8612.0,2456.0,15848.0,2920.0,0.0,388.0
39049,2023-06-16 01:00:00,230.63,1824.0,32472.0,20652.0,160.0,9168.0,2436.0,13116.0,2932.0,0.0,384.0
39050,2023-06-16 02:00:00,240.25,1824.0,33644.0,20608.0,160.0,10224.0,2432.0,9948.0,2936.0,0.0,380.0
39051,2023-06-16 03:00:00,244.11,1824.0,34656.0,20612.0,160.0,11732.0,2440.0,8228.0,2936.0,0.0,384.0
39052,2023-06-16 04:00:00,254.26,1824.0,37080.0,20624.0,168.0,13004.0,2188.0,6156.0,2900.0,0.0,396.0
39053,2023-06-16 05:00:00,254.31,1984.0,39684.0,20684.0,188.0,15180.0,3924.0,5488.0,2892.0,0.0,416.0
39054,2023-06-16 06:00:00,221.36,1920.0,38264.0,20632.0,180.0,15672.0,19820.0,4008.0,2912.0,0.0,460.0
39055,2023-06-16 07:00:00,179.79,1856.0,33024.0,20640.0,176.0,12752.0,43616.0,3272.0,2816.0,0.0,432.0
39056,2023-06-16 08:00:00,160.99,1856.0,30264.0,20712.0,148.0,9416.0,57836.0,3924.0,2784.0,0.0,424.0
39057,2023-06-16 09:00:00,157.29,1944.0,30568.0,20776.0,128.0,9152.0,62136.0,5024.0,2848.0,0.0,408.0
39058,2023-06-16 10:00:00,157.71,2016.0,31232.0,20800.0,124.0,9152.0,62628.0,6076.0,2856.0,0.0,412.0
39059,2023-06-16 11:00:00,156.14,2016.0,30864.0,20784.0,112.0,9064.0,62628.0,6692.0,2868.0,0.0,396.0
39060,2023-06-16 12:00:00,153.0,1968.0,30000.0,20776.0,112.0,7336.0,64204.0,7716.0,2848.0,0.0,380.0
39061,2023-06-16 13:00:00,156.21,1904.0,31328.0,20768.0,120.0,8284.0,61892.0,8496.0,2920.0,0.0,388.0
39062,2023-06-16 14:00:00,155.22,1904.0,31084.0,20760.0,128.0,9004.0,60940.0,8952.0,2912.0,0.0,384.0
39063,2023-06-16 15:00:00,162.28,1904.0,33092.0,20756.0,116.0,9824.0,57324.0,9020.0,2924.0,0.0,396.0
39064,2023-06-16 16:00:00,171.52,1868.0,35284.0,20748.0,116.0,8924.0,52796.0,9840.0,2876.0,0.0,404.0
39065,2023-06-16 17:00:00,186.91,1736.0,38104.0,20752.0,144.0,11408.0,40880.0,9992.0,2964.0,0.0,400.0
39066,2023-06-16 18:00:00,211.83,1596.0,42644.0,20768.0,176.0,15924.0,23952.0,10124.0,3056.0,0.0,420.0
39067,2023-06-16 19:00:00,237.6,1748.0,43228.0,20752.0,176.0,16600.0,7124.0,11372.0,3060.0,0.0,428.0
39068,2023-06-16 20:00:00,236.77,1652.0,41476.0,20752.0,176.0,17248.0,3104.0,12304.0,3056.0,0.0,408.0
39069,2023-06-16 21:00:00,236.85,1624.0,41284.0,20756.0,176.0,17160.0,2692.0,12460.0,3064.0,0.0,432.0
39070,2023-06-16 22:00:00,232.41,1232.0,38440.0,20752.0,172.0,13980.0,2700.0,13016.0,3056.0,0.0,396.0
39071,2023-06-16 23:00:00,227.98,1084.0,35528.0,20740.0,172.0,12132.0,2688.0,12744.0,3068.0,0.0,384.0
