UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2023-03-05 00:00:00,1107.21,3081.36,7065.0,0.0,4121.96,63.88,0.0,42.66
2023-03-05 01:00:00,1254.58,3441.36,7071.0,0.0,4324.31,0.0,0.0,39.38
2023-03-05 02:00:00,1298.47,3242.2,7070.0,0.0,4328.33,0.0,0.0,40.51
2023-03-05 03:00:00,1253.79,3175.2,7078.0,0.0,4258.91,0.0,0.0,40.42
2023-03-05 04:00:00,1164.87,3174.2,7084.0,0.0,3927.21,0.0,0.0,41.39
2023-03-05 05:00:00,1147.42,3464.36,7073.0,0.0,3113.39,0.0,0.0,41.57
2023-03-05 06:00:00,1143.58,3364.2,7079.0,0.0,2890.14,0.0,0.0,41.37
2023-03-05 07:00:00,1135.6,3249.2,7084.0,0.0,2827.38,0.0,0.0,40.42
2023-03-05 08:00:00,1147.59,3184.36,7081.0,0.0,2829.79,0.0,0.0,40.38
2023-03-05 09:00:00,1119.67,3175.04,7085.0,0.0,2936.0,0.0,0.0,41.39
2023-03-05 10:00:00,1082.81,3218.36,7086.0,0.0,3133.07,0.0,0.0,41.27
2023-03-05 11:00:00,1075.93,3424.04,7095.0,0.0,3553.82,0.0,0.0,43.24
2023-03-05 12:00:00,1090.64,3780.36,7087.0,0.0,3729.88,0.0,0.0,41.39
2023-03-05 13:00:00,1519.26,4022.2,7095.0,0.0,3817.98,46.45,0.0,41.1
2023-03-05 14:00:00,1642.68,3826.36,7086.0,0.0,3806.91,393.28,0.0,40.3
2023-03-05 15:00:00,1614.5,3557.36,7088.0,0.0,3532.2,597.31,0.0,44.42
2023-03-05 16:00:00,1375.7,3365.36,7079.0,0.0,3212.89,624.1,0.0,43.29
2023-03-05 17:00:00,1160.44,3278.36,7083.0,0.0,2953.93,627.46,0.0,46.84
2023-03-05 18:00:00,1072.69,3410.36,7068.0,0.0,2618.16,633.01,0.0,45.04
2023-03-05 19:00:00,1056.82,3321.52,7071.0,0.0,2526.94,658.98,0.0,42.02
2023-03-05 20:00:00,1073.0,3557.36,7067.0,0.0,2314.75,668.52,0.0,42.11
2023-03-05 21:00:00,1068.04,3696.36,7055.0,0.0,2175.41,674.85,0.0,39.99
2023-03-05 22:00:00,1073.13,3720.52,7048.0,0.0,2353.64,642.79,0.0,42.03
2023-03-05 23:00:00,1069.27,3553.36,7043.0,0.0,3073.62,426.19,0.0,47.03
