Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
42792,2023-11-19 00:00:00,2024-07-17 00:00:00,3.1,168.39,23147.0,13146.0,0.0,1387.0,6801.0,0.0,133022.0,20190.0,115.0,1336.0
42793,2023-11-19 01:00:00,2024-07-17 00:00:00,3.1,166.43,23007.0,12052.0,0.0,1380.0,6965.0,0.0,132289.0,20046.0,112.0,1292.0
42794,2023-11-19 02:00:00,2024-07-17 00:00:00,3.1,166.95,23008.0,11915.0,0.0,1382.0,6887.0,0.0,131380.0,19973.0,110.0,1288.0
42795,2023-11-19 03:00:00,2024-07-17 00:00:00,3.1,167.61,23277.0,11975.0,0.0,1389.0,6857.0,0.0,131839.0,19922.0,107.0,1288.0
42796,2023-11-19 04:00:00,2024-07-17 00:00:00,3.1,167.19,23457.0,12018.0,0.0,1375.0,6927.0,0.0,133129.0,20005.0,104.0,1288.0
42797,2023-11-19 05:00:00,2024-07-17 00:00:00,3.1,160.23,23178.0,12080.0,0.0,1371.0,6983.0,0.0,141300.0,20160.0,100.0,1288.0
42798,2023-11-19 06:00:00,2024-07-17 00:00:00,3.1,156.26,23221.0,12008.0,0.0,1377.0,7058.0,75.0,146971.0,20378.0,100.0,1288.0
42799,2023-11-19 07:00:00,2024-07-17 00:00:00,3.1,148.64,23094.0,12164.0,0.0,1376.0,7220.0,3362.0,156075.0,20721.0,99.0,1288.0
42800,2023-11-19 08:00:00,2024-07-17 00:00:00,3.1,143.88,23245.0,12329.0,0.0,1376.0,7565.0,13328.0,157713.0,20842.0,96.0,1288.0
42801,2023-11-19 09:00:00,2024-07-17 00:00:00,3.1,141.09,23315.0,12326.0,0.0,1387.0,7642.0,27942.0,152242.0,20699.0,94.0,1288.0
42802,2023-11-19 10:00:00,2024-07-17 00:00:00,3.1,138.63,23330.0,12442.0,0.0,1371.0,7777.0,37666.0,149970.0,20536.0,88.0,1288.0
42803,2023-11-19 11:00:00,2024-07-17 00:00:00,3.1,137.58,23300.0,12372.0,0.0,1376.0,7862.0,41532.0,148746.0,20390.0,81.0,1288.0
42804,2023-11-19 12:00:00,2024-07-17 00:00:00,3.1,142.64,23146.0,12363.0,0.0,1376.0,7759.0,39518.0,139635.0,20366.0,80.0,1288.0
42805,2023-11-19 13:00:00,2024-07-17 00:00:00,3.1,146.13,23041.0,12939.0,0.0,1377.0,7800.0,28265.0,142509.0,20397.0,82.0,1259.0
42806,2023-11-19 14:00:00,2024-07-17 00:00:00,3.1,157.73,24491.0,13361.0,0.0,1380.0,8019.0,10789.0,144362.0,20630.0,80.0,1200.0
42807,2023-11-19 15:00:00,2024-07-17 00:00:00,3.1,187.28,30097.0,15064.0,0.0,1380.0,7732.0,545.0,138829.0,21189.0,80.0,1320.0
42808,2023-11-19 16:00:00,2024-07-17 00:00:00,3.1,212.01,35307.0,17591.0,0.0,1377.0,7773.0,0.0,132234.0,21699.0,80.0,1445.0
42809,2023-11-19 17:00:00,2024-07-17 00:00:00,3.1,214.37,34919.0,18059.0,0.0,1378.0,7531.0,0.0,129750.0,21865.0,82.0,1579.0
42810,2023-11-19 18:00:00,2024-07-17 00:00:00,3.1,221.41,35038.0,17855.0,0.0,1380.0,7534.0,0.0,122917.0,21870.0,91.0,1711.0
42811,2023-11-19 19:00:00,2024-07-17 00:00:00,3.1,226.34,34723.0,17253.0,0.0,1380.0,7544.0,0.0,116653.0,21550.0,95.0,1768.0
42812,2023-11-19 20:00:00,2024-07-17 00:00:00,3.1,226.93,33877.0,16817.0,0.0,1381.0,7490.0,0.0,113291.0,21099.0,96.0,1768.0
42813,2023-11-19 21:00:00,2024-07-17 00:00:00,3.1,230.57,33299.0,16025.0,0.0,1393.0,7471.0,0.0,107564.0,20770.0,96.0,1752.0
42814,2023-11-19 22:00:00,2024-07-17 00:00:00,3.1,227.13,31118.0,16481.0,0.0,1380.0,7378.0,0.0,104950.0,20482.0,96.0,1643.0
42815,2023-11-19 23:00:00,2024-07-17 00:00:00,3.1,224.24,29592.0,15490.0,0.0,1378.0,7435.0,0.0,101616.0,20038.0,96.0,1528.0
