Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
36384,2023-02-25 00:00:00,2024-07-17 00:00:00,3.1,803.34,5146.0,0.0,29.0,8.0,99.0,0.0
36385,2023-02-25 01:00:00,2024-07-17 00:00:00,3.1,803.96,4936.0,0.0,31.0,0.0,98.0,0.0
36386,2023-02-25 02:00:00,2024-07-17 00:00:00,3.1,803.54,4842.0,0.0,30.0,0.0,99.0,0.0
36387,2023-02-25 03:00:00,2024-07-17 00:00:00,3.1,803.11,4581.0,0.0,30.0,0.0,96.0,0.0
36388,2023-02-25 04:00:00,2024-07-17 00:00:00,3.1,801.51,4255.0,0.0,30.0,0.0,98.0,0.0
36389,2023-02-25 05:00:00,2024-07-17 00:00:00,3.1,800.56,4050.0,0.0,31.0,0.0,98.0,0.0
36390,2023-02-25 06:00:00,2024-07-17 00:00:00,3.1,799.3,3788.0,0.0,30.0,0.0,98.0,0.0
36391,2023-02-25 07:00:00,2024-07-17 00:00:00,3.1,797.94,3519.0,0.0,31.0,0.0,97.0,0.0
36392,2023-02-25 08:00:00,2024-07-17 00:00:00,3.1,796.38,3240.0,0.0,30.0,0.0,96.0,0.0
36393,2023-02-25 09:00:00,2024-07-17 00:00:00,3.1,794.16,3043.0,0.0,31.0,0.0,99.0,0.0
36394,2023-02-25 10:00:00,2024-07-17 00:00:00,3.1,793.91,2978.0,0.0,30.0,0.0,98.0,0.0
36395,2023-02-25 11:00:00,2024-07-17 00:00:00,3.1,794.44,3048.0,0.0,31.0,0.0,98.0,0.0
36396,2023-02-25 12:00:00,2024-07-17 00:00:00,3.1,796.35,3268.0,0.0,30.0,0.0,97.0,0.0
36397,2023-02-25 13:00:00,2024-07-17 00:00:00,3.1,788.12,3400.0,0.0,31.0,39.0,100.0,0.0
36398,2023-02-25 14:00:00,2024-07-17 00:00:00,3.1,753.41,3751.0,0.0,30.0,243.0,98.0,0.0
36399,2023-02-25 15:00:00,2024-07-17 00:00:00,3.1,729.45,4048.0,0.0,31.0,421.0,98.0,0.0
36400,2023-02-25 16:00:00,2024-07-17 00:00:00,3.1,727.6,4351.0,0.0,30.0,474.0,97.0,0.0
36401,2023-02-25 17:00:00,2024-07-17 00:00:00,3.1,708.86,4632.0,0.0,31.0,654.0,98.0,0.0
36402,2023-02-25 18:00:00,2024-07-17 00:00:00,3.1,708.58,4772.0,0.0,31.0,680.0,97.0,0.0
36403,2023-02-25 19:00:00,2024-07-17 00:00:00,3.1,710.24,4881.0,0.0,30.0,686.0,95.0,0.0
36404,2023-02-25 20:00:00,2024-07-17 00:00:00,3.1,714.53,5126.0,0.0,31.0,686.0,97.0,0.0
36405,2023-02-25 21:00:00,2024-07-17 00:00:00,3.1,723.52,5267.0,0.0,30.0,637.0,89.0,0.0
36406,2023-02-25 22:00:00,2024-07-17 00:00:00,3.1,740.33,5459.0,0.0,31.0,511.0,95.0,0.0
36407,2023-02-25 23:00:00,2024-07-17 00:00:00,3.1,777.48,5642.0,0.0,36.0,218.0,97.0,0.0
