Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
43656,2023-12-25 00:00:00,2024-07-17 00:00:00,3.1,373.35,0.0,4004.0,49.0,18.0,0.0,92.0
43657,2023-12-25 01:00:00,2024-07-17 00:00:00,3.1,372.93,0.0,3983.0,0.0,18.0,0.0,91.0
43658,2023-12-25 02:00:00,2024-07-17 00:00:00,3.1,373.17,0.0,3858.0,0.0,17.0,0.0,92.0
43659,2023-12-25 03:00:00,2024-07-17 00:00:00,3.1,373.11,0.0,3677.0,0.0,18.0,0.0,90.0
43660,2023-12-25 04:00:00,2024-07-17 00:00:00,3.1,373.63,0.0,3463.0,0.0,17.0,0.0,94.0
43661,2023-12-25 05:00:00,2024-07-17 00:00:00,3.1,373.63,0.0,3197.0,0.0,18.0,0.0,91.0
43662,2023-12-25 06:00:00,2024-07-17 00:00:00,3.1,373.83,0.0,3065.0,0.0,17.0,0.0,90.0
43663,2023-12-25 07:00:00,2024-07-17 00:00:00,3.1,373.38,0.0,2917.0,0.0,20.0,0.0,86.0
43664,2023-12-25 08:00:00,2024-07-17 00:00:00,3.1,373.84,0.0,2769.0,0.0,20.0,0.0,90.0
43665,2023-12-25 09:00:00,2024-07-17 00:00:00,3.1,373.9,0.0,2670.0,0.0,20.0,0.0,89.0
43666,2023-12-25 10:00:00,2024-07-17 00:00:00,3.1,373.99,0.0,2606.0,0.0,20.0,0.0,89.0
43667,2023-12-25 11:00:00,2024-07-17 00:00:00,3.1,374.22,0.0,2506.0,0.0,20.0,0.0,90.0
43668,2023-12-25 12:00:00,2024-07-17 00:00:00,3.1,374.11,0.0,2629.0,0.0,20.0,0.0,91.0
43669,2023-12-25 13:00:00,2024-07-17 00:00:00,3.1,373.62,0.0,2986.0,0.0,19.0,0.0,89.0
43670,2023-12-25 14:00:00,2024-07-17 00:00:00,3.1,372.5,0.0,3342.0,0.0,19.0,8.0,91.0
43671,2023-12-25 15:00:00,2024-07-17 00:00:00,3.1,369.06,0.0,3652.0,0.0,18.0,41.0,89.0
43672,2023-12-25 16:00:00,2024-07-17 00:00:00,3.1,364.71,0.0,3810.0,0.0,19.0,87.0,88.0
43673,2023-12-25 17:00:00,2024-07-17 00:00:00,3.1,362.45,0.0,3899.0,0.0,18.0,116.0,90.0
43674,2023-12-25 18:00:00,2024-07-17 00:00:00,3.1,357.31,0.0,3852.0,0.0,19.0,172.0,89.0
43675,2023-12-25 19:00:00,2024-07-17 00:00:00,3.1,353.17,0.0,3778.0,0.0,19.0,215.0,86.0
43676,2023-12-25 20:00:00,2024-07-17 00:00:00,3.1,345.1,0.0,3631.0,0.0,19.0,303.0,90.0
43677,2023-12-25 21:00:00,2024-07-17 00:00:00,3.1,358.0,0.0,3670.0,0.0,19.0,158.0,89.0
43678,2023-12-25 22:00:00,2024-07-17 00:00:00,3.1,360.48,0.0,3710.0,0.0,19.0,129.0,84.0
43679,2023-12-25 23:00:00,2024-07-17 00:00:00,3.1,370.14,0.0,3823.0,0.0,37.0,8.0,84.0
