Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
40056,2023-07-28 00:00:00,2024-07-17 00:00:00,3.1,534.32,1094.0,5865.0,0.0,32.0,107.0,97.0
40057,2023-07-28 01:00:00,2024-07-17 00:00:00,3.1,537.22,993.0,5895.0,0.0,32.0,4.0,98.0
40058,2023-07-28 02:00:00,2024-07-17 00:00:00,3.1,531.19,825.0,5805.0,0.0,31.0,0.0,98.0
40059,2023-07-28 03:00:00,2024-07-17 00:00:00,3.1,535.55,827.0,5159.0,0.0,32.0,0.0,98.0
40060,2023-07-28 04:00:00,2024-07-17 00:00:00,3.1,536.02,760.0,4672.0,0.0,32.0,0.0,95.0
40061,2023-07-28 05:00:00,2024-07-17 00:00:00,3.1,522.29,477.0,4442.0,0.0,31.0,0.0,95.0
40062,2023-07-28 06:00:00,2024-07-17 00:00:00,3.1,511.32,282.0,4130.0,0.0,32.0,0.0,88.0
40063,2023-07-28 07:00:00,2024-07-17 00:00:00,3.1,512.78,282.0,3848.0,0.0,32.0,0.0,89.0
40064,2023-07-28 08:00:00,2024-07-17 00:00:00,3.1,513.36,282.0,3735.0,0.0,32.0,0.0,88.0
40065,2023-07-28 09:00:00,2024-07-17 00:00:00,3.1,513.77,282.0,3632.0,0.0,32.0,0.0,84.0
40066,2023-07-28 10:00:00,2024-07-17 00:00:00,3.1,513.0,282.0,3799.0,0.0,32.0,0.0,88.0
40067,2023-07-28 11:00:00,2024-07-17 00:00:00,3.1,511.78,283.0,3976.0,0.0,32.0,3.0,87.0
40068,2023-07-28 12:00:00,2024-07-17 00:00:00,3.1,504.52,279.0,4037.0,0.0,32.0,68.0,88.0
40069,2023-07-28 13:00:00,2024-07-17 00:00:00,3.1,490.49,393.0,4227.0,0.0,32.0,293.0,86.0
40070,2023-07-28 14:00:00,2024-07-17 00:00:00,3.1,477.62,441.0,4695.0,0.0,32.0,494.0,86.0
40071,2023-07-28 15:00:00,2024-07-17 00:00:00,3.1,466.57,470.0,5145.0,0.0,31.0,695.0,86.0
40072,2023-07-28 16:00:00,2024-07-17 00:00:00,3.1,479.61,799.0,5363.0,0.0,32.0,763.0,84.0
40073,2023-07-28 17:00:00,2024-07-17 00:00:00,3.1,497.24,1091.0,5712.0,5.0,32.0,693.0,84.0
40074,2023-07-28 18:00:00,2024-07-17 00:00:00,3.1,507.12,1124.0,6196.0,46.0,32.0,546.0,81.0
40075,2023-07-28 19:00:00,2024-07-17 00:00:00,3.1,504.9,1125.0,6520.0,9.0,31.0,564.0,80.0
40076,2023-07-28 20:00:00,2024-07-17 00:00:00,3.1,509.23,1116.0,6703.0,0.0,31.0,472.0,85.0
40077,2023-07-28 21:00:00,2024-07-17 00:00:00,3.1,518.68,1122.0,6934.0,0.0,29.0,295.0,82.0
40078,2023-07-28 22:00:00,2024-07-17 00:00:00,3.1,524.08,1129.0,6919.0,0.0,37.0,197.0,83.0
40079,2023-07-28 23:00:00,2024-07-17 00:00:00,3.1,527.31,1127.0,6383.0,0.0,29.0,190.0,84.0
