Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
38592,2023-05-28 00:00:00,2024-07-17 00:00:00,3.1,384.4,403.0,4840.0,0.0,39.0,221.0,96.0
38593,2023-05-28 01:00:00,2024-07-17 00:00:00,3.1,394.4,321.0,4760.0,0.0,39.0,8.0,96.0
38594,2023-05-28 02:00:00,2024-07-17 00:00:00,3.1,390.18,241.0,4550.0,0.0,39.0,0.0,97.0
38595,2023-05-28 03:00:00,2024-07-17 00:00:00,3.1,384.82,155.0,4157.0,0.0,39.0,0.0,97.0
38596,2023-05-28 04:00:00,2024-07-17 00:00:00,3.1,384.11,131.0,3727.0,0.0,39.0,0.0,96.0
38597,2023-05-28 05:00:00,2024-07-17 00:00:00,3.1,386.44,137.0,3297.0,0.0,39.0,0.0,96.0
38598,2023-05-28 06:00:00,2024-07-17 00:00:00,3.1,387.74,135.0,3006.0,0.0,38.0,0.0,95.0
38599,2023-05-28 07:00:00,2024-07-17 00:00:00,3.1,389.24,136.0,2759.0,0.0,39.0,0.0,96.0
38600,2023-05-28 08:00:00,2024-07-17 00:00:00,3.1,390.45,137.0,2598.0,0.0,39.0,0.0,96.0
38601,2023-05-28 09:00:00,2024-07-17 00:00:00,3.1,390.55,134.0,2529.0,0.0,39.0,0.0,96.0
38602,2023-05-28 10:00:00,2024-07-17 00:00:00,3.1,391.16,136.0,2475.0,0.0,39.0,0.0,95.0
38603,2023-05-28 11:00:00,2024-07-17 00:00:00,3.1,390.29,137.0,2503.0,0.0,39.0,7.0,98.0
38604,2023-05-28 12:00:00,2024-07-17 00:00:00,3.1,362.4,134.0,2437.0,0.0,39.0,216.0,97.0
38605,2023-05-28 13:00:00,2024-07-17 00:00:00,3.1,315.24,137.0,2433.0,0.0,39.0,656.0,96.0
38606,2023-05-28 14:00:00,2024-07-17 00:00:00,3.1,302.98,136.0,2629.0,0.0,39.0,833.0,95.0
38607,2023-05-28 15:00:00,2024-07-17 00:00:00,3.1,305.15,136.0,2906.0,0.0,39.0,868.0,98.0
38608,2023-05-28 16:00:00,2024-07-17 00:00:00,3.1,307.54,136.0,3184.0,0.0,38.0,894.0,98.0
38609,2023-05-28 17:00:00,2024-07-17 00:00:00,3.1,313.92,149.0,3568.0,0.0,39.0,890.0,96.0
38610,2023-05-28 18:00:00,2024-07-17 00:00:00,3.1,327.6,252.0,3870.0,0.0,39.0,867.0,96.0
38611,2023-05-28 19:00:00,2024-07-17 00:00:00,3.1,329.81,239.0,4285.0,0.0,38.0,868.0,97.0
38612,2023-05-28 20:00:00,2024-07-17 00:00:00,3.1,330.25,214.0,4448.0,0.0,39.0,846.0,96.0
38613,2023-05-28 21:00:00,2024-07-17 00:00:00,3.1,333.58,214.0,4650.0,0.0,38.0,812.0,95.0
38614,2023-05-28 22:00:00,2024-07-17 00:00:00,3.1,338.39,256.0,4833.0,0.0,39.0,800.0,98.0
38615,2023-05-28 23:00:00,2024-07-17 00:00:00,3.1,349.97,290.0,4827.0,0.0,39.0,640.0,98.0
