UTC time,creation_time (UTC),version,nat_gas,hydro
2023-09-06 00:00:00,2023-09-08 18:25:38,3.0,397.0,28.0
2023-09-06 01:00:00,2023-09-08 18:25:38,3.0,321.0,22.0
2023-09-06 02:00:00,2023-09-08 18:25:38,3.0,352.0,22.0
2023-09-06 03:00:00,2023-09-08 18:25:38,3.0,396.0,34.0
2023-09-06 04:00:00,2023-09-08 18:25:38,3.0,362.0,22.0
2023-09-06 05:00:00,2023-09-08 18:25:38,3.0,282.0,22.0
2023-09-06 06:00:00,2023-09-08 18:25:38,3.0,286.0,22.0
2023-09-06 07:00:00,2023-09-08 18:25:38,3.0,280.0,22.0
2023-09-06 08:00:00,2023-09-08 18:25:38,3.0,229.0,22.0
2023-09-06 09:00:00,2023-09-08 18:25:38,3.0,220.0,22.0
2023-09-06 10:00:00,2023-09-08 18:25:38,3.0,209.0,22.0
2023-09-06 11:00:00,2023-09-08 18:25:38,3.0,210.0,22.0
2023-09-06 12:00:00,2023-09-08 18:25:38,3.0,219.0,22.0
2023-09-06 13:00:00,2023-09-08 18:25:38,3.0,236.0,22.0
2023-09-06 14:00:00,2023-09-08 18:25:38,3.0,237.0,22.0
2023-09-06 15:00:00,2023-09-08 18:25:38,3.0,215.0,39.0
2023-09-06 16:00:00,2023-09-08 18:25:38,3.0,201.0,40.0
2023-09-06 17:00:00,2023-09-08 18:25:38,3.0,219.0,40.0
2023-09-06 18:00:00,2023-09-08 18:25:38,3.0,215.0,40.0
2023-09-06 19:00:00,2023-09-08 18:25:38,3.0,200.0,40.0
2023-09-06 20:00:00,2023-09-08 18:25:38,3.0,208.0,40.0
2023-09-06 21:00:00,2023-09-08 18:25:38,3.0,202.0,40.0
2023-09-06 22:00:00,2023-09-08 18:25:38,3.0,184.0,40.0
2023-09-06 23:00:00,2023-09-08 18:25:38,3.0,219.0,40.0
