Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
39144,2023-06-20 00:00:00,2024-07-17 00:00:00,3.1,450.73,5986.0,19832.0,4946.0,0.0,1770.0,365.0,0.0,338.0
39145,2023-06-20 01:00:00,2024-07-17 00:00:00,3.1,455.42,5990.0,19314.0,4943.0,0.0,1669.0,52.0,0.0,333.0
39146,2023-06-20 02:00:00,2024-07-17 00:00:00,3.1,463.97,6019.0,19407.0,4946.0,0.0,1114.0,0.0,0.0,328.0
39147,2023-06-20 03:00:00,2024-07-17 00:00:00,3.1,467.51,5886.0,18084.0,4949.0,0.0,683.0,1.0,0.0,328.0
39148,2023-06-20 04:00:00,2024-07-17 00:00:00,3.1,460.8,5333.0,16058.0,4942.0,0.0,558.0,1.0,0.0,324.0
39149,2023-06-20 05:00:00,2024-07-17 00:00:00,3.1,447.71,4338.0,15410.0,4957.0,0.0,446.0,1.0,0.0,327.0
39150,2023-06-20 06:00:00,2024-07-17 00:00:00,3.1,441.57,3952.0,14699.0,4948.0,0.0,398.0,0.0,0.0,326.0
39151,2023-06-20 07:00:00,2024-07-17 00:00:00,3.1,439.5,3985.0,13928.0,4961.0,0.0,441.0,0.0,0.0,324.0
39152,2023-06-20 08:00:00,2024-07-17 00:00:00,3.1,435.18,4003.0,13418.0,5075.0,0.0,522.0,1.0,0.0,327.0
39153,2023-06-20 09:00:00,2024-07-17 00:00:00,3.1,434.05,3958.0,13279.0,5146.0,0.0,448.0,0.0,0.0,320.0
39154,2023-06-20 10:00:00,2024-07-17 00:00:00,3.1,434.87,3897.0,13632.0,5211.0,0.0,326.0,1.0,0.0,323.0
39155,2023-06-20 11:00:00,2024-07-17 00:00:00,3.1,434.14,3837.0,14599.0,5303.0,0.0,344.0,11.0,0.0,331.0
39156,2023-06-20 12:00:00,2024-07-17 00:00:00,3.1,429.1,3770.0,15545.0,5321.0,35.0,418.0,340.0,0.0,337.0
39157,2023-06-20 13:00:00,2024-07-17 00:00:00,3.1,416.5,3757.0,16116.0,5330.0,2.0,415.0,1278.0,0.0,327.0
39158,2023-06-20 14:00:00,2024-07-17 00:00:00,3.1,419.62,4397.0,16568.0,5389.0,0.0,409.0,1763.0,0.0,330.0
39159,2023-06-20 15:00:00,2024-07-17 00:00:00,3.1,415.91,4649.0,17335.0,5463.0,0.0,526.0,2269.0,0.0,321.0
39160,2023-06-20 16:00:00,2024-07-17 00:00:00,3.1,417.21,5164.0,18186.0,5459.0,0.0,615.0,2802.0,0.0,329.0
39161,2023-06-20 17:00:00,2024-07-17 00:00:00,3.1,419.77,5532.0,19288.0,5470.0,0.0,816.0,2953.0,0.0,326.0
39162,2023-06-20 18:00:00,2024-07-17 00:00:00,3.1,420.28,5475.0,20422.0,5462.0,0.0,928.0,2951.0,0.0,332.0
39163,2023-06-20 19:00:00,2024-07-17 00:00:00,3.1,419.99,5449.0,21134.0,5459.0,0.0,1126.0,2873.0,0.0,326.0
39164,2023-06-20 20:00:00,2024-07-17 00:00:00,3.1,417.59,5502.0,20725.0,5460.0,0.0,1251.0,2950.0,0.0,323.0
39165,2023-06-20 21:00:00,2024-07-17 00:00:00,3.1,408.51,5398.0,20272.0,5534.0,0.0,2020.0,2740.0,0.0,322.0
39166,2023-06-20 22:00:00,2024-07-17 00:00:00,3.1,405.51,5279.0,20141.0,5614.0,0.0,2366.0,2422.0,0.0,323.0
39167,2023-06-20 23:00:00,2024-07-17 00:00:00,3.1,419.19,5541.0,20439.0,5660.0,0.0,1963.0,1810.0,0.0,319.0
