UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
2023-01-02 14:00:00,2.0,433.0,0.0,0.0,0.0,0.0,1104.0,0.0,0.0,0.0
2023-01-02 15:00:00,58.0,462.0,0.0,0.0,0.0,0.0,1316.0,0.0,0.0,0.0
2023-01-02 16:00:00,99.0,568.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,0.0
2023-01-02 17:00:00,92.0,766.0,0.0,0.0,0.0,0.0,1994.0,0.0,0.0,0.0
2023-01-02 18:00:00,92.0,651.0,0.0,0.0,0.0,0.0,2256.0,0.0,0.0,0.0
2023-01-02 19:00:00,64.0,543.0,0.0,0.0,0.0,0.0,2502.0,0.0,0.0,0.0
2023-01-02 20:00:00,0.0,476.0,0.0,0.0,0.0,0.0,2945.0,0.0,0.0,0.0
2023-01-02 21:00:00,0.0,435.0,0.0,0.0,0.0,0.0,2742.0,0.0,0.0,0.0
2023-01-02 22:00:00,0.0,421.0,0.0,0.0,0.0,0.0,2607.0,0.0,0.0,0.0
2023-01-02 23:00:00,0.0,431.0,0.0,0.0,0.0,0.0,2572.0,0.0,0.0,0.0
2023-01-03 00:00:00,0.0,433.0,0.0,0.0,0.0,0.0,2510.0,0.0,0.0,0.0
2023-01-03 01:00:00,0.0,434.0,0.0,0.0,0.0,0.0,2354.0,0.0,0.0,0.0
2023-01-03 02:00:00,0.0,432.0,0.0,0.0,0.0,0.0,2130.0,0.0,0.0,0.0
2023-01-03 03:00:00,0.0,437.0,0.0,0.0,0.0,0.0,2035.0,0.0,0.0,0.0
2023-01-03 04:00:00,0.0,432.0,0.0,0.0,0.0,0.0,2018.0,0.0,0.0,0.0
2023-01-03 05:00:00,23.0,387.5,0.0,0.0,0.0,0.0,1733.25,0.0,0.0,0.0
2023-01-03 06:00:00,0.0,432.0,0.0,0.0,0.0,0.0,1973.0,0.0,0.0,0.0
2023-01-03 07:00:00,0.0,436.0,0.0,0.0,0.0,0.0,2016.0,0.0,0.0,0.0
2023-01-03 08:00:00,0.0,444.0,0.0,0.0,0.0,0.0,1932.0,0.0,0.0,0.0
2023-01-03 09:00:00,0.0,439.6666666666667,0.0,0.0,0.0,0.0,1429.3333333333333,0.0,0.0,0.0
2023-01-03 10:00:00,0.0,435.0,0.0,0.0,0.0,0.0,1744.0,0.0,0.0,0.0
2023-01-03 11:00:00,30.666666666666668,368.3333333333333,0.0,0.0,0.0,0.0,1892.3333333333333,0.0,0.0,0.0
2023-01-03 12:00:00,40.88888888888889,347.1111111111111,0.0,0.0,0.0,0.0,2069.4444444444443,0.0,0.0,0.0
2023-01-03 13:00:00,44.2962962962963,331.3703703703704,0.0,0.0,0.0,0.0,2205.4814814814813,0.0,0.0,0.0
2023-01-03 14:00:00,46.098765432098766,328.7901234567901,0.0,0.0,0.0,0.0,2285.4938271604938,0.0,0.0,0.0
2023-01-03 15:00:00,49.02469135802469,364.1975308641975,0.0,0.0,0.0,0.0,2303.8734567901233,0.0,0.0,0.0
2023-01-03 16:00:00,0.0,434.0,0.0,0.0,0.0,0.0,2348.0,0.0,0.0,0.0
2023-01-03 17:00:00,0.0,426.0,0.0,0.0,0.0,0.0,2511.0,0.0,0.0,0.0
2023-01-03 18:00:00,0.0,429.0,0.0,0.0,0.0,0.0,2560.0,0.0,0.0,0.0
2023-01-03 19:00:00,0.0,435.0,0.0,0.0,0.0,0.0,2406.0,0.0,0.0,0.0
2023-01-03 20:00:00,17.0,434.0,0.0,0.0,0.0,0.0,2996.0,0.0,0.0,0.0
2023-01-03 21:00:00,82.0,429.0,0.0,0.0,0.0,0.0,3155.0,0.0,0.0,0.0
2023-01-03 22:00:00,92.0,331.0,0.0,0.0,0.0,0.0,2976.0,0.0,0.0,0.0
2023-01-03 23:00:00,92.0,228.0,0.0,0.0,0.0,0.0,3059.0,0.0,0.0,0.0
2023-01-04 00:00:00,94.0,230.0,0.0,0.0,0.0,0.0,2938.0,0.0,0.0,0.0
2023-01-04 01:00:00,93.0,225.0,0.0,0.0,0.0,0.0,2533.0,0.0,0.0,0.0
2023-01-04 02:00:00,92.0,226.0,0.0,0.0,0.0,0.0,2044.0,0.0,0.0,0.0
2023-01-04 03:00:00,93.0,230.0,0.0,0.0,0.0,0.0,1958.0,0.0,0.0,0.0
2023-01-04 04:00:00,93.0,221.0,0.0,0.0,0.0,0.0,2054.0,0.0,0.0,0.0
2023-01-04 05:00:00,92.0,231.0,0.0,0.0,0.0,0.0,2665.0,0.0,0.0,0.0
2023-01-04 06:00:00,61.333333333333336,359.6666666666667,0.0,0.0,0.0,0.0,1886.3333333333333,0.0,0.0,0.0
2023-01-04 07:00:00,51.111111111111114,410.5555555555556,0.0,0.0,0.0,0.0,1793.4444444444443,0.0,0.0,0.0
2023-01-04 08:00:00,47.7037037037037,428.51851851851853,0.0,0.0,0.0,0.0,1921.148148148148,0.0,0.0,0.0
2023-01-04 09:00:00,57.92592592592592,384.2962962962963,0.0,0.0,0.0,0.0,2191.1203703703704,0.0,0.0,0.0
2023-01-04 10:00:00,92.0,226.0,0.0,0.0,0.0,0.0,2975.0,0.0,0.0,0.0
2023-01-04 11:00:00,92.0,229.0,0.0,0.0,0.0,0.0,3035.0,0.0,0.0,0.0
2023-01-04 12:00:00,92.0,237.0,0.0,0.0,0.0,0.0,3340.0,0.0,0.0,0.0
2023-01-04 13:00:00,92.0,217.0,0.0,0.0,0.0,0.0,3423.0,0.0,0.0,0.0
2023-01-04 14:00:00,92.0,222.0,0.0,0.0,0.0,0.0,3547.0,0.0,0.0,0.0
2023-01-04 15:00:00,92.0,232.0,0.0,0.0,0.0,0.0,3266.0,0.0,0.0,0.0
2023-01-04 16:00:00,92.0,234.0,0.0,0.0,0.0,0.0,3162.0,0.0,0.0,0.0
2023-01-04 17:00:00,92.0,233.0,0.0,0.0,0.0,0.0,3208.0,0.0,0.0,0.0
2023-01-04 18:00:00,92.0,238.0,0.0,0.0,0.0,0.0,3031.0,0.0,0.0,0.0
2023-01-04 19:00:00,92.0,236.0,0.0,0.0,0.0,0.0,2480.0,0.0,0.0,0.0
2023-01-04 20:00:00,92.0,238.0,0.0,0.0,0.0,0.0,2030.0,0.0,0.0,0.0
2023-01-04 21:00:00,92.0,236.0,0.0,0.0,0.0,0.0,1666.0,0.0,0.0,0.0
2023-01-04 22:00:00,92.0,236.0,0.0,0.0,0.0,0.0,1118.0,0.0,0.0,0.0
2023-01-04 23:00:00,92.0,229.0,0.0,0.0,0.0,0.0,838.0,0.0,0.0,0.0
2023-01-05 00:00:00,92.0,219.0,0.0,0.0,0.0,0.0,756.0,0.0,0.0,0.0
2023-01-05 01:00:00,92.0,217.0,0.0,0.0,0.0,0.0,870.0,0.0,0.0,0.0
2023-01-05 02:00:00,92.0,216.0,0.0,0.0,0.0,0.0,948.0,0.0,0.0,0.0
2023-01-05 03:00:00,92.0,227.0,0.0,0.0,0.0,0.0,868.0,0.0,0.0,0.0
2023-01-05 04:00:00,92.0,257.0,0.0,0.0,0.0,0.0,766.0,0.0,0.0,0.0
2023-01-05 05:00:00,92.0,348.0,0.0,0.0,0.0,0.0,726.0,0.0,0.0,0.0
2023-01-05 06:00:00,92.0,416.0,0.0,0.0,0.0,0.0,1021.0,0.0,0.0,0.0
2023-01-05 07:00:00,92.0,436.0,0.0,0.0,0.0,0.0,1478.0,0.0,0.0,0.0
2023-01-05 08:00:00,92.0,431.0,0.0,0.0,0.0,0.0,2038.0,0.0,0.0,0.0
2023-01-05 09:00:00,92.0,443.0,0.0,0.0,0.0,0.0,2439.0,0.0,0.0,0.0
2023-01-05 10:00:00,92.0,443.0,0.0,0.0,0.0,0.0,3012.0,0.0,0.0,0.0
2023-01-05 11:00:00,92.0,442.0,0.0,0.0,0.0,0.0,3372.0,0.0,0.0,0.0
2023-01-05 12:00:00,92.0,453.0,0.0,0.0,0.0,0.0,3496.0,0.0,0.0,0.0
2023-01-05 13:00:00,92.0,438.0,0.0,0.0,0.0,0.0,3586.0,0.0,0.0,0.0
2023-01-05 14:00:00,92.0,447.0,0.0,0.0,0.0,0.0,3342.0,0.0,0.0,0.0
2023-01-05 15:00:00,92.0,439.0,0.0,0.0,0.0,0.0,3380.0,0.0,0.0,0.0
2023-01-05 16:00:00,92.0,515.0,0.0,0.0,0.0,0.0,3426.0,0.0,0.0,0.0
2023-01-05 17:00:00,92.0,527.0,0.0,0.0,0.0,0.0,3350.0,0.0,0.0,0.0
2023-01-05 18:00:00,92.0,442.0,0.0,0.0,0.0,0.0,3431.0,0.0,0.0,0.0
2023-01-05 19:00:00,92.0,435.0,0.0,0.0,0.0,0.0,3365.0,0.0,0.0,0.0
2023-01-05 20:00:00,92.0,273.0,0.0,0.0,0.0,0.0,3073.0,0.0,0.0,0.0
2023-01-05 21:00:00,92.0,233.0,0.0,0.0,0.0,0.0,3184.0,0.0,0.0,0.0
2023-01-05 22:00:00,92.0,230.0,0.0,0.0,0.0,0.0,2770.0,0.0,0.0,0.0
2023-01-05 23:00:00,92.0,234.0,0.0,0.0,0.0,0.0,2689.0,0.0,0.0,0.0
2023-01-06 00:00:00,92.0,237.0,0.0,0.0,0.0,0.0,2694.0,0.0,0.0,0.0
2023-01-06 01:00:00,92.0,231.0,0.0,0.0,0.0,0.0,2579.0,0.0,0.0,0.0
2023-01-06 02:00:00,92.0,225.0,0.0,0.0,0.0,0.0,1638.0,0.0,0.0,0.0
2023-01-06 03:00:00,92.0,226.0,0.0,0.0,0.0,0.0,1026.0,0.0,0.0,0.0
2023-01-06 04:00:00,92.0,237.0,0.0,0.0,0.0,0.0,748.0,0.0,0.0,0.0
2023-01-06 05:00:00,92.0,233.0,0.0,0.0,0.0,0.0,1096.0,0.0,0.0,0.0
2023-01-06 06:00:00,92.0,228.0,0.0,0.0,0.0,0.0,1650.0,0.0,0.0,0.0
2023-01-06 07:00:00,92.0,235.0,0.0,0.0,0.0,0.0,2346.0,0.0,0.0,0.0
2023-01-06 08:00:00,92.0,304.0,0.0,0.0,0.0,0.0,2242.0,0.0,0.0,0.0
2023-01-06 09:00:00,92.0,422.0,0.0,0.0,0.0,0.0,1740.0,0.0,0.0,0.0
2023-01-06 10:00:00,92.0,458.0,0.0,0.0,0.0,0.0,1225.0,0.0,0.0,0.0
2023-01-06 11:00:00,92.0,456.0,0.0,0.0,0.0,0.0,1436.0,0.0,0.0,0.0
2023-01-06 12:00:00,92.0,456.0,0.0,0.0,0.0,0.0,1314.0,0.0,0.0,0.0
2023-01-06 13:00:00,91.0,449.0,0.0,0.0,0.0,0.0,1502.0,0.0,0.0,0.0
2023-01-06 14:00:00,91.0,451.0,0.0,0.0,0.0,0.0,1794.0,0.0,0.0,0.0
2023-01-06 15:00:00,92.0,459.0,0.0,0.0,0.0,0.0,2158.0,0.0,0.0,0.0
2023-01-06 16:00:00,92.0,519.0,0.0,0.0,0.0,0.0,2162.0,0.0,0.0,0.0
2023-01-06 17:00:00,92.0,488.0,0.0,0.0,0.0,0.0,2430.0,0.0,0.0,0.0
2023-01-06 18:00:00,92.0,440.0,0.0,0.0,0.0,0.0,3232.0,0.0,0.0,0.0
2023-01-06 19:00:00,92.0,262.0,0.0,0.0,0.0,0.0,3218.0,0.0,0.0,0.0
2023-01-06 20:00:00,92.0,229.0,0.0,0.0,0.0,0.0,3012.0,0.0,0.0,0.0
2023-01-06 21:00:00,92.0,229.0,0.0,0.0,0.0,0.0,2372.0,0.0,0.0,0.0
2023-01-06 22:00:00,92.0,231.0,0.0,0.0,0.0,0.0,1524.0,0.0,0.0,0.0
2023-01-06 23:00:00,92.0,232.0,0.0,0.0,0.0,0.0,1082.0,0.0,0.0,0.0
2023-01-07 00:00:00,92.0,223.0,0.0,0.0,0.0,0.0,815.0,0.0,0.0,0.0
2023-01-07 01:00:00,92.0,227.0,0.0,0.0,0.0,0.0,785.0,0.0,0.0,0.0
2023-01-07 02:00:00,92.0,227.0,0.0,0.0,0.0,0.0,754.0,0.0,0.0,0.0
2023-01-07 03:00:00,92.0,225.0,0.0,0.0,0.0,0.0,830.0,0.0,0.0,0.0
2023-01-07 04:00:00,92.0,237.0,0.0,0.0,0.0,0.0,802.0,0.0,0.0,0.0
2023-01-07 05:00:00,92.0,233.0,0.0,0.0,0.0,0.0,1102.0,0.0,0.0,0.0
2023-01-07 06:00:00,92.0,231.0,0.0,0.0,0.0,0.0,1229.0,0.0,0.0,0.0
2023-01-07 07:00:00,92.0,227.0,0.0,0.0,0.0,0.0,1268.0,0.0,0.0,0.0
2023-01-07 08:00:00,92.0,228.0,0.0,0.0,0.0,0.0,1714.0,0.0,0.0,0.0
2023-01-07 09:00:00,92.0,226.0,0.0,0.0,0.0,0.0,2400.0,0.0,0.0,0.0
2023-01-07 10:00:00,92.0,219.0,0.0,0.0,0.0,0.0,2960.0,0.0,0.0,0.0
2023-01-07 11:00:00,92.0,223.0,0.0,0.0,0.0,0.0,3404.0,0.0,0.0,0.0
2023-01-07 12:00:00,92.0,221.0,0.0,0.0,0.0,0.0,3652.0,0.0,0.0,0.0
2023-01-07 13:00:00,92.0,222.0,0.0,0.0,0.0,0.0,3776.0,0.0,0.0,0.0
2023-01-07 14:00:00,92.0,227.0,0.0,0.0,0.0,0.0,3455.0,0.0,0.0,0.0
2023-01-07 15:00:00,92.0,226.0,0.0,0.0,0.0,0.0,3447.0,0.0,0.0,0.0
2023-01-07 16:00:00,92.0,229.0,0.0,0.0,0.0,0.0,3911.0,0.0,0.0,0.0
2023-01-07 17:00:00,92.0,223.0,0.0,0.0,0.0,0.0,3946.0,0.0,0.0,0.0
2023-01-07 18:00:00,92.0,216.0,0.0,0.0,0.0,0.0,3833.0,0.0,0.0,0.0
2023-01-07 19:00:00,92.0,229.0,0.0,0.0,0.0,0.0,3467.0,0.0,0.0,0.0
2023-01-07 20:00:00,92.0,230.0,0.0,0.0,0.0,0.0,3210.0,0.0,0.0,0.0
2023-01-07 21:00:00,92.0,231.0,0.0,0.0,0.0,0.0,3096.0,0.0,0.0,0.0
2023-01-07 22:00:00,92.0,239.0,0.0,0.0,0.0,0.0,3084.0,0.0,0.0,0.0
2023-01-07 23:00:00,92.0,228.0,0.0,0.0,0.0,0.0,2993.0,0.0,0.0,0.0
2023-01-08 00:00:00,92.0,227.0,0.0,0.0,0.0,0.0,2977.0,0.0,0.0,0.0
2023-01-08 01:00:00,92.0,224.0,0.0,0.0,0.0,0.0,3018.0,0.0,0.0,0.0
2023-01-08 02:00:00,92.0,219.0,0.0,0.0,0.0,0.0,2931.0,0.0,0.0,0.0
2023-01-08 03:00:00,92.0,225.0,0.0,0.0,0.0,0.0,3006.0,0.0,0.0,0.0
2023-01-08 04:00:00,92.0,231.0,0.0,0.0,0.0,0.0,2960.0,0.0,0.0,0.0
2023-01-08 05:00:00,92.0,236.0,0.0,0.0,0.0,0.0,2946.0,0.0,0.0,0.0
2023-01-08 06:00:00,92.0,232.0,0.0,0.0,0.0,0.0,3010.0,0.0,0.0,0.0
2023-01-08 07:00:00,92.0,228.0,0.0,0.0,0.0,0.0,3253.0,0.0,0.0,0.0
2023-01-08 08:00:00,92.0,231.0,0.0,0.0,0.0,0.0,2992.0,0.0,0.0,0.0
2023-01-08 09:00:00,92.0,226.0,0.0,0.0,0.0,0.0,2663.0,0.0,0.0,0.0
2023-01-08 10:00:00,92.0,229.0,0.0,0.0,0.0,0.0,2563.0,0.0,0.0,0.0
2023-01-08 11:00:00,92.0,226.0,0.0,0.0,0.0,0.0,2467.0,0.0,0.0,0.0
2023-01-08 12:00:00,92.0,229.0,0.0,0.0,0.0,0.0,2406.0,0.0,0.0,0.0
2023-01-08 13:00:00,92.0,225.0,0.0,0.0,0.0,0.0,2244.0,0.0,0.0,0.0
2023-01-08 14:00:00,92.0,222.0,0.0,0.0,0.0,0.0,2491.0,0.0,0.0,0.0
2023-01-08 15:00:00,92.0,219.0,0.0,0.0,0.0,0.0,2268.0,0.0,0.0,0.0
2023-01-08 16:00:00,92.0,230.0,0.0,0.0,0.0,0.0,1970.0,0.0,0.0,0.0
2023-01-08 17:00:00,92.0,219.0,0.0,0.0,0.0,0.0,1712.0,0.0,0.0,0.0
2023-01-08 18:00:00,92.0,222.0,0.0,0.0,0.0,0.0,1855.0,0.0,0.0,0.0
2023-01-08 19:00:00,92.0,226.0,0.0,0.0,0.0,0.0,2044.0,0.0,0.0,0.0
2023-01-08 20:00:00,92.0,229.0,0.0,0.0,0.0,0.0,1969.0,0.0,0.0,0.0
2023-01-08 21:00:00,92.0,226.0,0.0,0.0,0.0,0.0,1902.0,0.0,0.0,0.0
2023-01-08 22:00:00,92.0,219.0,0.0,0.0,0.0,0.0,1129.0,0.0,0.0,0.0
2023-01-08 23:00:00,92.0,223.0,0.0,0.0,0.0,0.0,973.0,0.0,0.0,0.0
2023-01-09 00:00:00,92.0,222.0,0.0,0.0,0.0,0.0,894.0,0.0,0.0,0.0
2023-01-09 01:00:00,92.0,214.0,0.0,0.0,0.0,0.0,921.0,0.0,0.0,0.0
2023-01-09 02:00:00,92.0,223.0,0.0,0.0,0.0,0.0,752.0,0.0,0.0,0.0
2023-01-09 03:00:00,92.0,224.0,0.0,0.0,0.0,0.0,777.0,0.0,0.0,0.0
2023-01-09 04:00:00,92.0,220.0,0.0,0.0,0.0,0.0,1221.0,0.0,0.0,0.0
2023-01-09 05:00:00,92.0,227.0,0.0,0.0,0.0,0.0,1962.0,0.0,0.0,0.0
2023-01-09 06:00:00,92.0,229.0,0.0,0.0,0.0,0.0,2324.0,0.0,0.0,0.0
2023-01-09 07:00:00,92.0,228.0,0.0,0.0,0.0,0.0,2536.0,0.0,0.0,0.0
2023-01-09 08:00:00,92.0,222.0,0.0,0.0,0.0,0.0,2475.0,0.0,0.0,0.0
2023-01-09 09:00:00,92.0,206.0,0.0,0.0,0.0,0.0,2602.0,0.0,0.0,0.0
2023-01-09 10:00:00,92.0,182.0,0.0,0.0,0.0,0.0,3308.0,0.0,0.0,0.0
2023-01-09 11:00:00,92.0,176.0,0.0,0.0,0.0,0.0,3472.0,0.0,0.0,0.0
2023-01-09 12:00:00,92.0,211.0,0.0,0.0,0.0,0.0,3366.0,0.0,0.0,0.0
2023-01-09 13:00:00,92.0,299.0,0.0,0.0,0.0,0.0,3392.0,0.0,0.0,0.0
2023-01-09 14:00:00,92.0,302.0,0.0,0.0,0.0,0.0,3224.0,0.0,0.0,0.0
2023-01-09 15:00:00,92.0,303.0,0.0,0.0,0.0,0.0,2670.0,0.0,0.0,0.0
2023-01-09 16:00:00,92.0,304.0,0.0,0.0,0.0,0.0,2109.0,0.0,0.0,1.0
2023-01-09 17:00:00,92.0,286.0,0.0,0.0,0.0,0.0,1884.0,0.0,0.0,0.0
2023-01-09 18:00:00,92.0,273.0,0.0,0.0,0.0,0.0,1842.0,0.0,0.0,0.0
2023-01-09 19:00:00,92.0,271.0,0.0,0.0,0.0,0.0,1536.0,0.0,0.0,0.0
2023-01-09 20:00:00,92.0,238.0,0.0,0.0,0.0,0.0,1374.0,0.0,0.0,0.0
2023-01-09 21:00:00,92.0,221.0,0.0,0.0,0.0,0.0,1260.0,0.0,0.0,0.0
2023-01-09 22:00:00,92.0,218.0,0.0,0.0,0.0,0.0,1321.0,0.0,0.0,0.0
2023-01-09 23:00:00,92.0,229.0,0.0,0.0,0.0,0.0,1413.0,0.0,0.0,0.0
2023-01-10 00:00:00,92.0,236.0,0.0,0.0,0.0,0.0,1151.0,0.0,0.0,0.0
2023-01-10 01:00:00,92.0,230.0,0.0,0.0,0.0,0.0,1145.0,0.0,0.0,0.0
2023-01-10 02:00:00,92.0,228.0,0.0,0.0,0.0,0.0,2004.0,0.0,0.0,0.0
2023-01-10 03:00:00,92.0,226.0,0.0,0.0,0.0,0.0,2351.0,0.0,0.0,0.0
2023-01-10 04:00:00,92.0,227.0,0.0,0.0,0.0,0.0,2433.0,0.0,0.0,0.0
2023-01-10 05:00:00,92.0,233.0,0.0,0.0,0.0,0.0,3228.0,0.0,0.0,0.0
2023-01-10 06:00:00,92.0,235.0,0.0,0.0,0.0,0.0,3094.0,0.0,0.0,0.0
2023-01-10 07:00:00,102.0,260.0,0.0,0.0,0.0,0.0,2760.0,0.0,0.0,0.0
2023-01-10 08:00:00,153.0,276.0,0.0,0.0,0.0,0.0,2243.0,0.0,0.0,0.0
2023-01-10 09:00:00,94.0,242.0,0.0,0.0,0.0,0.0,2680.0,0.0,0.0,0.0
2023-01-10 10:00:00,92.0,222.0,0.0,0.0,0.0,0.0,2982.0,0.0,0.0,0.0
2023-01-10 11:00:00,92.0,217.0,0.0,0.0,0.0,0.0,3140.0,0.0,0.0,0.0
2023-01-10 12:00:00,92.0,262.0,0.0,0.0,0.0,0.0,3233.0,0.0,0.0,0.0
2023-01-10 13:00:00,92.0,335.0,0.0,0.0,0.0,0.0,3256.0,0.0,0.0,0.0
2023-01-10 14:00:00,92.0,352.0,0.0,0.0,0.0,0.0,3273.0,0.0,0.0,0.0
2023-01-10 15:00:00,92.0,264.0,0.0,0.0,0.0,0.0,3345.0,0.0,0.0,0.0
2023-01-10 16:00:00,92.0,225.0,0.0,0.0,0.0,0.0,3080.0,0.0,0.0,2.0
2023-01-10 17:00:00,92.0,217.0,0.0,0.0,0.0,0.0,3258.0,0.0,0.0,0.0
2023-01-10 18:00:00,95.0,226.0,0.0,0.0,0.0,0.0,3619.0,0.0,0.0,0.0
2023-01-10 19:00:00,93.0,239.66666666666663,0.0,0.0,0.0,0.0,2631.0,0.0,0.0,0.0
2023-01-10 20:00:00,92.0,222.0,0.0,0.0,0.0,0.0,2738.0,0.0,0.0,0.0
2023-01-10 21:00:00,92.0,222.0,0.0,0.0,0.0,0.0,2255.0,0.0,0.0,0.0
2023-01-10 22:00:00,92.0,221.0,0.0,0.0,0.0,0.0,2223.0,0.0,0.0,0.0
2023-01-10 23:00:00,92.0,223.0,0.0,0.0,0.0,0.0,1887.0,0.0,0.0,0.0
2023-01-11 00:00:00,0.0,223.0,0.0,0.0,0.0,0.0,1684.0,0.0,0.0,0.0
2023-01-11 01:00:00,0.0,218.0,0.0,0.0,0.0,0.0,1192.0,0.0,0.0,0.0
2023-01-11 02:00:00,0.0,227.0,0.0,0.0,0.0,0.0,884.0,0.0,0.0,0.0
2023-01-11 03:00:00,0.0,224.0,0.0,0.0,0.0,0.0,1220.0,0.0,0.0,0.0
2023-01-11 04:00:00,0.0,220.0,0.0,0.0,0.0,0.0,2137.0,0.0,0.0,0.0
2023-01-11 05:00:00,0.0,226.0,0.0,0.0,0.0,0.0,2371.0,0.0,0.0,0.0
2023-01-11 06:00:00,0.0,219.0,0.0,0.0,0.0,0.0,2493.0,0.0,0.0,0.0
2023-01-11 07:00:00,0.0,229.0,0.0,0.0,0.0,0.0,3223.0,0.0,0.0,0.0
2023-01-11 08:00:00,76.5,252.5,0.0,0.0,0.0,0.0,3102.3333333333335,0.0,0.0,0.0
2023-01-11 09:00:00,85.25,247.25,0.0,0.0,0.0,0.0,2891.166666666667,0.0,0.0,0.0
2023-01-11 10:00:00,88.625,234.625,0.0,0.0,0.0,0.0,2936.5833333333335,0.0,0.0,0.0
2023-01-11 11:00:00,90.3125,225.8125,0.0,0.0,0.0,0.0,3038.291666666667,0.0,0.0,0.0
2023-01-11 12:00:00,91.15625,243.90625,0.0,0.0,0.0,0.0,3135.6458333333335,0.0,0.0,0.0
2023-01-11 13:00:00,91.578125,289.453125,0.0,0.0,0.0,0.0,2965.881944444445,0.0,0.0,0.0
2023-01-11 14:00:00,91.7890625,320.7265625,0.0,0.0,0.0,0.0,2506.0,0.0,0.0,0.0
