Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
36648,2023-03-08 00:00:00,2024-07-17 00:00:00,3.1,213.59,3.0,8595.0,2258.0,39.0,1457.0,7009.0,2377.0,0.0
36649,2023-03-08 01:00:00,2024-07-17 00:00:00,3.1,232.3,4.0,9509.0,2260.0,39.0,2397.0,4927.0,2481.0,0.0
36650,2023-03-08 02:00:00,2024-07-17 00:00:00,3.1,311.22,3.0,11569.0,2262.0,39.0,3467.0,929.0,2566.0,1562.0
36651,2023-03-08 03:00:00,2024-07-17 00:00:00,3.1,327.95,2.0,12811.0,2262.0,39.0,3839.0,35.0,3040.0,2057.0
36652,2023-03-08 04:00:00,2024-07-17 00:00:00,3.1,316.14,2.0,12638.0,2263.0,39.0,3702.0,39.0,3278.0,1483.0
36653,2023-03-08 05:00:00,2024-07-17 00:00:00,3.1,307.37,2.0,12443.0,2264.0,39.0,3794.0,41.0,3326.0,1155.0
36654,2023-03-08 06:00:00,2024-07-17 00:00:00,3.1,291.55,4.0,12415.0,2264.0,40.0,3621.0,41.0,3464.0,253.0
36655,2023-03-08 07:00:00,2024-07-17 00:00:00,3.1,293.1,3.0,11448.0,2262.0,41.0,2993.0,41.0,3353.0,312.0
36656,2023-03-08 08:00:00,2024-07-17 00:00:00,3.1,288.12,3.0,10781.0,2262.0,41.0,2487.0,41.0,3253.0,0.0
36657,2023-03-08 09:00:00,2024-07-17 00:00:00,3.1,280.51,3.0,10328.0,2262.0,41.0,2763.0,41.0,3171.0,0.0
36658,2023-03-08 10:00:00,2024-07-17 00:00:00,3.1,289.99,4.0,10813.0,2262.0,41.0,2691.0,40.0,2958.0,0.0
36659,2023-03-08 11:00:00,2024-07-17 00:00:00,3.1,289.99,4.0,10992.0,2262.0,41.0,2616.0,41.0,3157.0,0.0
36660,2023-03-08 12:00:00,2024-07-17 00:00:00,3.1,286.09,2.0,10830.0,2263.0,40.0,2583.0,40.0,3334.0,0.0
36661,2023-03-08 13:00:00,2024-07-17 00:00:00,3.1,284.9,3.0,11035.0,2261.0,40.0,2853.0,40.0,3317.0,0.0
36662,2023-03-08 14:00:00,2024-07-17 00:00:00,3.1,291.52,3.0,11215.0,2262.0,41.0,3634.0,39.0,3318.0,741.0
36663,2023-03-08 15:00:00,2024-07-17 00:00:00,3.1,304.23,3.0,11802.0,2262.0,40.0,3579.0,988.0,3099.0,1569.0
36664,2023-03-08 16:00:00,2024-07-17 00:00:00,3.1,234.96,4.0,10731.0,2264.0,40.0,3016.0,5179.0,2836.0,9.0
36665,2023-03-08 17:00:00,2024-07-17 00:00:00,3.1,196.3,3.0,8998.0,2265.0,40.0,2507.0,8332.0,2983.0,0.0
36666,2023-03-08 18:00:00,2024-07-17 00:00:00,3.1,185.6,2.0,8816.0,2266.0,40.0,2117.0,9842.0,3346.0,0.0
36667,2023-03-08 19:00:00,2024-07-17 00:00:00,3.1,195.37,3.0,9131.0,2265.0,40.0,1603.0,9217.0,3440.0,0.0
36668,2023-03-08 20:00:00,2024-07-17 00:00:00,3.1,192.21,3.0,8502.0,2262.0,41.0,1540.0,8722.0,3321.0,0.0
36669,2023-03-08 21:00:00,2024-07-17 00:00:00,3.1,192.2,3.0,8043.0,2261.0,40.0,1443.0,8044.0,3208.0,0.0
36670,2023-03-08 22:00:00,2024-07-17 00:00:00,3.1,190.01,4.0,7738.0,2261.0,39.0,1482.0,7883.0,3073.0,0.0
36671,2023-03-08 23:00:00,2024-07-17 00:00:00,3.1,187.88,3.0,7261.0,2262.0,40.0,1512.0,7155.0,3088.0,0.0
