Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
40848,2023-08-30 00:00:00,2024-07-17 00:00:00,3.1,370.05,8236.0,19771.0,6924.0,0.0,1815.0,92.0,0.0,280.0
40849,2023-08-30 01:00:00,2024-07-17 00:00:00,3.1,378.3,8382.0,19176.0,6926.0,0.0,1253.0,1.0,0.0,276.0
40850,2023-08-30 02:00:00,2024-07-17 00:00:00,3.1,371.81,7621.0,18422.0,6929.0,0.0,1102.0,0.0,0.0,300.0
40851,2023-08-30 03:00:00,2024-07-17 00:00:00,3.1,372.43,7402.0,16931.0,6921.0,0.0,848.0,1.0,0.0,326.0
40852,2023-08-30 04:00:00,2024-07-17 00:00:00,3.1,365.64,6819.0,14521.0,6927.0,0.0,802.0,0.0,0.0,352.0
40853,2023-08-30 05:00:00,2024-07-17 00:00:00,3.1,355.04,5928.0,14112.0,6928.0,0.0,654.0,0.0,0.0,365.0
40854,2023-08-30 06:00:00,2024-07-17 00:00:00,3.1,348.33,5466.0,13330.0,6925.0,0.0,589.0,1.0,0.0,347.0
40855,2023-08-30 07:00:00,2024-07-17 00:00:00,3.1,345.24,5220.0,13007.0,6930.0,0.0,509.0,0.0,0.0,353.0
40856,2023-08-30 08:00:00,2024-07-17 00:00:00,3.1,344.77,5042.0,13057.0,6928.0,0.0,340.0,0.0,0.0,360.0
40857,2023-08-30 09:00:00,2024-07-17 00:00:00,3.1,344.56,4905.0,13027.0,6923.0,0.0,203.0,0.0,0.0,374.0
40858,2023-08-30 10:00:00,2024-07-17 00:00:00,3.1,348.69,5146.0,13070.0,6922.0,0.0,192.0,1.0,0.0,379.0
40859,2023-08-30 11:00:00,2024-07-17 00:00:00,3.1,355.26,5506.0,13522.0,6906.0,0.0,158.0,0.0,0.0,372.0
40860,2023-08-30 12:00:00,2024-07-17 00:00:00,3.1,358.3,5799.0,14645.0,6910.0,0.0,273.0,7.0,0.0,348.0
40861,2023-08-30 13:00:00,2024-07-17 00:00:00,3.1,357.4,5793.0,15262.0,6891.0,0.0,302.0,79.0,0.0,342.0
40862,2023-08-30 14:00:00,2024-07-17 00:00:00,3.1,353.91,5732.0,15870.0,6891.0,0.0,376.0,238.0,0.0,331.0
40863,2023-08-30 15:00:00,2024-07-17 00:00:00,3.1,354.54,5874.0,16721.0,6894.0,0.0,396.0,369.0,0.0,341.0
40864,2023-08-30 16:00:00,2024-07-17 00:00:00,3.1,349.79,5871.0,17453.0,6896.0,0.0,548.0,662.0,0.0,330.0
40865,2023-08-30 17:00:00,2024-07-17 00:00:00,3.1,342.66,5804.0,17716.0,6893.0,0.0,729.0,1084.0,0.0,329.0
40866,2023-08-30 18:00:00,2024-07-17 00:00:00,3.1,337.37,5802.0,18057.0,6891.0,0.0,998.0,1342.0,0.0,307.0
40867,2023-08-30 19:00:00,2024-07-17 00:00:00,3.1,331.04,5815.0,18220.0,6892.0,0.0,1493.0,1544.0,0.0,339.0
40868,2023-08-30 20:00:00,2024-07-17 00:00:00,3.1,328.7,5927.0,18416.0,6883.0,0.0,1750.0,1714.0,0.0,342.0
40869,2023-08-30 21:00:00,2024-07-17 00:00:00,3.1,327.27,5939.0,18650.0,6891.0,0.0,1908.0,1745.0,0.0,339.0
40870,2023-08-30 22:00:00,2024-07-17 00:00:00,3.1,328.93,6146.0,18652.0,6892.0,0.0,2080.0,1651.0,0.0,320.0
40871,2023-08-30 23:00:00,2024-07-17 00:00:00,3.1,332.3,6112.0,18600.0,6899.0,0.0,2071.0,1230.0,0.0,305.0
