UTC time,creation_time (UTC),version,carbon_intensity_actual,avg_carbon_intensity_forecast
2023-04-23 00:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 01:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 02:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 03:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 04:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 05:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 06:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 07:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 08:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 09:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 10:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 11:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 12:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 13:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 14:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 15:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 16:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 17:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 18:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 19:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 20:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 21:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 22:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-23 23:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 00:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 01:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 02:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 03:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 04:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 05:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 06:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 07:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 08:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 09:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 10:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 11:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 12:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 13:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 14:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 15:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 16:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 17:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 18:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 19:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 20:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 21:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 22:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-24 23:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 00:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 01:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 02:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 03:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 04:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 05:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 06:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 07:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 08:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 09:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 10:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 11:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 12:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 13:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 14:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 15:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 16:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 17:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 18:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 19:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 20:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 21:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 22:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-25 23:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 00:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 01:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 02:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 03:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 04:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 05:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 06:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 07:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 08:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 09:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 10:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 11:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 12:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 13:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 14:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 15:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 16:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 17:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 18:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 19:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 20:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 21:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 22:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
2023-04-26 23:00:00,2024-07-17 00:00:00,3.1,760.0,760.0
