Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,solar,wind
36936,2023-03-20 00:00:00,2024-07-17 00:00:00,3.1,420.66,721.0,628.0,25.0,481.0
36937,2023-03-20 01:00:00,2024-07-17 00:00:00,3.1,415.0,722.0,629.0,37.0,495.0
36938,2023-03-20 02:00:00,2024-07-17 00:00:00,3.1,423.17,721.0,628.0,0.0,495.0
36939,2023-03-20 03:00:00,2024-07-17 00:00:00,3.1,423.4,721.0,628.0,0.0,494.0
36940,2023-03-20 04:00:00,2024-07-17 00:00:00,3.1,423.56,723.0,627.0,0.0,495.0
36941,2023-03-20 05:00:00,2024-07-17 00:00:00,3.1,427.24,743.0,632.0,0.0,494.0
36942,2023-03-20 06:00:00,2024-07-17 00:00:00,3.1,426.87,742.0,631.0,0.0,495.0
36943,2023-03-20 07:00:00,2024-07-17 00:00:00,3.1,427.55,746.0,632.0,0.0,495.0
36944,2023-03-20 08:00:00,2024-07-17 00:00:00,3.1,427.92,747.0,633.0,0.0,494.0
36945,2023-03-20 09:00:00,2024-07-17 00:00:00,3.1,439.31,746.0,631.0,0.0,445.0
36946,2023-03-20 10:00:00,2024-07-17 00:00:00,3.1,446.51,752.0,630.0,0.0,420.0
36947,2023-03-20 11:00:00,2024-07-17 00:00:00,3.1,434.17,749.0,630.0,0.0,469.0
36948,2023-03-20 12:00:00,2024-07-17 00:00:00,3.1,431.82,742.0,628.0,0.0,474.0
36949,2023-03-20 13:00:00,2024-07-17 00:00:00,3.1,452.21,764.0,627.0,0.0,406.0
36950,2023-03-20 14:00:00,2024-07-17 00:00:00,3.1,463.8,756.0,627.0,1.0,355.0
36951,2023-03-20 15:00:00,2024-07-17 00:00:00,3.1,421.06,742.0,629.0,28.0,493.0
36952,2023-03-20 16:00:00,2024-07-17 00:00:00,3.1,417.5,744.0,627.0,46.0,493.0
36953,2023-03-20 17:00:00,2024-07-17 00:00:00,3.1,413.12,740.0,626.0,64.0,492.0
36954,2023-03-20 18:00:00,2024-07-17 00:00:00,3.1,401.17,743.0,638.0,120.0,495.0
36955,2023-03-20 19:00:00,2024-07-17 00:00:00,3.1,396.66,727.0,639.0,129.0,494.0
36956,2023-03-20 20:00:00,2024-07-17 00:00:00,3.1,386.75,669.0,638.0,125.0,493.0
36957,2023-03-20 21:00:00,2024-07-17 00:00:00,3.1,391.29,664.0,637.0,96.0,495.0
36958,2023-03-20 22:00:00,2024-07-17 00:00:00,3.1,394.14,667.0,639.0,85.0,495.0
36959,2023-03-20 23:00:00,2024-07-17 00:00:00,3.1,399.06,654.0,639.0,50.0,495.0
