,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
0,2023-08-31 00:00:00,2023-09-03 15:38:40,3.0,52.57,582.0,1135.0,8237.0,80.0,2363.0,194.0
1,2023-08-31 01:00:00,2023-09-03 15:38:40,3.0,53.1,582.0,1136.0,8532.0,83.0,2198.0,207.0
2,2023-08-31 02:00:00,2023-09-03 15:38:40,3.0,53.34,583.0,1136.0,8462.0,44.0,2224.0,209.0
3,2023-08-31 03:00:00,2023-09-03 15:38:40,3.0,56.2,626.0,1138.0,8368.0,20.0,1935.0,211.0
4,2023-08-31 04:00:00,2023-09-03 15:38:40,3.0,59.85,725.0,1140.0,8561.0,28.0,1740.0,211.0
5,2023-08-31 05:00:00,2023-09-03 15:38:40,3.0,56.45,590.0,1141.0,8240.0,0.0,1602.0,210.0
6,2023-08-31 06:00:00,2023-09-03 15:38:40,3.0,62.65,578.0,1141.0,6763.0,0.0,1083.0,201.0
7,2023-08-31 07:00:00,2023-09-03 15:38:40,3.0,66.61,580.0,1142.0,6175.0,0.0,852.0,201.0
8,2023-08-31 08:00:00,2023-09-03 15:38:40,3.0,73.99,579.0,1143.0,4745.0,0.0,911.0,199.0
9,2023-08-31 09:00:00,2023-09-03 15:38:40,3.0,73.96,577.0,1145.0,4810.0,13.0,842.0,199.0
10,2023-08-31 10:00:00,2023-09-03 15:38:40,3.0,77.16,580.0,1145.0,4569.0,0.0,722.0,202.0
11,2023-08-31 11:00:00,2023-09-03 15:38:40,3.0,78.86,580.0,1144.0,4476.0,0.0,599.0,200.0
12,2023-08-31 12:00:00,2023-09-03 15:38:40,3.0,79.26,579.0,1143.0,4485.0,0.0,546.0,200.0
13,2023-08-31 13:00:00,2023-09-03 15:38:40,3.0,80.05,582.0,1145.0,4650.0,0.0,384.0,204.0
14,2023-08-31 14:00:00,2023-09-03 15:38:40,3.0,70.35,628.0,1143.0,6673.0,5.0,289.0,206.0
15,2023-08-31 15:00:00,2023-09-03 15:38:40,3.0,69.59,631.0,1144.0,6945.0,37.0,200.0,206.0
16,2023-08-31 16:00:00,2023-09-03 15:38:40,3.0,66.27,630.0,1140.0,7252.0,80.0,221.0,182.0
17,2023-08-31 17:00:00,2023-09-03 15:38:40,3.0,66.12,630.0,1139.0,7460.0,87.0,316.0,202.0
18,2023-08-31 18:00:00,2023-09-03 15:38:40,3.0,66.27,628.0,1139.0,7649.0,79.0,246.0,212.0
19,2023-08-31 19:00:00,2023-09-03 15:38:40,3.0,65.71,631.0,1138.0,7984.0,78.0,118.0,212.0
20,2023-08-31 20:00:00,2023-09-03 15:38:40,3.0,65.0,626.0,1138.0,8029.0,68.0,99.0,205.0
21,2023-08-31 21:00:00,2023-09-03 15:38:40,3.0,65.25,629.0,1138.0,8120.0,71.0,88.0,212.0
22,2023-08-31 22:00:00,2023-09-03 15:38:40,3.0,64.61,626.0,1136.0,8247.0,58.0,37.0,207.0
23,2023-08-31 23:00:00,2023-09-03 15:38:40,3.0,64.74,628.0,1140.0,8308.0,63.0,23.0,211.0
