UTC time,creation_time (UTC),version,nat_gas,nuclear,hydro,solar,wind,other
2023-08-13 00:00:00,2023-08-15 01:14:24,3.0,952.0,1126.0,8691.0,109.0,216.0,210.0
2023-08-13 01:00:00,2023-08-15 01:14:24,3.0,949.0,1127.0,8788.0,132.0,251.0,210.0
2023-08-13 02:00:00,2023-08-15 01:14:24,3.0,892.0,1126.0,9220.0,103.0,277.0,213.0
2023-08-13 03:00:00,2023-08-15 01:14:24,3.0,939.0,1127.0,9139.0,51.0,264.0,211.0
2023-08-13 04:00:00,2023-08-15 01:14:24,3.0,976.0,1128.0,8803.0,28.0,279.0,213.0
2023-08-13 05:00:00,2023-08-15 01:14:24,3.0,970.0,1131.0,8369.0,8.0,230.0,214.0
2023-08-13 06:00:00,2023-08-15 01:14:24,3.0,950.0,1133.0,6657.0,0.0,125.0,200.0
2023-08-13 07:00:00,2023-08-15 01:14:24,3.0,851.0,1131.0,5963.0,8.0,75.0,203.0
2023-08-13 08:00:00,2023-08-15 01:14:24,3.0,777.0,1130.0,5342.0,0.0,60.0,199.0
2023-08-13 09:00:00,2023-08-15 01:14:24,3.0,775.0,1132.0,4517.0,0.0,54.0,202.0
2023-08-13 10:00:00,2023-08-15 01:14:24,3.0,776.0,1132.0,4668.0,0.0,107.0,202.0
2023-08-13 11:00:00,2023-08-15 01:14:24,3.0,778.0,1133.0,4477.0,0.0,177.0,196.0
2023-08-13 12:00:00,2023-08-15 01:14:24,3.0,778.0,1134.0,4378.0,0.0,222.0,194.0
2023-08-13 13:00:00,2023-08-15 01:14:24,3.0,779.0,1136.0,4408.0,0.0,265.0,188.0
2023-08-13 14:00:00,2023-08-15 01:14:24,3.0,777.0,1134.0,4285.0,12.0,242.0,182.0
2023-08-13 15:00:00,2023-08-15 01:14:24,3.0,781.0,1134.0,4367.0,88.0,165.0,187.0
2023-08-13 16:00:00,2023-08-15 01:14:24,3.0,870.0,1134.0,4698.0,133.0,142.0,190.0
2023-08-13 17:00:00,2023-08-15 01:14:24,3.0,871.0,1132.0,5187.0,133.0,122.0,191.0
2023-08-13 18:00:00,2023-08-15 01:14:24,3.0,867.0,1131.0,5780.0,133.0,179.0,194.0
2023-08-13 19:00:00,2023-08-15 01:14:24,3.0,864.0,1127.0,6185.0,132.0,235.0,196.0
2023-08-13 20:00:00,2023-08-15 01:14:24,3.0,861.0,1128.0,6375.0,136.0,238.0,195.0
2023-08-13 21:00:00,2023-08-15 01:14:24,3.0,860.0,1126.0,7187.0,135.0,303.0,195.0
2023-08-13 22:00:00,2023-08-15 01:14:24,3.0,859.0,1127.0,7795.0,132.0,316.0,194.0
2023-08-13 23:00:00,2023-08-15 01:14:24,3.0,905.0,1125.0,8174.0,120.0,332.0,195.0
