,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
0,2023-08-22 00:00:00,2023-08-23 19:34:33,3.0,44.42,971.0,1134.0,8092.0,10.0,54.0,182.0
1,2023-08-22 01:00:00,2023-08-23 19:34:33,3.0,42.33,969.0,1132.0,8528.0,38.0,144.0,186.0
2,2023-08-22 02:00:00,2023-08-23 19:34:33,3.0,41.43,971.0,1130.0,8571.0,34.0,336.0,184.0
3,2023-08-22 03:00:00,2023-08-23 19:34:33,3.0,42.42,972.0,1133.0,8101.0,28.0,617.0,189.0
4,2023-08-22 04:00:00,2023-08-23 19:34:33,3.0,43.2,973.0,1132.0,7621.0,7.0,916.0,188.0
5,2023-08-22 05:00:00,2023-08-23 19:34:33,3.0,40.42,879.0,1132.0,7307.0,0.0,1216.0,188.0
6,2023-08-22 06:00:00,2023-08-23 19:34:33,3.0,42.58,739.0,1132.0,5401.0,0.0,1363.0,177.0
7,2023-08-22 07:00:00,2023-08-23 19:34:33,3.0,43.48,730.0,1130.0,5045.0,0.0,1435.0,174.0
8,2023-08-22 08:00:00,2023-08-23 19:34:33,3.0,43.1,732.0,1132.0,5208.0,0.0,1421.0,179.0
9,2023-08-22 09:00:00,2023-08-23 19:34:33,3.0,43.94,731.0,1133.0,4970.0,0.0,1460.0,177.0
10,2023-08-22 10:00:00,2023-08-23 19:34:33,3.0,45.02,735.0,1134.0,4857.0,0.0,1352.0,173.0
11,2023-08-22 11:00:00,2023-08-23 19:34:33,3.0,45.45,734.0,1132.0,4864.0,0.0,1226.0,170.0
12,2023-08-22 12:00:00,2023-08-23 19:34:33,3.0,41.82,733.0,1132.0,4932.0,0.0,1474.0,140.0
13,2023-08-22 13:00:00,2023-08-23 19:34:33,3.0,39.64,739.0,1133.0,5268.0,0.0,1715.0,145.0
14,2023-08-22 14:00:00,2023-08-23 19:34:33,3.0,45.35,879.0,1133.0,5580.0,0.0,1671.0,179.0
15,2023-08-22 15:00:00,2023-08-23 19:34:33,3.0,46.26,889.0,1133.0,5757.0,7.0,1508.0,191.0
16,2023-08-22 16:00:00,2023-08-23 19:34:33,3.0,46.64,909.0,1133.0,5938.0,20.0,1363.0,190.0
17,2023-08-22 17:00:00,2023-08-23 19:34:33,3.0,47.64,907.0,1133.0,5815.0,30.0,1341.0,197.0
18,2023-08-22 18:00:00,2023-08-23 19:34:33,3.0,47.12,906.0,1133.0,6052.0,25.0,1160.0,193.0
19,2023-08-22 19:00:00,2023-08-23 19:34:33,3.0,47.74,905.0,1132.0,6149.0,35.0,914.0,192.0
20,2023-08-22 20:00:00,2023-08-23 19:34:33,3.0,47.31,903.0,1133.0,6373.0,47.0,726.0,190.0
21,2023-08-22 21:00:00,2023-08-23 19:34:33,3.0,47.54,902.0,1135.0,6427.0,39.0,647.0,192.0
22,2023-08-22 22:00:00,2023-08-23 19:34:33,3.0,44.35,900.0,1133.0,7055.0,40.0,629.0,188.0
23,2023-08-22 23:00:00,2023-08-23 19:34:33,3.0,43.11,899.0,1131.0,7269.0,37.0,724.0,190.0
