,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
0,2023-08-09 00:00:00,2023-08-13 18:01:21,3.0,417.24,885.0,173.0
1,2023-08-09 01:00:00,2023-08-13 18:01:21,3.0,440.8,885.0,110.0
2,2023-08-09 02:00:00,2023-08-13 18:01:21,3.0,480.69,889.0,19.0
3,2023-08-09 03:00:00,2023-08-13 18:01:21,3.0,490.0,842.0,0.0
4,2023-08-09 04:00:00,2023-08-13 18:01:21,3.0,490.0,871.0,0.0
5,2023-08-09 05:00:00,2023-08-13 18:01:21,3.0,490.0,830.0,0.0
6,2023-08-09 06:00:00,2023-08-13 18:01:21,3.0,490.0,694.0,0.0
7,2023-08-09 07:00:00,2023-08-13 18:01:21,3.0,490.0,608.0,0.0
8,2023-08-09 08:00:00,2023-08-13 18:01:21,3.0,490.0,794.0,0.0
9,2023-08-09 09:00:00,2023-08-13 18:01:21,3.0,490.0,730.0,0.0
10,2023-08-09 10:00:00,2023-08-13 18:01:21,3.0,490.0,703.0,0.0
11,2023-08-09 11:00:00,2023-08-13 18:01:21,3.0,490.0,682.0,0.0
12,2023-08-09 12:00:00,2023-08-13 18:01:21,3.0,490.0,693.0,0.0
13,2023-08-09 13:00:00,2023-08-13 18:01:21,3.0,488.03,674.0,3.0
14,2023-08-09 14:00:00,2023-08-13 18:01:21,3.0,427.47,575.0,94.0
15,2023-08-09 15:00:00,2023-08-13 18:01:21,3.0,387.88,601.0,179.0
16,2023-08-09 16:00:00,2023-08-13 18:01:21,3.0,363.39,601.0,239.0
17,2023-08-09 17:00:00,2023-08-13 18:01:21,3.0,368.64,664.0,249.0
18,2023-08-09 18:00:00,2023-08-13 18:01:21,3.0,379.18,784.0,260.0
19,2023-08-09 19:00:00,2023-08-13 18:01:21,3.0,388.79,856.0,252.0
20,2023-08-09 20:00:00,2023-08-13 18:01:21,3.0,394.07,866.0,238.0
21,2023-08-09 21:00:00,2023-08-13 18:01:21,3.0,405.11,946.0,223.0
22,2023-08-09 22:00:00,2023-08-13 18:01:21,3.0,415.24,1040.0,210.0
23,2023-08-09 23:00:00,2023-08-13 18:01:21,3.0,412.37,1060.0,224.0
