,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
0,2023-09-08 00:00:00,2023-09-09 16:53:36,3.0,328.11,1120.0,143.0
1,2023-09-08 01:00:00,2023-09-09 16:53:36,3.0,349.75,1140.0,66.0
2,2023-09-08 02:00:00,2023-09-09 16:53:36,3.0,369.35,1138.0,2.0
3,2023-09-08 03:00:00,2023-09-09 16:53:36,3.0,370.0,1048.0,0.0
4,2023-09-08 04:00:00,2023-09-09 16:53:36,3.0,370.0,1052.0,0.0
5,2023-09-08 05:00:00,2023-09-09 16:53:36,3.0,370.0,1047.0,0.0
6,2023-09-08 06:00:00,2023-09-09 16:53:36,3.0,370.0,1025.0,0.0
7,2023-09-08 07:00:00,2023-09-09 16:53:36,3.0,370.0,954.0,0.0
8,2023-09-08 08:00:00,2023-09-09 16:53:36,3.0,370.0,915.0,0.0
9,2023-09-08 09:00:00,2023-09-09 16:53:36,3.0,370.0,767.0,0.0
10,2023-09-08 10:00:00,2023-09-09 16:53:36,3.0,370.0,644.0,0.0
11,2023-09-08 11:00:00,2023-09-09 16:53:36,3.0,370.0,547.0,0.0
12,2023-09-08 12:00:00,2023-09-09 16:53:36,3.0,370.0,586.0,0.0
13,2023-09-08 13:00:00,2023-09-09 16:53:36,3.0,370.0,743.0,0.0
14,2023-09-08 14:00:00,2023-09-09 16:53:36,3.0,342.16,725.0,59.0
15,2023-09-08 15:00:00,2023-09-09 16:53:36,3.0,290.07,646.0,178.0
16,2023-09-08 16:00:00,2023-09-09 16:53:36,3.0,281.07,610.0,193.0
17,2023-09-08 17:00:00,2023-09-09 16:53:36,3.0,274.84,621.0,215.0
18,2023-09-08 18:00:00,2023-09-09 16:53:36,3.0,286.45,696.0,203.0
19,2023-09-08 19:00:00,2023-09-09 16:53:36,3.0,297.59,826.0,201.0
20,2023-09-08 20:00:00,2023-09-09 16:53:36,3.0,306.62,982.0,203.0
21,2023-09-08 21:00:00,2023-09-09 16:53:36,3.0,310.34,1030.0,198.0
22,2023-09-08 22:00:00,2023-09-09 16:53:36,3.0,313.38,1096.0,198.0
23,2023-09-08 23:00:00,2023-09-09 16:53:36,3.0,315.57,1090.0,188.0
