,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
0,2023-08-23 00:00:00,2023-08-25 17:59:20,3.0,438.75,1137.0,148.0
1,2023-08-23 01:00:00,2023-08-25 17:59:20,3.0,455.27,1134.0,96.0
2,2023-08-23 02:00:00,2023-08-25 17:59:20,3.0,470.99,1143.0,51.0
3,2023-08-23 03:00:00,2023-08-25 17:59:20,3.0,480.08,1097.0,25.0
4,2023-08-23 04:00:00,2023-08-25 17:59:20,3.0,488.37,1087.0,4.0
5,2023-08-23 05:00:00,2023-08-25 17:59:20,3.0,490.0,961.0,0.0
6,2023-08-23 06:00:00,2023-08-25 17:59:20,3.0,490.0,889.0,0.0
7,2023-08-23 07:00:00,2023-08-25 17:59:20,3.0,490.0,749.0,0.0
8,2023-08-23 08:00:00,2023-08-25 17:59:20,3.0,490.0,617.0,0.0
9,2023-08-23 09:00:00,2023-08-25 17:59:20,3.0,490.0,611.0,0.0
10,2023-08-23 10:00:00,2023-08-25 17:59:20,3.0,490.0,611.0,0.0
11,2023-08-23 11:00:00,2023-08-25 17:59:20,3.0,490.0,609.0,0.0
12,2023-08-23 12:00:00,2023-08-25 17:59:20,3.0,490.0,616.0,0.0
13,2023-08-23 13:00:00,2023-08-25 17:59:20,3.0,490.0,618.0,0.0
14,2023-08-23 14:00:00,2023-08-25 17:59:20,3.0,487.25,644.0,4.0
15,2023-08-23 15:00:00,2023-08-25 17:59:20,3.0,478.31,630.0,17.0
16,2023-08-23 16:00:00,2023-08-25 17:59:20,3.0,459.42,515.0,38.0
17,2023-08-23 17:00:00,2023-08-25 17:59:20,3.0,449.97,526.0,52.0
18,2023-08-23 18:00:00,2023-08-25 17:59:20,3.0,470.89,691.0,31.0
19,2023-08-23 19:00:00,2023-08-25 17:59:20,3.0,477.39,720.0,21.0
20,2023-08-23 20:00:00,2023-08-25 17:59:20,3.0,477.3,851.0,25.0
21,2023-08-23 21:00:00,2023-08-25 17:59:20,3.0,464.01,903.0,56.0
22,2023-08-23 22:00:00,2023-08-25 17:59:20,3.0,450.74,899.0,87.0
23,2023-08-23 23:00:00,2023-08-25 17:59:20,3.0,461.42,947.0,65.0
