Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
39024,2023-06-15 00:00:00,2024-07-17 00:00:00,3.1,463.9,14714.0,18880.0,1978.0,175.0,1586.0,223.0,1771.0,40.0
39025,2023-06-15 01:00:00,2024-07-17 00:00:00,3.1,470.76,14771.0,18674.0,1978.0,156.0,1423.0,163.0,1502.0,41.0
39026,2023-06-15 02:00:00,2024-07-17 00:00:00,3.1,470.9,14487.0,17517.0,1984.0,5.0,1386.0,35.0,1744.0,41.0
39027,2023-06-15 03:00:00,2024-07-17 00:00:00,3.1,467.47,14481.0,15845.0,1984.0,0.0,1085.0,0.0,2699.0,42.0
39028,2023-06-15 04:00:00,2024-07-17 00:00:00,3.1,455.73,13772.0,13140.0,1984.0,0.0,808.0,0.0,3942.0,42.0
39029,2023-06-15 05:00:00,2024-07-17 00:00:00,3.1,435.5,12513.0,10944.0,1984.0,0.0,718.0,0.0,4989.0,42.0
39030,2023-06-15 06:00:00,2024-07-17 00:00:00,3.1,396.61,10514.0,9108.0,1984.0,0.0,653.0,0.0,6404.0,42.0
39031,2023-06-15 07:00:00,2024-07-17 00:00:00,3.1,367.16,9111.0,8181.0,1985.0,0.0,649.0,0.0,7201.0,42.0
39032,2023-06-15 08:00:00,2024-07-17 00:00:00,3.1,344.64,8126.0,7692.0,1989.0,0.0,651.0,0.0,7748.0,43.0
39033,2023-06-15 09:00:00,2024-07-17 00:00:00,3.1,340.57,7689.0,7847.0,1989.0,0.0,653.0,0.0,7535.0,43.0
39034,2023-06-15 10:00:00,2024-07-17 00:00:00,3.1,363.08,8156.0,8578.0,1989.0,0.0,715.0,0.0,6401.0,43.0
39035,2023-06-15 11:00:00,2024-07-17 00:00:00,3.1,376.47,8789.0,8795.0,1990.0,0.0,718.0,0.0,6117.0,43.0
39036,2023-06-15 12:00:00,2024-07-17 00:00:00,3.1,381.24,9316.0,9063.0,1990.0,0.0,861.0,0.0,6158.0,41.0
39037,2023-06-15 13:00:00,2024-07-17 00:00:00,3.1,388.89,10018.0,9755.0,1991.0,0.0,985.0,42.0,6088.0,41.0
39038,2023-06-15 14:00:00,2024-07-17 00:00:00,3.1,409.83,10591.0,11683.0,1990.0,5.0,1013.0,170.0,4757.0,41.0
39039,2023-06-15 15:00:00,2024-07-17 00:00:00,3.1,426.44,11713.0,12700.0,1987.0,54.0,1239.0,188.0,4079.0,41.0
39040,2023-06-15 16:00:00,2024-07-17 00:00:00,3.1,411.41,12151.0,12989.0,1988.0,54.0,1319.0,210.0,5487.0,41.0
39041,2023-06-15 17:00:00,2024-07-17 00:00:00,3.1,403.75,12885.0,13268.0,1988.0,54.0,1412.0,233.0,6644.0,40.0
39042,2023-06-15 18:00:00,2024-07-17 00:00:00,3.1,391.1,13206.0,13258.0,1987.0,55.0,1550.0,239.0,7986.0,41.0
39043,2023-06-15 19:00:00,2024-07-17 00:00:00,3.1,375.78,13360.0,13327.0,1985.0,55.0,1504.0,233.0,9760.0,43.0
39044,2023-06-15 20:00:00,2024-07-17 00:00:00,3.1,362.16,13461.0,13023.0,1981.0,72.0,1564.0,110.0,11449.0,44.0
39045,2023-06-15 21:00:00,2024-07-17 00:00:00,3.1,350.65,13367.0,12450.0,1980.0,54.0,1600.0,139.0,12609.0,44.0
39046,2023-06-15 22:00:00,2024-07-17 00:00:00,3.1,345.06,13326.0,12649.0,1978.0,82.0,1653.0,89.0,13263.0,44.0
39047,2023-06-15 23:00:00,2024-07-17 00:00:00,3.1,347.18,13179.0,12374.0,1978.0,59.0,1648.0,83.0,12814.0,44.0
