,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2023-08-15 00:00:00,2023-08-18 21:41:24,3.0,418.9,873.0,2472.0,980.0,233.0,94.0,0.0
1,2023-08-15 01:00:00,2023-08-18 21:41:24,3.0,422.03,870.0,2487.0,980.0,285.0,0.0,0.0
2,2023-08-15 02:00:00,2023-08-18 21:41:24,3.0,436.03,869.0,2472.0,981.0,124.0,0.0,0.0
3,2023-08-15 03:00:00,2023-08-18 21:41:24,3.0,440.64,821.0,2394.0,979.0,24.0,0.0,0.0
4,2023-08-15 04:00:00,2023-08-18 21:41:24,3.0,414.42,566.0,2305.0,981.0,23.0,0.0,0.0
5,2023-08-15 05:00:00,2023-08-18 21:41:24,3.0,399.71,428.0,2316.0,981.0,23.0,0.0,0.0
6,2023-08-15 06:00:00,2023-08-18 21:41:24,3.0,396.72,424.0,2214.0,981.0,23.0,0.0,0.0
7,2023-08-15 07:00:00,2023-08-18 21:41:24,3.0,393.23,424.0,2075.0,981.0,21.0,0.0,0.0
8,2023-08-15 08:00:00,2023-08-18 21:41:24,3.0,388.9,424.0,1936.0,982.0,23.0,0.0,0.0
9,2023-08-15 09:00:00,2023-08-18 21:41:24,3.0,388.75,424.0,1920.0,981.0,21.0,0.0,0.0
10,2023-08-15 10:00:00,2023-08-18 21:41:24,3.0,389.99,425.0,1961.0,981.0,22.0,0.0,0.0
11,2023-08-15 11:00:00,2023-08-18 21:41:24,3.0,393.48,425.0,2087.0,982.0,21.0,1.0,0.0
12,2023-08-15 12:00:00,2023-08-18 21:41:24,3.0,383.93,425.0,2084.0,982.0,22.0,98.0,0.0
13,2023-08-15 13:00:00,2023-08-18 21:41:24,3.0,348.22,427.0,1974.0,981.0,23.0,475.0,0.0
14,2023-08-15 14:00:00,2023-08-18 21:41:24,3.0,322.21,421.0,1808.0,983.0,17.0,732.0,0.0
15,2023-08-15 15:00:00,2023-08-18 21:41:24,3.0,324.72,443.0,1922.0,980.0,20.0,803.0,0.0
16,2023-08-15 16:00:00,2023-08-18 21:41:24,3.0,348.34,654.0,2007.0,982.0,19.0,845.0,0.0
17,2023-08-15 17:00:00,2023-08-18 21:41:24,3.0,367.91,834.0,2073.0,980.0,19.0,851.0,0.0
18,2023-08-15 18:00:00,2023-08-18 21:41:24,3.0,378.54,863.0,2275.0,982.0,20.0,802.0,0.0
19,2023-08-15 19:00:00,2023-08-18 21:41:24,3.0,380.99,869.0,2360.0,980.0,110.0,708.0,0.0
20,2023-08-15 20:00:00,2023-08-18 21:41:24,3.0,381.66,865.0,2401.0,982.0,155.0,656.0,0.0
21,2023-08-15 21:00:00,2023-08-18 21:41:24,3.0,384.74,864.0,2267.0,981.0,129.0,596.0,0.0
22,2023-08-15 22:00:00,2023-08-18 21:41:24,3.0,405.16,863.0,2199.0,983.0,17.0,421.0,0.0
23,2023-08-15 23:00:00,2023-08-18 21:41:24,3.0,422.68,867.0,2253.0,980.0,19.0,228.0,0.0
