Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
40296,2023-08-07 00:00:00,2024-07-17 00:00:00,3.1,122.02,0.0,0.0,224.0,203.0,3226.0,206.0,10333.0,3641.0
40297,2023-08-07 01:00:00,2024-07-17 00:00:00,3.1,116.54,0.0,0.0,257.0,135.0,3222.0,205.0,10491.0,3518.0
40298,2023-08-07 02:00:00,2024-07-17 00:00:00,3.1,113.25,0.0,0.0,348.0,130.0,3224.0,199.0,10020.0,3300.0
40299,2023-08-07 03:00:00,2024-07-17 00:00:00,3.1,106.75,0.0,0.0,479.0,58.0,3226.0,197.0,8994.0,2903.0
40300,2023-08-07 04:00:00,2024-07-17 00:00:00,3.1,100.3,0.0,0.0,579.0,34.0,3223.0,198.0,8333.0,2584.0
40301,2023-08-07 05:00:00,2024-07-17 00:00:00,3.1,89.06,0.0,0.0,666.0,22.0,3236.0,198.0,7857.0,2177.0
40302,2023-08-07 06:00:00,2024-07-17 00:00:00,3.1,92.13,0.0,0.0,660.0,0.0,3170.0,197.0,7488.0,2197.0
40303,2023-08-07 07:00:00,2024-07-17 00:00:00,3.1,89.51,0.0,0.0,597.0,0.0,3104.0,193.0,7246.0,2054.0
40304,2023-08-07 08:00:00,2024-07-17 00:00:00,3.1,91.23,0.0,0.0,593.0,4.0,3121.0,190.0,7214.0,2094.0
40305,2023-08-07 09:00:00,2024-07-17 00:00:00,3.1,93.0,0.0,0.0,582.0,4.0,3142.0,189.0,7498.0,2199.0
40306,2023-08-07 10:00:00,2024-07-17 00:00:00,3.1,90.73,0.0,0.0,568.0,4.0,3149.0,188.0,8300.0,2284.0
40307,2023-08-07 11:00:00,2024-07-17 00:00:00,3.1,94.1,0.0,0.0,631.0,5.0,3265.0,195.0,8778.0,2515.0
40308,2023-08-07 12:00:00,2024-07-17 00:00:00,3.1,104.27,0.0,0.0,671.0,4.0,3238.0,194.0,9217.0,2948.0
40309,2023-08-07 13:00:00,2024-07-17 00:00:00,3.1,110.46,0.0,0.0,697.0,4.0,3227.0,204.0,9761.0,3300.0
40310,2023-08-07 14:00:00,2024-07-17 00:00:00,3.1,106.1,0.0,0.0,794.0,4.0,3239.0,207.0,10094.0,3241.0
40311,2023-08-07 15:00:00,2024-07-17 00:00:00,3.1,106.0,0.0,0.0,815.0,4.0,3236.0,217.0,10995.0,3447.0
40312,2023-08-07 16:00:00,2024-07-17 00:00:00,3.1,104.14,0.0,0.0,607.0,4.0,3249.0,220.0,11308.0,3400.0
40313,2023-08-07 17:00:00,2024-07-17 00:00:00,3.1,106.2,0.0,0.0,689.0,0.0,3243.0,241.0,11255.0,3495.0
40314,2023-08-07 18:00:00,2024-07-17 00:00:00,3.1,102.59,0.0,0.0,910.0,6.0,3237.0,266.0,11565.0,3466.0
40315,2023-08-07 19:00:00,2024-07-17 00:00:00,3.1,101.41,0.0,0.0,1134.0,83.0,3246.0,256.0,11720.0,3449.0
40316,2023-08-07 20:00:00,2024-07-17 00:00:00,3.1,104.82,0.0,0.0,1243.0,126.0,3229.0,237.0,12016.0,3648.0
40317,2023-08-07 21:00:00,2024-07-17 00:00:00,3.1,101.25,0.0,0.0,1056.0,157.0,3243.0,232.0,12164.0,3467.0
40318,2023-08-07 22:00:00,2024-07-17 00:00:00,3.1,106.87,0.0,0.0,863.0,100.0,3245.0,235.0,12135.0,3698.0
40319,2023-08-07 23:00:00,2024-07-17 00:00:00,3.1,104.78,0.0,0.0,720.0,153.0,3260.0,204.0,12237.0,3561.0
