Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
39264,2023-06-25 00:00:00,2024-07-17 00:00:00,3.1,133.83,3.0,4551.0,2265.0,39.0,2082.0,12616.0,2077.0,419.0
39265,2023-06-25 01:00:00,2024-07-17 00:00:00,3.1,127.17,3.0,4711.0,2265.0,39.0,2830.0,11231.0,2516.0,63.0
39266,2023-06-25 02:00:00,2024-07-17 00:00:00,3.1,172.11,3.0,5767.0,2265.0,39.0,4376.0,7295.0,2737.0,995.0
39267,2023-06-25 03:00:00,2024-07-17 00:00:00,3.1,253.22,3.0,7380.0,2265.0,38.0,5524.0,1713.0,3216.0,2650.0
39268,2023-06-25 04:00:00,2024-07-17 00:00:00,3.1,268.95,2.0,7769.0,2263.0,39.0,5589.0,21.0,3446.0,2577.0
39269,2023-06-25 05:00:00,2024-07-17 00:00:00,3.1,258.82,3.0,7473.0,2261.0,39.0,5545.0,0.0,3263.0,2095.0
39270,2023-06-25 06:00:00,2024-07-17 00:00:00,3.1,229.47,3.0,7048.0,2263.0,39.0,5608.0,0.0,3246.0,1061.0
39271,2023-06-25 07:00:00,2024-07-17 00:00:00,3.1,207.29,3.0,6616.0,2265.0,39.0,5266.0,0.0,3201.0,297.0
39272,2023-06-25 08:00:00,2024-07-17 00:00:00,3.1,204.91,3.0,6642.0,2265.0,40.0,4961.0,0.0,3204.0,86.0
39273,2023-06-25 09:00:00,2024-07-17 00:00:00,3.1,191.91,3.0,6067.0,2265.0,40.0,4695.0,0.0,3498.0,0.0
39274,2023-06-25 10:00:00,2024-07-17 00:00:00,3.1,173.05,3.0,5033.0,2266.0,40.0,4616.0,0.0,3502.0,8.0
39275,2023-06-25 11:00:00,2024-07-17 00:00:00,3.1,171.34,3.0,4949.0,2267.0,40.0,4510.0,0.0,3570.0,0.0
39276,2023-06-25 12:00:00,2024-07-17 00:00:00,3.1,170.71,3.0,4826.0,2267.0,39.0,4317.0,0.0,3559.0,0.0
39277,2023-06-25 13:00:00,2024-07-17 00:00:00,3.1,181.33,3.0,4708.0,2267.0,39.0,3875.0,58.0,3374.0,198.0
39278,2023-06-25 14:00:00,2024-07-17 00:00:00,3.1,165.61,3.0,4903.0,2266.0,40.0,3222.0,2696.0,3120.0,0.0
39279,2023-06-25 15:00:00,2024-07-17 00:00:00,3.1,121.78,3.0,3850.0,2264.0,39.0,2651.0,8077.0,2820.0,0.0
39280,2023-06-25 16:00:00,2024-07-17 00:00:00,3.1,134.86,3.0,4662.0,2263.0,39.0,1573.0,10004.0,2636.0,0.0
39281,2023-06-25 17:00:00,2024-07-17 00:00:00,3.1,136.47,3.0,4891.0,2262.0,39.0,1451.0,10998.0,2395.0,0.0
39282,2023-06-25 18:00:00,2024-07-17 00:00:00,3.1,144.96,3.0,5387.0,2263.0,39.0,1096.0,11704.0,2068.0,0.0
39283,2023-06-25 19:00:00,2024-07-17 00:00:00,3.1,142.65,3.0,5349.0,2262.0,39.0,926.0,12295.0,2079.0,0.0
39284,2023-06-25 20:00:00,2024-07-17 00:00:00,3.1,135.05,3.0,5007.0,2261.0,39.0,922.0,12455.0,2395.0,0.0
39285,2023-06-25 21:00:00,2024-07-17 00:00:00,3.1,127.53,3.0,4568.0,2263.0,39.0,915.0,11955.0,2879.0,0.0
39286,2023-06-25 22:00:00,2024-07-17 00:00:00,3.1,118.67,3.0,4193.0,2264.0,39.0,922.0,12398.0,3137.0,0.0
39287,2023-06-25 23:00:00,2024-07-17 00:00:00,3.1,119.88,2.0,4203.0,2265.0,39.0,1119.0,12460.0,3623.0,175.0
